,content,mark
3196528,我徒弟威震霸天咋还不出来，还让我预测明天不？,-99
2613165,都被套住了,-99
3507997,此四方非彼四方，每次青岛四方的新闻都往这边放,-99
1644333,没有看见上千手的买盘，看到了上千手的抛盘哈哈,-99
4368673,大盘还没开始跌呢。,-99
377305,笑菲特说：小股仙，我错了，贫穷限制了我的想像,-99
1342105,散了吧，今日高点都过了。,-99
2793627,不会吧，还在跌，也不拉升一下,-99
2094038,海立股份场内资金不断增多，这波上涨趋势已定,-99
900,那个闲庭 就是个 亏钱的穷逼...,-99
5014082,《一句关注： 美盈森！ 002303  》,-99
565383,为什么今天突然缩量这么多？求解答？谢谢！！！,-99
1623912,热烈祝贺东旭光电大涨一毛四\t,-99
5001781,跳水开始咯哦哦哦哦哦哦哦哦哦,-99
552255,明天，抄底大反弹啰,-99
45426,又有一个变态7.04买了1 手，明明7.02能买偏要买,-99
5270488,603828:柯利达关于使用部分闲置募集资金购买保,-99
4403937,明天迅速拉高涨停,-99
3345376,10.22是不是追高了？,-99
1519521,没好困惑没,-99
2604723,天汽模这样的走势，后面又要有大动作。\t,-99
4979214,昨天稳了下情绪没有跌 今天又继续跌 到明天再稳,-99
666922,短线博弈谨慎，下个目标8.5。,-99
4042748,"根据2017年市北高新(600604)的业绩承诺不低于1,",-99
3768054,刚把首饰给当了回来，请问明天早上集合竞价有多,-99
5011473,老太婆还来了一点红？不容易,-99
1632882,唉，手贱买进来。,-99
588822,上海贝岭,-99
1880542,起飞,-99
1307537,这招真高，意思就是这几天涨的不错，出来公布一,-99
3329034,快跑兄弟主力准备挖坑了,-99
1805122,秋林拟与芜湖建投公司签署合作协议。,-99
1342785,一般意义上的考虑关系到上面所提到的正常或标准,-99
475897,即大家所说的 “追涨杀跌”,-99
4979035,被骂最多的操盘手大多是优秀的,-99
5012297,都是3手3手卖个屁，来个痛快地,-99
2063964,7月27日，创板指数收1742点，万通智控收14.75元,-99
2825793,不跌才怪,-99
5134721,今天买进的都被套,-99
4139150,半年报每股0.11元，对应当前市盈率38倍\t,-99
2201817,股友hI2Vbz是够日的出声！咋中！他铑破！哈哈哈,-99
1305922,重组不成功的原因可能是星马要价太高！而被重组,-99
1386840,安源煤业大跌,-99
4556299,中阳等特朗普 短线资金心理 关键看明天消息面,-99
2452924,是不是增发不能超过总股本的10%,-99
3323503,人家其他股票都开始增持，这个股票是周线8连阴,-99
2894118,无量升跌不多，?还是走，我选择走（因目前有较,-99
1910463,30日晚出季报，你将有意想不到的收获[赞],-99
3358076,券商是股市的搅屎棍,-99
243893,好贱的股，中泰的跟屁虫,-99
2421946,银子备好，19.85以下越跌越买[买入],-99
181950,我们要坚持下去，胜利就是我们的目标,-99
3718478,原则上不支持,-99
976801,并没有得到中小创的合力支持。,-99
1218662,海油工程：吧里那些君子们敢出来赌一下吗？。,-99
3917785,3W手 快吃掉,-99
3456129,京东方改变了中国电子产品缺板少面的状况，发展,-99
848983,街喧初息,-99
2051031,下跌时管住手，不要轻易补仓或者抄底,-99
404133,尾盘四分钟齐拉两桶油，反复使用下三滥手段稳住,-99
