,content,mark
2652826,而创业板市场却始终未见放量，可见依然缺,-99
562266,不良公司，几年没分红，股价也表现极差，建议举,-99
978631,600280:中央商场2017年第五次临时股东大会资料,-99
4329618,大湾区定位：构建世界级创新经济湾区城市群,-99
2368814,一一转为科技孵化主页，亚通可能一字板 四颗星,-99
2900606,今日跌停，因为我买了100股,-99
285517,挖这个坑埋,-99
79723,一分钱，0.45%这种票能玩？要出人命的,-99
4698807,要能改易德科技就好了！,-99
3972556,股市有风险，入市需谨慎。有人听吗,-99
261214,尾页a,-99
2228764,一包烟，一壶茶，一口破锅敲一天,-99
5117595,看好园林股，转战文科园林！,-99
5133398,据内部消息:朗迪1到6月份净利润为8500万到1.2亿,-99
5445888,47.7卖出了半仓[哭],-99
2145665,投行数钱数到手软,-99
499742,3000多家上市公司,-99
3829588,今天有公告出来,-99
526154,三个指标快速判断企业优劣b,-99
4512351,股友们好，今天我把300655减了半仓全加到小鸥里,-99
3068140,头上开焊，裂熊了,-99
3114106,这个博闻科技吧吗,-99
4642798,603338:浙江鼎力第二届董事会第二十四次会议决,-99
5414097,签友们明天29.99继续挂单,-99
4335255,再加200股,-99
4686952,柳州医药是卖药的，非高技术企业不存在高利润，,-99
2249315,这基本等同于注册制发行了,-99
4736732,看蜡烛图走势新华龙已经突破短期震荡区间，至少,-99
1608835,要求上市公司高送转方案要与公司业绩相匹配,-99
1182484,还为这类公司进行高送转留有,-99
2140196,杨德龙认为，近年来A股市场表现相对低迷。从横,-99
4443715,603200上海洗霸投资价值之一、二、三,-99
3619383,今日 100W进去。明天大涨,-99
4443623,我是你爹,-99
2394401,奈何草木花不言，,-99
4107751,为和机构不,-99
1511482,是哪些王八蛋在卖，跌的吓死人。,-99
1328863,青海春天：此股背景颇为复杂，属于企业控股，自,-99
4377419,000582.002275.600368,-99
2487098,跌呢，你它妈的续续跌啊！牛，牛，还是它妈什么,-99
5406852,洗洗更健康,-99
2050706,创业板这波行情确定结束！创业板的可以撤了！。,-99
479299,市场上有观点认为，这些年，浪莎股份一直在亏损,-99
4932624,实盘永远是最可靠的操作依据,-99
2359938,周二关注：002863 今飞凯达 002042 华孚时尚 60,-99
4554294,君在外 6月末7月初 别指望大跌 但之后 呵呵 你,-99
4164824,看看英博尔,-99
5125422,一入阿科深似海,-99
1524884,换手率太低，诱多！,-99
805222,废物,-99
3167690,看来上20元很快了,-99
1504013,金证为仕么这样？,-99
4306891,中长线看好红蜻蜓/短线防红蜻蜓补缺口,-99
451396,关键点了,-99
511558,既然大家都看好就拿着，时间长点，每个一年两年,-99
2569020,下去了就很难上来了，上面有解套盘和减持盘。,-99
4271179,向600847庄稼学习。,-99
4695455,小道消息，今天涨停,-99
2101061,派发福利了，快抢啊！x,-99
2682768,托单必破，打压周期没结束b,-99
3124145,珍惜筹码，就快了,-99
882914,合著名咨,-99
4350623,有交易。。就有伤害。。,-99
2150956,什么时候起飞啦？,-99
2700769,贵公司经营得不错，但为什么股价一直跌跌不休？,-99
4373410,这他么的前几天走势明显提前消息透露了啊？？证,-99
5324819,今晚喝酒吃肉还是吃泡面就看季报了,-99
1079751,94年的325点,-99
571,银行是砸盘主力军，还是借逆回购了，看戏,-99
1781077,大盘再差，人气再弱。我的依然有赚。中、股拉照,-99
3558175,坐山观虎斗,-99
312061,"舅,我是外公",-99
3785736,周一涨停已经无悬念 13.60我们不见不散,-99
4188047,大爷的 老子卖了你就阳,-99
3978144,提醒大家别上当，千万别申购什么可转债,-99
5173730,今天不会重复昨天的故事～昨天下午是中科信息特,-99
1433245,拉红盘，又可以发10个新股坑害中小投资者。,-99
1021807,今天西水低开，将持续阶梯式下跌趋势，不会给做,-99
5197333,有可能的，“如果我们看,-99
4413477,垃圾到极点了，驴日的庄,-99
1804309,银行帐户被冻结，推迟答复，这是重组失败的前兆,-99
1409742,有人几分钟赚了一套房，有人几分钟亏了一辆豪车,-99
3972832,闻到黑马的味道，601002的研究报告！,-99
2548999,纽约金价26日下跌 跌幅为0.22%,-99
4995499,狗装不停回踩十日线，太穷b了，,-99
3586778,明明只值5块钱的股票，上市后就拼命的拉升，然,-99
4830023,又傻逼了旳创业板一倒,-99
5167886,回到起点！,-99
718109,股权转让卷土重来,-99
2504478,走势动向，并对此做出实时操盘计划，以及后市整,-99
3112875,600882:广泽股份关于全资子公司土地使用权被有,-99
4257669,庄家这几天自己打灰机，玩得挺嗨的[赞],-99
3210300,估计无休无止的跌了！,-99
5507887,华大基因财务造假被查了，金诚信还远吗？拭目以,-99
4558448,主力几天流进的不够一天砸，周一目测低开几个点,-99
3615961,2017年三季报将于2017-10-28披露!,-99
1802288,周晓明2016-9-1等风来与乘风去,-99
3601032,大势不好，高抛低吸降低成本啊。,-99
4644289,主题：最新消息旳真的,-99
554724,两名议员反,-99
1856787,A股市场唯一的好股600067,-99
5257310,每次跌停每次套,-99
2696521,卖点资产，粉饰一下业绩吧，这业绩真TMD丢人啊,-99
1782165,得到消息，明天涨停p,-99
5180872,钛白粉再迎涨价潮 受益股一览,-99
838191,7.81挂一万五千股买上了。,-99
2887348,那么多的房产，市值只有60亿,-99
990460,600636停牌15个月，还没有复牌的打算，这样的改,-99
855163,可以卖去已涨股票，可以用麻袋装钱，全仓买入万,-99
3955323,低着头平静地摇头表示不能接受很可怜,-99
4933196,减持完毕需要几个月的挖坑，大家别等了，卖,-99
4973909,都躲远点，小心崩一身血，减仓做T，做山观虎斗[,-99
329818,12.10谁压的，快撤掉。。,-99
1006109,000715今日拉升5%以上，该股马上介入,-99
1180772,技术形态走势太棒了！,-99
3215705,一点没有做底的迹象，看来还要加速赶底，遇上了,-99
