,content,mark
2957353,央企油气改革进入实质阶段，关注时不时暴涨，时,-99
380017,明日诺德涨停，别信我我是瞎说的。,-99
2794909,垃圾公司,-99
4886811,拳击，出击,-99
5319315,广发证券员工老鼠仓16亿亏2400万 被查时电脑扔,-99
39023,如何在交易中积累经验,-99
1734273,市盈率1000多倍。,-99
1071331,哎，又要发新股了,-99
235141,真正的资本一般都会在股吧里浑浊视听，作为散户,-99
1321869,跟前期涨停后一个走势。,-99
1603186,钢铁股该休息了,-99
1708791,昨天15:00居然成交[鼓掌],-99
3889719,听了两片盐，踏空在眼前,-99
3400750,茅台八十的时候，一片看空，悲观恐惧绝望的，和,-99
2326966,戒贪必胜 大盘每日收盘后跟踪分析总结 2017-04-,-99
174562,大家都投反对票，搞死蓝荒。,-99
181958,今年的买车计划全看海信发挥了，如果能多来几个,-99
2792438,都被套了吧！,-99
4424803,网达漂亮，看好你,-99
4670131,你们这帮小散不要再去讨论跌到17或16来自己吓唬,-99
2712593,证券公司不是都看好水井吗，都说增持的，你们倒,-99
2014562,这股莫名其妙的好奇怪？突然跳水,-99
2513384,次新股0.98元业绩股价不到10块江苏银行仅此1家,-99
3610716,卖盘买盘比较均匀不起动也跌不到那去[想一下],-99
5527526,明天如果在冲高建议全,-99
5110675,明天解禁股解禁了,-99
931319,为天天跌停板欢呼，歌唱,-99
4194492,你妈,-99
2073573,再看京东方：\t,-99
4393338,603777来伊份，电商概念龙头去年双十一牛股，近,-99
1261380,今天又做了个t,-99
3049636,什么样的狗逼在操盘？[怒],-99
5037608,横盘久了。肯定要跌。。。。各位该走了。。。。,-99
3980852,今天成交量不过3000万，都不买不卖了，让庄自己,-99
1988331,看样子，今天要跌停呢，   唉，遭了，15个点了,-99
2339533,热烈祝贺珠江实业成立38周年,-99
1728572,这走势真心看不懂,-99
5554931,两天净流出2.6万手！,-99
4759074,哎呀还有人在唱多,-99
4449615,周日有可能出半年报预告了！业绩增长[鼓掌][鼓,-99
1417817,600123.600792.601699,-99
643488,还不错的生活并没有把我洗脑4连续几次冠军5对接,-99
1546766,死水一潭。,-99
3153405,今天股东大会吃的可以吧，碌碌无为的航发，持股,-99
3423707,散户看好的人太多主力收不到筹码就不会涨！,-99
3891857,大盘正在进行二次探底确认 两手准备应对主力洗,-99
4349895,好股，涨涨落落,-99
3313474,有个2B一直叨叨等13元一下，你接着等，老子都赚,-99
170384,买买买炒炒炒,-99
1013976,600289:亿阳信通关于公司股票复牌的提示性公告 ,-99
5026769,短线不买此股，有钱先做其他次新股。,-99
289689,当前大盘正在构筑区间震荡的底部,-99
1032761,有点垃圾啊,-99
5214839,这样深跌下去会不会出现散户集体裸奔的盛大场面,-99
2248036,能日你妈,-99
3986727,明皓揽金能,-99
235766,这厮每次图形向好有上攻欲望时都回调，一个多月,-99
3180985,600900是国资，会混改么。,-99
2902528,我又买回待涨了！哈哈哈！,-99
169023,规范险资投资行为,-99
5451882,今天翻红收盘找妹子作乐,-99
4408074,还是新的次新股好，一买就涨停,-99
5029426,七一/不忘初心,-99
5528961,这没有什么不好行为,-99
4735368,又一个月了，还是这熊样，是不是该退市了，别在,-99
2183490,到底在等谁?,-99
5424710,没量，拉不上来只有往下跌了，等解套了,-99
1873545,轻飞迅羽,-99
3572462,晚上细细看了下，这股跌不到哪去，每次下跌都是,-99
1320891,预测宝光在春节前，跌到8.5元附近，不准吃便。,-99
4589747,貌似一般出现这种情况都是主力出货。但是这次我,-99
234193,又怎会变得如此,-99
1991148,嘛，套的一,-99
2938841,小心明日大幅补跌，国家队的话，不可信……！！,-99
1350110,30的本，求解套就行了。,-99
795988,大盘下午要暴跌,-99
2390502,挣了算你的,-99
862163,坚持，坚持就是胜利,-99
574637,情形之一的，,-99
2702233,如果你持有夏利500股，那么你就等同于中了一个,-99
2431404,可以大胆进入了。,-99
2051428,使劲砸，反正锁仓了,-99
2412431,庄家坏了！,-99
4782512,出货了,-99
1151246,虽然觉得你回调了更健康，但大好形式，动动还是,-99
29940,锆龙头+稀土=大牛股,-99
1578344,1.4亿流通盘，20倍不到市盈率,-99
805765,买华为手机，还是苹果手机？,-99
3385461,保持指数红，工作很到位。,-99
3303112,格力电器套牢投资者的可能性很小,-99
5455088,29接回一半，垃圾,-99
5459587,洗也好、震也好最后的黄金坑！首艘国产001A航母,-99
2450882,白马股，成了白马股中最,-99
4100553,MMP，连集合竞价都没有。枉是中字头，看看人家,-99
4181045,关注1250一线阻力。,-99
4464012,王八蛋垃圾,-99
3950932,难怪6月底的时候画风忽然变了,-99
4086566,2017第十五届中国国际机床展览会,-99
2982161,死人药--毒药-吃了都毒死了,-99
2170551,股民朋友们不要怕，快把银子端上来，牛市来了！,-99
897807,统竞选可以,-99
2437709,价值投资的最高境界就是放下你的粗莽执念勇敢拥,-99
578930,技术上带有对昨日阳线的一种回探,-99
1049186,僵尸股,-99
2124785,该股是单边的，空是一时的，空也为了多，多也为,-99
1163599,新加坡“一带一路”建设，落实好中、新大项目,-99
2140114,而是明知故问的讲解了做人勿要有懒人执念a,-99
4620041,拉和砸对本人都无所畏了，本人做长线,-99
4316407,再不暴跌老王八蛋还有阴招损招，等着围观吧,-99
2649150,的一,-99
3319845,短线很看好华域汽车的，但是最后还是选了中国核,-99
850945,全世界目瞪口呆！最穷国开巨额罚单,-99
3701657,中国中铁与山东济南新旧动能转换先行区管理委员,-99
4399908,要到16小心,-99
5006021,可以买了，买入买如,-99
1385920,昨天信誓旦旦说今天必跌的人呢？脸肿了吧？d,-99
4849127,臭鸡，涨一点却跌八点多,-99
1940106,大盘综述：资源板块再度回调 房地产股投资机会,-99
3366044,打得散户一,-99
1867410,，依然处于低位调仓阶段,-99
2901072,我还以为要涨停了，没想到硬一下就射了,-99
54009,我9.41挂买单，掉到9.40让我买点，庄弄跌停我多,-99
5027615,呵呵，，，,-99
4993010,商汤科技刚,-99
426476,跌破两年新低，这公司是不是有什么问题,-99
4958053,心中一万个操NM，万马奔腾似的开来[心碎],-99
3766490,还有20%,-99
3493709,20.29底我之前就说会破，没想这么快就新低了。,-99
3309288,一分钱建设[不屑][不屑][不屑][不屑],-99
1708343,今天毫不犹豫的,-99
4450979,坐等50再次买入！,-99
4698499,散户没法玩了。这市场,-99
2101971,更名成券商名字才能利用上市平台搞大发展555555,-99
4473147,增值额可达2142.88万元,-99
2151389,大众公用(600635)融资融券信息(10-13),-99
982197,朗玛信息7月13日晚间公布2017年半年度业绩预告,-99
4819237,这么高的换手！你还跌停！好意思不,-99
304098,都不要拉高，慢慢磨，得让主力在底部吃饱喝足后,-99
3239507,国投，让人,-99
2295719,散户最怕看空，一看空他们就慌，开始骂看空者，,-99
1145202,改名吧，改成东方不涨,-99
3379963,玉枕纱厨,-99
3544428,2800哥 重出江湖………,-99
4926983,可以逐步建仓！,-99
1732010,茅台必需腰斩。[滴汗][滴汗][滴汗],-99
2126240,今天故意放利空打压高送转和次新，让大资金为雄,-99
2353287,600688强支撑价6.36,-99
2308502,一直受20日均线压制，突破就补仓，否则就装死卧,-99
3285564,这几年买了宜华木业，算是倒了八辈子血霉了，就,-99
3618065,601231：明晚公布业绩了 这趋势要出大问题！,-99
872119,明显假托单真出货,-99
4068475,明天看反弹,-99
1208681,股灾要来了……你们还不跑啊？,-99
1399845,老子发的贴呢？[好困惑],-99
3047223,上周两市开户数仅34.34万持续处于低位,-99
3398,推荐京东方a的这个小机构的拿狗粮的老头，叫得,-99
2828682,66666+,-99
4852963,果然反弹,-99
4195784,疯了疯了疯了！什么破玩意！,-99
3421116,上亿人口的大省难得发个新股！都要破发[胜利][,-99
3944812,今天下探到3.5几，主力筹码收的还不够，好汤慢,-99
2964935,垃圾你咋不去死呢昨天涨你不卖，今天跌了你在这,-99
3674064,百隆东方威武，百隆东方霸气，涨了1分，真性情[,-99
1291845,眼看好日子来了，人却走了。庄托就是让你在好日,-99
5135341,明天大家准备资金抄底,-99
2812232,6.95铁底,-99
4241493,剑桥科技应该跟随中农立华，农药股胜过科技股！,-99
2624318,垃圾公司。,-99
4562978,这么多唱多，明天必跌,-99
3702695,大部分股票几乎无人问津，失真的指数何用？谈牛,-99
2487336,卖了！   376手一共亏了473.53元，庄家牛逼！过,-99
1340799,鹰的翅膀断了，各位要小心了。c。,-99
5407963,升降机真刺激,-99
3993821,这股怎么了，真恶心。[不赞],-99
2875854,有谁知道要停牌多久啊 妈蛋的  今天8.76介入的 ,-99
1337786,周一早盘冲高您懂的！。,-99
2731421,山东国企改革顶层设计完成 资本市场将如何反应,-99
4718384,到最后都在一边拉一边砸，狗屎玩意儿,-99
4331757,垃圾股，业绩好有屁用,-99
4213188,中国式高送转世界罕见所致,-99
1335284,区等热盘，常熟人成交占比超,-99
1542847,下档的5日均线构成支撑；上档3140点附近的压力,-99
1848425,牛散10大股东之内，铁路怎么又进来了？。,-99
5174510,垃圾,-99
4053250,涨几分跌几毛，恶庄好狠,-99
3491958,看k线形态非常漂亮，不知道怎么走,-99
3432469,冲吧底部已成[抄底],-99
4014199,真是垃圾,-99
1679961,市场观望情绪进一步增强,-99
4723978,这股能上18不？,-99
2635715,大家去翻翻渔夫发的帖，满屏的嘴炮,-99
3935906,手把手教你如何复盘,-99
5292178,下午会滑铁卢吗,-99
2694169,到尾盘一地鸡毛。。,-99
824831,这也是股票，只有跌的功能。,-99
47919,利好频出为何市场却不领情？反弹最大压力在这里,-99
4316823,1：30和2：00将开启涨停模式,-99
4586988,业绩同比暴增3467,-99
108407,一个年轻散户血淋淋的例子,-99
3117314,600884  你可到退市了,-99
