,content,mark
277687,重组失败可以免跌，成功的话最少三个跌停板，原,-99
2330678,本来还以为会跌呢，可是照这走势来看会涨的,-99
1251650,陈折生：折生论市8.21热点板块盘点市场方向,-99
736018,不用着急出货，这是基金公司惯用的手法，在这位,-99
3582119,107股目标涨幅超两成 117亿主力资金抢筹,-99
1612246,今天谈谈个人看，天娇现在还不是信威的，主要是,-99
3127518,地雷？,-99
5455802,买到就是,-99
1882425,今天大家一起日 日红大盘 操操操操操操操,-99
3323891,无耻无下限,-99
404097,mbd就你不涨，庄去吃粑粑吧，,-99
5102008,消费接力赛下半程——大众消费品的复苏,-99
2952186,赶快下跌，继续套人行情，半年都不涨，看谁更有,-99
2295285,吧里多空交战，背后隐秘的大神，你们笑了吗？,-99
3546180,北京银行践行社会责任 致力实现企业和社会协调,-99
952507,今晚季报肯定大放光彩期待不？,-99
2982713,唱得一手好空啊，不服不行。阵地交给你了，继续,-99
4342531,下周一有戏看了,-99
118596,楚天尖峰集团拥有天士力集团20.76%股权价值40多,-99
4160399,。图形差而,-99
5139132,高层消防必须重视!阻燃家具!,-99
2669917,五大行个人房贷占比达七成 建行新增8118亿夺冠,-99
1392202,科大讯飞，中兴通讯，京东方A，沧州大化，四川,-99
2071130,5日均线极少量补仓，重仓守10日20日均线。,-99
567200,截止本公告披露日，本次重大资产重组工作正在进,-99
5491795,垃圾，益达换你妈卖逼的，吃相这么难看，涨跌这,-99
991187,财通证券过会，钱江水利继续装B吧,-99
3410514,妈的，今天抄底炒发财了,-99
3717430,市场的走势再度陷入没有热点,-99
1606668,福能股份(600483)融资融券信息(09-01),-99
2608099,立贴为证。此次重组必败！。,-99
1217961,山高和粪坑里的石头没啥区别,-99
2940315,上海九百12月5日盘中跌幅达5%,-99
1587174,骗的一手好筹码,-99
891874,多少人卖了本来涨了几倍的股票，而买了广汇,-99
4089166,还好帖吧里有唱空的丶要不真的要割了，唱空就拿,-99
524093,该股起码还要3个月到半年才会有动静，吃瓜该干,-99
913065,秉持一个观点，涨多就卖，跌多就买，把,-99
5372376,今天换手率怎么这么高！！！,-99
2714332,终于终于资金流出了...。,-99
4914239,诱多，哈哈,-99
4290057,今天唯一开的一个新仓106,-99
4189590,估计下周要下探20附近，危险,-99
3768399,"此时卖掉损失小,斤斤计较必深套,买入前要小心求",-99
68717,9.12走了 别贪,-99
690204,明天创新高,-99
3063718,强烈抗议要求公司给中小股资者一个说法员工持股,-99
2267156,周边股市跌,-99
992198,草泥马像吃了苍蝇！眼瞎买了你个杂碎！,-99
4757143,九州难道真有问题？今天中药都涨停，它都没人要,-99
1215599,假如证金买入东方集团，必上15元。,-99
2847635,出货压力挺大的,-99
4376692,好了，二次探底成功，拉不拉看主力心情。至于解,-99
2297041,要回调了 快卖了吧m,-99
1959597,融资额进前十，股票缺连连下跌，你们自己去想吧,-99
917740,全面实施营改增试点已取得改制、减税和促进经济,-99
4670919,不谈周一涨跌 说说早盘封单瞬间撤光 是诱多还是,-99
2731401,000655金岭矿业//鲁银投资  同一大股东下的山东,-99
1091535,由于户籍和房价等因素,-99
4552527,红蜻蜓603116,-99
5428430,跌速没减，下跌趋势，底部走出来没，能涨吗？只,-99
2643790,下周或见底迎来反弹契机,-99
3563314,下面，诱惑散户买，撤退,-99
1247999,发了那么多垃圾到底哪条是有用的？,-99
4932699,东方电缆吧主任意删帖是何故？,-99
3506433,开启翻倍模式，立帖为证,-99
5522932,去死吧。,-99
3243310,京津冀一体化+特斯拉，绩优白马股，快速拉升将,-99
2587984,大连控股600747，从4月13日复牌，结束接近半年,-99
5179145,修复日线金叉成功,-99
2872696,津劝业11月27日快速反弹,-99
4722273,死，跑喽[鼓掌][鼓掌][鼓掌][鼓掌],-99
3779940,99999999999999哈哈庄家发怒了，说要砸死炎黄两,-99
1733916,周一连续拉动涨停就好，这样下周再创5个涨停板,-99
4697808,妈的割肉完了又反弹了,-99
1556470,6.55收盘,-99
215282,垃圾，垃吸，垃圾桶，此阳痿股，庄家必遭雷击，,-99
4683974,好GOU,-99
1556822, 心态第一，策略第二，技术只有屈居第三了,-99
2618824,真垃圾，今天没戏,-99
2279261,《尖峰集团》,-99
2208828,600838 支撑12.4元，不抄底,-99
156945,分析的再好顶不上股价继续跌。,-99
2473378,炒股票。要不你就买。要不你就卖。要不你就盘中,-99
5417032,明天记得关注,-99
1399853,看月线要跌到3元6角！,-99
3923752,601882买，的是狗死两年后，华锐风电和海润光伏,-99
705786,今天评最稳走势的股，我肯定投你一票,-99
2483689,炒股赢家谋略——规避这两类风险,-99
568438,感觉不妙，买到坑了,-99
2582792,江苏索普：上半年净利同比增长345%,-99
2038633,汇通能源8月29日盘中涨幅达5%,-99
3812808,几个大股东商量这吃个饭十几亿的事情就成了！,-99
1084627,不可思议又回到8月份的股价了,-99
3371992,601002:晋亿实业关于向银行融资提供资产抵押的,-99
3680784,鸟股灾了,-99
468333,很小一部分聪明的韭菜,-99
3098909,今世缘(603369)融资融券信息(08-18)。,-99
5384367,老杀那样四十多的本拿一年都被磨掉了，新庄这一,-99
2269010,一手一手的买，这市场死得差不多了。,-99
733346,二市中成长性最好的板块就是TMT，目前A股中TMT,-99
3518612,不能灰心而是要奋然前进。,-99
5347590,搭上阿里屎都是香的,-99
4271485,最终看到某制药企业在招人,-99
990817,猪力低位能忍多久，呵呵,-99
4461128,流通股8000万十大股东占了一半，这样的票有人说,-99
1060882,护盘的白马股今天继续强势,-99
5193215,新日集团入股爱驴代步！共享电动车第一股！,-99
4840271,股票能赚钱的，永久是少数，至少看涨停的居多数,-99
2932619,明日强势拉升，注意止盈，观望的切勿追高,-99
2478105,拿出点实力来，跌停，听话啊,-99
3636198,请问二重 三板的代码是多少？确权需要提供什么,-99
3433880,安心拿着吧，下周涨到十元钱停牌,-99
804769,螺纹钢期货昨天又开始大幅下跌了！凌钢股份周一,-99
3937470,大家都去搞核电吧[赚大了][赚大了][赚大了][赚,-99
2618927,妈逼，赶紧跑，又要暴跌！,-99
630192,公司要倒闭了吗？这样乱跌？,-99
1159642,呵呵，天与地的差别！恐怖！,-99
5343634,27.46,-99
1796850,先死而后生 王者归来,-99
4140154,走人！玩完了！,-99
4392794,还是连泰牛逼,-99
3180605,妖妖妖正确的做法是使劲喝水！,-99
3557735,还有这么多看张的？,-99
4494286,"继续赎回白酒类开放式基金,换入中小板ETF基金",-99
4445435,603203:快克股份2017年限制性股票激励计划首次,-99
3597538,今天涨3到5个点。,-99
3323415,今天在美国的朋友说，美国的电视新闻里，已经播,-99
160896,压不住了,-99
2489789,卡位租赁市场：房地产“最后的红利”,-99
3713833,今天能涨应当感谢穆迪,-99
5176175,利好不断。业绩利好。担心什么,-99
3245558,小打小闹此类庄，有啥意思呀，做强才是本事。,-99
2673543,果然是一孙子,-99
2738487,米饭鸡蛋饼--- 一碗剩米饭的华丽转身,-99
1884086,格力电器之所以让投资者短线套牢。,-99
4240102,跌到19块，我补2000,-99
2339608,涨不过大盘70多点，这B带领要下地狱样,-99
4107762,没仓位的暂,-99
2767971,业绩极差，股价可不低,-99
1584273,最完美的结局  业绩超过60% 十月再中两单 熊安,-99
5275920,市场表现方面，在上述月内实现融资净买入的541,-99
2888271,6元不贵！,-99
4352920,603139:康惠制药关于收购陕西方元医药生物有限,-99
2948431,园区开发板块需要一个称撑得起局面的人，来吧，,-99
4574985,跳水吧，还剩二十分钟！,-99
3390685,节后A股将打开一个新的上涨窗口,-99
3680714,天线宝宝，第二天都没好事,-99
4609957,主力醒醒，该飙了[牛],-99
133258,也许热恋还在相知之前,-99
1029620,全民炒股或告终结 最严投资者保护办法7月1日起,-99
4315792,阶段性的调整仍在进行时,-99
1459128,1936年31高44（1937年）,-99
5473938,每天都在玩冲高回落的畜生庄！,-99
346516,最无赖,-99
1502944,国通 有军工概念吗?,-99
4772946,哈哈，还是弱鸡……,-99
5476879,股灾到现在快10年了，还趴着。人生多少个十年，,-99
5287128,呵呵，明天603843必须数钱啊,-99
915766,国 局地降温幅度可达10℃,-99
999272,突个屁！好的昨天11.3元卖了！这表面绩优股股价,-99
1351188,我要去楼顶吹吹风了[心碎],-99
1327670,我一直都很看好你，明天涨停，还是后天涨停呀。,-99
1406906,加仓成本降了旳浮亏百,-99
971069,企业的发展,-99
1818321,好哈哈2点全部买入锡业。云褚，驰宏有色煤炭独,-99
3852482,妈的尹明善，看看人家安凯一个鸟不拉屎的公司，,-99
662176,中天金融持有的中融人寿股份即将转让给华资实业,-99
205587,最高人民法院28日公布的一则司法解释明确：公司,-99
43064,哎！！！！,-99
496632,ST智慧因虚假陈述陪了散户几千万，新亿呢,-99
2942927,九百啊你把散户骗怕了，没人敢投资啦下跌放量上,-99
5469681,时间又过了3个半月,-99
5205980,康普顿\t7月上半月获券商上调2017年盈利预测,-99
4296009,次新有毒，还是别碰,-99
1261903,美国总统特朗普政府计划在明年1月初推出基建计,-99
4654625,你奶奶买入唱多就是为了拉，你们卖,-99
2793572,它有雄安概念吗，每天死气沉沉,-99
1915535,我拼命拉惠泉啤酒你们拼命逃[哭]看看天龙股份我,-99
3895117,“成交缩量整固,-99
3628681,量能决定今天的走势,-99
1447488,很多股吧说散户太多，没散户股票好做吗，我看更,-99
2694081,10.61自己卖自己吃，这难道就不是恶意控制股票 ,-99
2684119,如果转入地和转出地都没有接入平台,-99
3493747,TMD人家涨你不涨，人家跌你比谁都跌的快。,-99
2129813,哪来的这么多的卖盘，一直有主力砸,-99
4572333,反弹及不可理解，午后拉升。,-99
3477498,876tr军民融合龙头股002413雷科防务布局雷达产,-99
3979775,今天会长么[鼓掌],-99
3711577,走了，你们继续玩儿，钱腾出来幸好买了西仪股份,-99
977553,botch,-99
1577639,计算机行业：“人机协同”渐成主旋律,-99
4352564,加上首日的，已有十二个板了。,-99
3573206,先补缺？,-99
886256,到今天这个地步大家最应该清算德是李非列,-99
409168,今天卫星成功发射还不涨？,-99
1463002,ST青松非常满足证监会17年至18年兼并重组条件（,-99
3890787,中石油，还是忍不住买你，套吧，混蛋。,-99
1621707,力度不够大啊,-99
1384577,大局已定，逢反必减。,-99
