,content,mark
4366003,新思/FPC/高通/汇顶屏下指纹大战正酣 终端厂商,-99
2675032,你玛，只涨上证50，中小创往死里跌。无什么好玩,-99
1595953,同样是终止重组，为什么铁汉生态今天复牌大涨，,-99
380543,增持公告：本小仙女2017年10月11上午9点40通过,-99
3885522,瞎了眼了买个辣鸡。,-99
5594,今天需要一根大阴线！,-99
3325563,哈哈,-99
910588,重磅消息，大商所下调煤炭期货交易手续费，煤炭,-99
4419669,你妈的亚邦，这么好的业绩都不涨；还不如亏损股,-99
3153114,看不懂。,-99
1462397,放量下跌中，观望为宜！,-99
5045332,公司经营正常，盈利也还可以，股价却这么低，一,-99
3806448,电建你这样跌跌不休，扰乱了大局，不怕约谈吗,-99
2660726,看看赤峰黄金，还是人家牛,-99
4328036,明天开板,-99
2448230,狗庄跑了，再不跑套死,-99
5099505,今天会涨了,-99
2655421,死机又要开始诱多了大家别上当啊！！！！！！,-99
3777584,抓紧满仓:油气混改和地方国资改革的双重受益股,-99
2529884,前锋将股改从一个十年拖进下一个十年。,-99
4850241,八连阴,-99
2010312,举一“付钱后血本无归”实例，足以证明是骗子—,-99
1924121,彩莲那逼是掩护老狗庄撤退了！出门得看车，,-99
1510289,德联好几个月没像这几天硬气了,-99
4037216,空狗估计就是操盘的,-99
4582332,不破不立，不排除再下台阶的可能性。,-99
4389806,我已经驻扎在了该股、建立底仓！,-99
3475600, k线系统o,-99
4601483,两个月时间跌掉100块，70个点，厉害,-99
4506805,今天要是涨停我就去裸奔，[胜利][胜利][胜利],-99
1561397,短期内的大盘往往会走出一些意想不到的,-99
790333,今天有可能反弹,-99
4480088,缩量，多空对峙，谁取胜？[大笑][大笑],-99
3875794,看这怂样今天又要收绿盘了,-99
4943353,卖卖卖 兄弟姐妹们 卖光光 大盘涨它跌 弱势呀 ,-99
4980718,千万别追高，千万别上当，,-99
2144823,急跌就是机会,-99
4576698,垃圾 走了,-99
1041126,买盘终于出现了,-99
35957,换603518,-99
5259183,百合花产能过剩行业傍大款 海通证券定价11.40-1,-99
4248203,不能让这个大毒瘤继续毒害中国股市、毒害广大投,-99
4810633,我觉得这件事情远远没有结束,-99
4764589,"#茅台本月若收盘899元,老子才承认它是股王",-99
1513797,债券市场，这是国家的需要，,-99
3968693,这烂票大股东拿着70%+的流通股也是醉了,-99
3884295,光大的利润比招商的还多，股价为么这样？,-99
4094405,有股票的基本都是钉字户。就不要发帖了。毕竟你,-99
3611779,赶快跑！看,-99
3219233,创业板指绝地反击大涨3.62%重回1700点,-99
1461908,从股价表现看，三季报不太理想。。,-99
3562367,不玩了忌了,-99
3969866,吉林出了大牛股，中通国脉603559，吉视传媒倒数,-99
150428,涨停，就是垃圾主力股,-99
1779907,携手360，联合新东方 皇氏集团吧002329:万达私,-99
2538691,刚才庄一撤单一个散户挂单都没有，哈哈哈哈哈,-99
5098901,静静滴看这个见人庄比,-99
70538,开玩笑,-99
318259,业绩预告修,-99
5255774,虽然下跌，但是主力资金小幅尽流入[鼓掌],-99
2236412,地产行情看好，信达持续发力,-99
1383204,用小资金困死大资金 哈哈,-99
457881,我再次说，我那三大软件对的检测全都是空空空，,-99
125253,招商银行至少比别的银行高估20%，也就是说除非,-99
1901157,你mmMMP,-99
3839660,未来几周，中小板创业板可就惨咯，会沦为无人问,-99
3091793,全在跑。,-99
4018969,中国重工不到50不要走,-99
1686041,钢铁板块的春天即将到来,-99
3163635,不管狗托怎么喝多，老子还是跑100股先把本钱捞,-99
3527799,换手率那么低，空头没票卖了，明天涨起来,-99
3479065,低估了，，6月收费增长约15%!,-99
5476487,这些畜生们最后几分钟还在使劲打压股价，难道你,-99
4213135,科技要战斗力,-99
3826935,傻逼,-99
1219867,要还钱的，今天卖股也还不了了～今天必定收中阳,-99
4962836,今天的大阳线虽然不能确定是底部，,-99
952123,洞悉股价变化的奥妙。,-99
356738,"没用的东西,还没搞就软了",-99
4431614,坚决抛售沪市所有烂 由于,-99
4194296,同甘不叫爱，共苦才叫爱，假如不能与你共苦的女,-99
2757874,还好11.40卖了！少赚比亏好！雄安概念其它涨，,-99
5417241,道明光学:,-99
2086121,600617:国新能源关于全资子公司山西天然气有限,-99
4392655,垃圾到不行,-99
827078,尤其是大券商市净率处在历史底部，向上空间大,-99
3448200,够狠,-99
3039280,内蒙华电：终止定增 拟发行19亿元可转债,-99
1662404,大量吸筹洗,-99
1738290,"整体来开,公司前期的研发投入进入收获期",-99
5054329,中海油炼化公司专家来山东海化进行企业转型升级,-99
3582242,国泰君安(601211)融资融券信息(10-13),-99
1860536,老夫退出江湖。,-99
4310269,每天一贴 业绩这么差  今天要跌多少,-99
2473402,"大连热电 ,今天压力位 7.29 ,支撑位 7.12 ",-99
