,content,mark
2775638,晚上又可以IPO了！[大笑][大笑][大笑],-99
1885769,怎么投诉？我想问，业绩好估价跌嘛意思,-99
1864560,终于入手了，等待了好几天啊，哈哈,-99
3951197,庄家太狠了   拼命洗,-99
2229839,绿地张玉良口号喊的震天响因为低价增发搞了一大,-99
4211088,没用了星期一能给跑出来的机会吗,-99
2163244,太垃圾,-99
4623753,君禾股份的屁都不如,-99
2006198,光明双十一3000万，蒙牛1.6亿，伊利2亿！！,-99
1299240,~~ 西部军工 股权转让 国企混改,-99
2024292,我们先不忙争论,-99
5175706,搞自行车的永安行，周一给游资干涨停了，晚上公,-99
5194699,奶奶的。,-99
4844611,603556:海兴电力第二届监事会第十一次会议决议,-99
5191370,t低价小盘央企：中国化工全球唯一工业胎资产控,-99
2527865,大宗交易a,-99
3033225,前面拉升都是为股东减持套现做准备的。,-99
1519463,博通1300亿美金收购高通，特大利好啊！赶紧买！,-99
1441430,连续长上影，该考虑出了,-99
3541269,艹，发个公告什么意思？好像是牛头不对马嘴,-99
127558,这是他妈的，没有见过这么悲催的，割肉吗？,-99
833015,昔我往矣，杨柳依依，今我来思，雨雪霏霏。,-99
4557773,md泄个不停,-99
2420289,5元以下，等你,-99
181273,日古日古，墨迹起来没玩没了。,-99
4308297,红蜻蜓这个价格已经低于股灾了时的2600点了，没,-99
4836176,603538控制权之争一触即发，流通股东单独计票买,-99
5517844,怎么买了这个垃圾，操TMGB,-99
2293354,确定了，下个礼拜 公告 临时股东大会,-99
5294448,恭喜买入本票周一涨停板相见,-99
4038281,底牌在4季度,-99
264201,阿里旗下芝麻信用携手杭州 首创共享信用服务(受,-99
4816169,下午又要看国加队表演了，柳四一，两天讲话6.6.,-99
3983239,世界第一好出版！,-99
2826830,沪市上市公司公告(10月26日),-99
728038,不可否认，我跟着老师在咱们家赚到了，挺你!。,-99
3762118,机构大单偷偷再买,-99
3846357,超级黑马!,-99
1551745,奶奶的,-99
4638607,以前就说过次新股是轮回，[俏皮]你们难道没有经,-99
3759881,存在就是笑傲一切低俗的资本s,-99
3821993,垃圾公司，都没人出来解释下？,-99
4995785,要么就跌下来，别这样磨磨蹭蹭,-99
4424854,对符合国家利益的股市要支持啊,-99
867976,狗庄,-99
2136230,3年翻10倍了[赞]。。,-99
2474161,我也把钥匙,-99
573133,盘的走势。x,-99
3587131,珍惜生命，远离股市！,-99
