,content,mark
3769720,畜生的本质改不了w,-99
3560314,现在建仓都是为明年赚钱做准备的。,-99
4668031,次新都往跌停去的这一跌就不是一天两天能止的,-99
2766238,狗日的股东，广州港派息的钱不持广州发展股票c,-99
1051276,请问沃尔核材目前员工人数，谢谢！。,-99
656363,逼庄你要搞清楚自己人生的剧本——不是你父母的,-99
4226252,小散兄快清仓，明日必跌，准，准,-99
2806037,六块见\t。,-99
885892,主业做不好，尽搞你妈歪门斜道的猪，远离垃圾公,-99
65190,又开始发套套了,-99
1642581,狗庄敢在这个位置高抛低吸！加仓做差价！。,-99
1262859,成天有人推荐此股，就是天天跌给你看看[大笑][,-99
4356775,神股啊，开了板就没漲过,-99
253670,明天起飞，没买的抓紧买！！！！本人这次是送钱,-99
3846316,小散进，主力就出，明显拉高套人了！,-99
3588532,这个地方很穷，穷地方的人事情多，而白银是个大,-99
4895033,周一（12月18日）最新公告利好，有望涨停个股,-99
2178437,申能股份(600642)融资融券信息(11-08),-99
3252110,今天你如有本事，就跌下来,-99
2442695,跌不动了，买一千股底仓,-99
1205799,还有那么多不怕死的在买进[为什么]就不能等几天,-99
1247336,难道你要天天阴跌下去,-99
2921460,在1947年至1953年间 ,-99
621792,中金所修订并发布金融期,-99
3770622,mgb一日游。。。走了,-99
5182483,這個價位，有很多籌碼盈利嗎？,-99
4438677,戒贪必胜 大盘每日收盘后跟踪分析总结 2017-04-,-99
3372,倒一，好历害！,-99
1484051,不跌停你就是孙子！,-99
4427220,日播时尚12月8日盘中涨幅达5%,-99
1807289,5.11会被几单吃掉，新赛的春天就要来了,-99
4141124,恭喜今天买入的朋友，明天拉升6个点以上,-99
3027902,有股的可以做T，没有的就不要冒险了！,-99
3166846,不错，全仓科大讯飞和昆仑万维全部涨停！,-99
1758191,权重股回调沪指跌0.33% 创指暴涨2.56%,-99
3515742,不慌，套了我8分钱，与庄共舞！信心爆棚！,-99
311966,保监会主席项俊波撂狠话,-99
4098879,这股醉了，,-99
3302580,宁波热电下降趋势已成，买要亏钱！,-99
2401677,原来杀毒软件也可以做的这么好！,-99
5102298,去年从42跌到24，今年庄家准备怎么个割法？,-99
624083,#不会成次新股的迪生力必狂飙9801998亿欧元，,-99
1945682,要求不高.只破新高!,-99
5150475,想想又算了她读书很多,-99
697173,操你吗的，涨的时候没有精神了,-99
1715928,这二天因公司年报不清大跌、海航基础高菅因负担,-99
1478677,通过平台办理住房公积金异地转移接续业务,-99
2889338,今天买的明天肯定套的死死的l,-99
1863226,长线持有,-99
4114882,熬出头了吗？,-99
4443020,小鬼打架真听它们买卖的不是蠢货是什么，不要猜,-99
3816818,1944.6.15145.91946.9.3   178.7 32.8   -9.9,-99
2215975,今天老夫全仓杀入！,-99
2946844,先来个150亿市值。,-99
5168182,有人气了？,-99
4600140,喜欢炒股和看乒乓球，可是，你懂的，异曲同工,-99
5401222,你可以不买，但千万别卖,-99
3783634,下午是涨是跌决定明天的走势，很关键。,-99
4729121,全球都跌你涨？香港跌死。36入,-99
2443299,好暴力！,-99
4805400,每天一个消息27：这2天总想通过店面给自己信心,-99
4256248,快买,-99
4013189,成功就是简单的事情不断地重复做。,-99
4321181,还是好 有一包烟钱  不玩你了  艹,-99
2102856,我是9月28号那天扛不住清仓了的,-99
4882293,早上补仓补早了[哭],-99
1668799,跌出遍地黄金，关注业,-99
447918,中报亏是肯定的。,-99
3012968,五日线来了，明天大跌，跌幅四个点左右,-99
2556838,垃圾有死啦,-99
3531880,玲珑开牌后会大涨吗？三角能沾光也小涨一点！,-99
3293448,究竟何去何,-99
4808281,今天没量了，都不动了，一起等吧！,-99
1384366,一汽股份下属两家上市公司涉嫌同业竞争，结果只,-99
4367336,天，武汉佬接了汇顶4.2个亿弹药，明天必涨停,-99
1927533,每天固定一分。不多不少，大家耐心等待底部。[,-99
981094,你查了什么。600231主力高度集中，近期与长期入,-99
3470903,山西焦化和中国神华都涨停了，你这个弱鸡怎么还,-99
1262444,一线蓝筹出逃的资金将选择二线蓝筹和新蓝筹,-99
4668729,哈哈，要爆发猪蹄疫和禽流感了吗[不屑][不屑],-99
387382,抄家伙,-99
74454,要求证监会查中原高速假账案[赞][赞][赞][赞][,-99
1943992,资金都在外逃还有人进场？勇气可嘉,-99
4051866,股缘梦炒股悟语（194）同一天，同一档价位,-99
4964105,砸的好,-99
3932954,成交量再放大一点就可以买了，现在观望。,-99
2757763,股市铁韭菜，唱空的出来啊,-99
879502,如果多头进攻无力,-99
1105174,洪都航空(600316)融资融券信息(11-28),-99
435044,辣鸡，进去就套,-99
4346554,抄底抄底抄底！明天可能涨停！,-99
908187,在耍流氓！！[傲][傲][不赞][不赞],-99
5131400,重点建设新能源、新材料,-99
713001,有研新材旗下的有研亿金公司能够生产高品质的芯,-99
1692229,粤高速，粤水电要涨停了。粤宏远还在睡觉,-99
1766221,TCL集团:深圳市华星光电技术有限公司审计报告,-99
2135095,明天黑周四，大盘要大跌，龙头也避免不了，今天,-99
4085405,603011,-99
134043,下跌不可怕，美利坚一样有大跌的时候，世界第一,-99
1572257,中短期趋势依然空方占主动权,-99
2392220,周一强势上扬 今天的走势预示周一继续上扬。,-99
4782,3.66元卖掉了华联 买入11000股两面针。,-99
4588194,这股还才操纵股价，举报这股！,-99
2030780,点反弹，并走出了池底龙形态。,-99
2630166,国家坚决淘汰煤炭落后产能，利好煤炭行业，价格,-99
1508868,搞什么研发，好好的反省一下，增发事项几年了，,-99
913435,不出意外开盘快速跌停，,-99
3578585,做了第一个月的生意后,-99
2476948,高送转比例创新高暗,-99
2108913,外资入市和撤资都发表声明，我们的机构偷着干，,-99
3927604,江河：辱骂我的脑残们。老子坚定看好江河、坚持,-99
347597,国务院提出“地下管廊”概念，成为城市建设新的,-99
3765085,狗大户狗特大户f,-99
1885324,东银的债务问题不解决，死路一条,-99
5454832,还来一次大,-99
942906,外运发展(600270)融资融券信息(08-08),-99
3544238,绿地与北京银行达成战略合作 将获得200亿融资额,-99
3720905,收盘前肯定要往上抽一下,-99
91556,"定增价6.81,定增后净资产超过7.3",-99
1087994,顶不住了，快跑吧。,-99
