,content,mark
993873, 天业股份听说筹码在这个位置，我要不要开始进a,-99
3243919,周四大盘走出了小幅震荡攀升的行情。c,-99
1148480,泰禾集团(000732)融资融券信息(07-24)。,-99
685879,[想一下][想一下]重组停牌,-99
3040516,印染我土:收个吉祥数18.37元咋样?守土有责闰土,-99
2852498,马云最想获的资源——浙江铁路！！！,-99
2995964,福州京东方光电科技\t,-99
3719835,"打四不买,买股败家,山西首富买股,富翁进负翁出",-99
2724974,哈哈，庄家又拉高高吸了，套不死你,-99
104943,原来国航才是龙头，南航小弟弟,-99
4174140,团结起来   130元见,-99
4682619,今天大概率涨停！,-99
4056097,股东大会内容啥时候公告？明天？,-99
3118575,未知的未来，要想看清的来，,-99
550910,新规减持超过1是否要出公告,-99
1075316,没认气了吧，怂货,-99
2290916,今日整体盘面震荡调整，尤其以创业板为首，跌幅,-99
739883,山大华特(000915)融资融券信息(07-17)。,-99
3107262,下午拉高出货，周一有人哭晕厕所了。,-99
2591269,周一大跌，立帖为证！,-99
2597705,雄安概念股华夏幸福四涨停 王文学身家增190亿超,-99
211265,福清人啊,-99
239894,各位擦亮双眼不要听信靠舌尖反复摩擦它主子的大,-99
2122649,周五没戏，下周老板也不让涨!那就拿着做股东吧,-99
1478548,600714:金瑞矿业:北京永拓会计师事务所关于金瑞,-99
1572790,这个城市没有草长莺飞的传说，,-99
1687911,全方位开展赛马  进一步加强精细化管理,-99
4372934,61左右就抢吧，这么好的股票，还有什么利空，就,-99
3125297,阿里巴巴28.8亿美元收购高鑫零售36%股权……多,-99
373024,以为4.5破不了？呵呵，下午就下杀给你看！,-99
462964,乐正戊：黄金局势将被扭转？通胀报告或引风暴,-99
3597577,用军工股对冲雄安股，这样拆弹！。,-99
3835309,煤机龙头加快复苏，汽车零部件双主业促业绩高增,-99
1045602,跌了1年了，50%跌没了，低于股灾的低点了，难道,-99
915350,以卖比为诱饵忽悠散户买套,-99
2356930,10月31日涨停板追踪,-99
994926,这个道理连市值比我们几倍的美国股市管理层都知,-99
5403148,中粮生化 突破平台。主升浪来了。 龙头出现,-99
5179304,走的太诡异了,-99
3250206,此公告中性，纸涨价 k线图走势良好并有上攻之意,-99
5505519,光威复材要涨停了，抢筹！,-99
684341,向上诱多后再回杀，向下诱空后再上攻，专治不服,-99
1436940,新能源汽车市场掀扩张热潮中外车企厉兵秣马加速,-99
123904,王亚伟最新持股曝光,-99
3137717,保护投资者合法权益,-99
2259015,全网申购没,-99
4439975,完蛋,-99
1045452,高景气难逆转 维生素行情还在飞,-99
4170654,垃圾公司,-99
5499171,连续涨停，后续继续看好，加油吧，火箭，期待,-99
2728937,可燃冰迎布局良机,-99
3889078,600880参股成都银行两手准备新也打600880也买点,-99
3952617,对方正证券的分析，不喜勿喷,-99
706896,这厮已有效跌破60日均线，元芳，你怎么看？,-99
4181327,持股绝不投降，我要让主力向我投降，就是财富,-99
652018,諾安不死，華東不起[拜神],-99
2640811,老是压盘,-99
1413398,看样子还的绿啊,-99
2789258,巴铁不靠谱,-99
4835198,股东出点货为了改善生活！哇咔咔！！！！,-99
1209008,这鳖 谁恶心跟谁没跟的就自己弄自己一下恶心恶,-99
2227614,豫园给大家提供一个美好未来，还是耐心期待一下,-99
4218360,大市无忧，关注严重超跌，业绩增长:日上集团，,-99
2406736,一百多亿盘弹性这么大。。。,-99
682832,中国央行今日公开市场净投放200亿元,-99
3188394,今日8.40接盘，明天有解套的机会没？,-99
601179,一家绝对垄断的企业被玩成这样真是醉了[好困惑],-99
4072995,鲁能集团需,-99
2023598,生意非常红,-99
995225,方大炭素{利好情况},-99
4082311,朋友，你还在吗？,-99
567376,创业板日线级别出现底背离，,-99
199304,国家队被深度套牢后，部分操盘手对南高的操作权,-99
2863041,兴业投资：油价清淡中收涨 原油库存变化将指引,-99
4176776,炒股越来越难做了，希望下一波牛市的到来,-99
2650561,利润什么时候分配,-99
5077339,欧美股市继续大跌，今天将继续走低，股友们做好,-99
4088444,截至收盘,-99
641094,大盘股都是尼玛垃圾股。我是不会碰你的。你涨跌,-99
101202,改开以来的经济发展依靠的是超发货币，而一些阴,-99
3880953,赶紧上车，这一波最少能涨到16。,-99
3161106,估计压缩在6块5\t。,-99
1103341,想发几家就发几家。一点节操都没有。,-99
3771584,一毛傻冒，你觉得我会走吗，不到五块，绝对不走,-99
