,content,mark
2202226,聚焦“4.9%股东”,-99
5309845,你上来啊。你下来。你上来嘛。你下来。。不要这,-99
3636203,7月6日大盘会这么走,-99
3782901,大入杀进[牛],-99
3829504,仓库加油快3个月了，这周卯足劲，拉一把。,-99
4972532,权利是靠争取的,-99
530830,。铁总混改的内压,-99
3457880,中南传媒以连续几个月的逆势阴跌暴跌来迎接大的,-99
2387104,关于黄永述案个人认为会撤诉（场外合解）主要是,-99
2968266,烂泥扶不上墙,-99
4393113,有点怀疑下午会跳水[不赞][想一下],-99
2325227,两大股东都是清仓式减持，这种股票还有人在股吧,-99
2846049,上半年结束了亏损百分之二十c,-99
2529832,2015年股灾的反思，数万亿股民交易结算资金去了,-99
4918741,那位朋友明天再升的走势图画出来没有,-99
1465643,你就会走向成功的巅峰,-99
4706934,请前几天喊着涨停的同志们出来发个言,-99
3039767,用不了两年 身边没有煤矿的电厂都得关门 特高压,-99
4445492,好票让傻子做成这个熊样。,-99
4136570,今天阴跌几个点？大家猜,-99
3373809,岷江水电600131，温州庄即将进入......,-99
3671263,保险已然成了昨日黄花，风口早在中小创了，看看,-99
4892780,暂时还不明朗,-99
2532660,明天有好消息吗？,-99
4797926,[看多][看多],-99
1216250,贱庄，死庄。,-99
289885,是的，认识大家真好,-99
2254691,众多个股均被产业资本清仓式甩卖。,-99
3516667,为克服这个弱点i,-99
4535606,王八蛋乱喊乱叫。能上吗。,-99
2905907,一地鸡毛,-99
1400744,20171214活跃的ST板块 活跃的*ST海润,-99
203228,犬守夜，鸡司晨，苟不学，曷为人？,-99
1117422,一位短线高手揭秘短线不能买的股票，再忙都得学,-99
842849,等待神奇两点半。,-99
2904538,3.,-99
3763055,康德乐已成为上海医药在美国业务拓展的战略合作,-99
3086730,据我投资东电6年的经验，周一不会高开超过3个点,-99
1996922,你妈，别的股创新高，你创新低,-99
3669889,养老金又上了两只票,-99
1296931,1332这个千手机构不走，本机构可能放弃建仓德农,-99
818530,标准乘数13.5×去年的收入 377 560,-99
38587,垃圾一只,-99
1783018,嘿嘿 买单卖单完全不成比例,-99
5143155,鸣志电器的股价还会继续高歌上涨，跌停也不卖，,-99
1056035,九阳神功练成了吧。,-99
2366135,600691:阳煤化工2017年第三次临时股东大会决议,-99
2346598,下月A股将直线拉升，散,-99
3255760,"郴电国际 ,下个交易日,压力位 13.78 ,支撑位 13",-99
4459285,603223:恒通股份关于公司高级管理人员调整及聘,-99
214698,不错嘛，竟然比美股还有风范了。希望能走十年，,-99
5408482,砸！高点,-99
5189171,603799,-99
4002818,ST都不止这个价，严重超跌，必须翻倍,-99
5241907,603816:顾家家居关于使用自有闲置资金购买理财,-99
513969,"。。那批水泥壳已用完,汽车业消亡,它用民众储蓄",-99
2168184,特大利好\t,-99
2951326,大盘可能要跌到3200点上下。覆巢之下安有完卵，,-99
1550709,今天走势基本明朗了，跟雄安指数奔跌停。目前冀,-99
2593093,主力眼光短浅！755市值有超工行之潜力！可用100,-99
5016414,反弹已经开始，次新中小盘股率先,-99
5212772,坐等拉升不惧调整,-99
2443887,都觉的给这支股票弄的没脾气了,-99
4217971,趋势向下，不可逆转,-99
4226537,别看了，收盘2.29,-99
1140705,看样子要守在10元上方！,-99
362976,总和呢个秒总高,-99
3830169,赶紧逃命，这个股即将闪崩。,-99
5370829,周一涨停,-99
5179337,今天晚上应该有利好,-99
2571216,3.68,-99
3270305,我艹尼玛的，大盘跌，我亏钱，大盘红，我同样亏,-99
3936420,万达影业借壳乐视,-99
5011498,午盘关注勿追涨！逆势上涨！！,-99
439737,有利于蓝筹股的估值水平进一步抬升,-99
3779116,999999888买买买买中冶601618，涨停十个也不高,-99
2970682,同济科技，下午痛痛快快回到12以上，不然，我卖,-99
2816610,请问123，你的昆机重组倒计时，一切准备就绪！,-99
638472,很抱歉，您访问的帖子不存在,-99
1759786,不知道后面还会不会续探底部，但今天买入此股的,-99
2585460,s03029天鹅肉小盘低价超跌补涨潜力巨大的次新黑,-99
1620776,这个股明天能涨,-99
1923691,这么大的单才砸五分啊，呵呵,-99
1903660,股托 继续 给 小散 洗脑 哈哈哈哈,-99
5359927,趋势还在,-99
1180182,600337:美克家居独立董事事前认可意见,-99
2185943,夏利的命运：未来充满挑战性！。,-99
3452144,哎，等着吧，短线变成了长线，也是悲哀呀[好困,-99
2364400,放量大跌，经典的套人走势，没什么好说的，就套,-99
40980,今天发现一个好贴与大家分享,-99
2675847,傻逼股就是傻逼股，不要拿任何股跟它比，这货就,-99
3918069,看看本神的,-99
1726865,泰禾集团:深圳华侨城股份有限公司拟股权转让所,-99
3808045,再拉点再出,-99
3731799,让品尝的人眩晕间感受一份畅意和欢愁。,-99
2838937,主力洗盘辛苦了！,-99
1383685,控制仓位 预防平台后再杀跌 3.20-2.50元区间 哈,-99
4485962,大参林12月19日火箭发射,-99
