,content,mark
5374370,本人打新中了1次这次希望再能打中,-99
5145100,还好跑的快[空仓][空仓][空仓][空仓],-99
1677798,温馨提示：今日主力资金净流入近千万[赞]。,-99
4943332,怎还不跌停呢,-99
1424713,大股东股权占比那么低，你能指望他把公司做大做,-99
5383064,消费在经济中的重要性上升，或逐渐主导经济的波,-99
2724282,老乡，不准买！,-99
1970841,用友网络(600588)融资融券信息(10-24),-99
3723866,券商第一,-99
788185,从来不让人在非买点买股票 ,-99
1684461,这段忙碌又充实的的岁月，这段拼搏的时光， 将,-99
1670800,[图片],-99
3666262,不买不卖等待3300点破了好事情，不破观望,-99
5289427,14.15谁割肉吗？不割就死捂一个波段,-99
164296,相关应用在整个长,-99
5130386,今天这根大阴棒，没有十天半个月收复不了了，,-99
4205408,今天预计冲高6个点,-99
5401543,3分钟交易,-99
1425251,今天要涨停,-99
5248606,要不这样你去把可乐接了我再回去拉油？,-99
1450578,立信会计师事务所的调查早几把干过了,-99
574792,不抓紧赶顶就没机会咯,-99
1806125,61.8早上加,-99
2065669,马上涨停速进,-99
4537703,603920一样的货,-99
1846236,成交回报,-99
4745136,这个坎过不去,-99
3198344,刚进的劝大家赶紧撤,-99
2572350,华远地产生死线上挣扎   震仓小散全跑   留下庄,-99
4829115,这个股有特点，一天涨一天跌。,-99
2993095,抄底资金大量进场，雄安涨停个股达到5家，所以,-99
4058187,今天的掌趣科技只有开盘的45分钟表现还差强人意,-99
4680557,我27元卖的中签股，在18.27买回17万股，现在手,-99
4391195,股市治理有那么难吗？,-99
5280314,庄稼手里都是无成本股票，只想出，不想进，还是,-99
2156747,起飞了,-99
1125320,前面一个多月超跌了那么多，今天居然连大盘指数,-99
910069,只要企业专注主业，营业收入年年上涨，说明企业,-99
4348292,正在上演狼来了的故事。,-99
3227445,埋伏在这里了，刚刚割完马桶，受伤躲到这里了,-99
4741590,信捷电气2017-10-10早盘观盘感 三浪三是否已经,-99
4360696,我走你就涨啦！主力牛,-99
1753604,特快专递之98：重磅利好汇总 [附股]11月9号,-99
2741553,中储股份(600787)融资融券信息(09-06),-99
4285613,金逸影视都奔涨停去了，你个辣鸡,-99
625664,分时放量，出现尖角波卖卖卖,-99
5186142,明天雄安 冲高回落,-99
362360,这一回应当是真正的突破了！,-99
4364210,亚虹底部将在8月出现，抄到底拿稳一股赚20元洒,-99
1269865,所有流通盘股票分布在不同的价位中。,-99
4247964,来的反弹一共进行,-99
2977571,安心持股绝对没错,-99
4118774,这是出货的节奏，二级市场是低价，但是作为股东,-99
1402660,一元是此股的生死线，跌破一元，证监会必将严查,-99
879104,今天就这样了……又得横一天……,-99
4980557,下午涨停分每人10万,-99
5094245,海上生明月，天涯共此时。,-99
428797,002221,-99
461315,我替弟兄们说一句：东券我CNM！。,-99
2055869,如果没这了5日线图形支撑，可不是跌这一点了，,-99
2979793,耐心等待！看看指数调一波谁嘴硬！,-99
3110037,努力拼搏的人才能够弥补自己的不足,-99
1980471,东力,-99
620318,没有庄家的股票。,-99
154038,而基于上交所方面在2015年发布的,-99
5502602,这庄不怕别人来捡吗,-99
94706,你是猴子派,-99
