,content,mark
437258,吉瑞祥:对外投资的公告一(设立全资子公司),-99
594804,朱熹论金：惊、黄金保值竟是弥天大谎？关建看它,-99
3936751,码嘞个币什么时候沦到你个損子,-99
3068022,中石化92亿股解禁时套现，1.4远没到底,-99
4971652,别把希望完全寄托予别人只需从别的股票拿出几千,-99
3843365,这个公告是利好吗,-99
5519282,士兰微是芯片板块次级龙头近期需要修整 待总龙,-99
2172104,天天都是一个图形！,-99
5375019,特大好消息,-99
5084725,航天工程难道就这样一直跌了去？这是什么央企？,-99
433508,艹，又买高了，以为会涨停，10.16买上了，服了,-99
212333,终剧还是垃圾,-99
4957490,韩奸今天不跌，明天必补跌,-99
2098657,今天13抄底错不了,-99
888668,2点半了。,-99
4173820,年将会是一带一路业绩与,-99
645159,老姜真的要唱一出大戏了,-99
4592143,盘面点评：今日开盘后金融股悉数发力，次新股紧,-99
3977078,PPP项目库管理通知，资管业务指导意见。政府去,-99
2475064,热电狗庄，大盘涨，你不敢涨，大盘跌，你nnd比,-99
4160091,业绩又差，又没题材，有吸引不到游资，当然要继,-99
4058644,所以得出了“无关论”,-99
2683990,企业负担能力,-99
3947910,老师头呢?日记呢?,-99
445122,雷厉风行，但愿明天尘埃落定。,-99
1957946,晕，长电停盘该板块涨停,-99
3058585,该退市了垃圾梅雁！今年没有希望了！,-99
456352,http://jubao.csrc.gov.cn/ 远方，你可以去举报,-99
3278090,幕后黑手汪立成侵吞国有资产，诈骗股民血汗。,-99
1159932,妈的  稀土又涨了,-99
4068144,指望着那点增持想填平中小创不计成本的出货？天,-99
1344791,停牌吧，停个2月都可以。这么每天阴跌，坑人的,-99
2729432,危险喽！有下5元的可能···,-99
1495659,还是不错的，继续努力,-99
3866834,早间涨停播报：青龙管业今天该入手还是卖出如果,-99
3014546,一会给你们拉个板,-99
4890061,一分钱一分货,-99
2233222,黄奇帆：美国每年退市有三四百家 是用这样四种,-99
4803026,我爆发的牛股--好发发发发发发发发发,-99
3777111,草，卖的这么多？,-99
1088300,8.85进了10手,-99
772153,股价再次七连阴，太龙药业公司的管管层日日以便,-99
23636,对于这类公司的高送转,-99
4224457,该股庄家很老道在诱多  骗散户套散户   不上当,-99
4968676,今日不抛，明日挨刀,-99
2844251,跟着主力操作肯定可以赚钱,-99
37737,“从某种意义上讲，今年就是牛市行情，但是没有,-99
3846730,下午能板吗,-99
3536524,大资金都在买！垃圾散户都在卖出！这价格拿着收,-99
4763845,无量，很快就下来的，涨毛球啊！,-99
3145337,"大家还是要注意一下 金价下一个关口在1,299美元",-99
4800130,公司发布2017年第一季度报告。中铁招标招标滞后,-99
2244405,有色不管股,-99
2353902,2014年以来到现在涨幅超三倍以上的所谓白马，20,-99
4184754,磨叽，快点跌停,-99
1268521,我的生意越做越小:明年来过,-99
4178688,请大神别说话了,-99
4511630,没戏没戏还是没戏[胜利],-99
5526586,真的是用了一个极其标准的白痴！满世界都在涨！,-99
1991028,他又让合作伙伴坑了一次,-99
2841297,二是装饰业绩的需要,-99
403185,1分哥,-99
3059497,要买赶紧买了，有人喊空了，我是4.64的本顺便主,-99
1207500,看周k线可能要跌，哎，日k开盘可能稍微涨一点。,-99
3746971,这就是闪崩,-99
5392373,有票的抱紧了,-99
5445502,这个，狗庄，都算，补街，冚家产。,-99
5411575,起来没有，冷不冷,-99
1143298,这真是一条神奇的破路，我也是没脾气了,-99
109903,今天追的套一周。,-99
864680,无论买卖延长化建 已成过去 但对操控延长化建股,-99
4153152,603033:三维股份第三届董事会第四次会议决议公,-99
3926718,江河：东方园林和东方雨虹都属于利润严重空挂的,-99
4867151,现货黄金短线涨破1250美元/盎司,-99
4756156,神奇的九洲，半天了换手率还不到百分之零点一,-99
4623340,儿子们 继续吸筹 打压……,-99
