,content,mark
4666519,这货的走势一点都不干脆！[兴奋][兴奋][兴奋],-99
3358261,2017年10月30日   星期一 A股前瞻 上周两市震荡,-99
4044109,601999:出版传媒第二届董事会第十五次会议决议,-99
2105784,封，,-99
4582027,这股前几天割肉出局进了百川股票，目前盈利20个,-99
2251998,毫不犹豫的满仓买入一一一一一一一一一一一一一,-99
1026681,上市20几年都没赚到钱的公司 该退市了[不屑]。,-99
2278407,继续卖出,-99
266645,跌无可跌  压不出便宜筹码  傻庄会不会尾盘直接,-99
947506,",上面压的越多，庄就越想吃货",-99
3918797,每天早上恶意砸盘不怕哪天遭报应？,-99
4083659,这是个老庄，每次雄起时间短，躺一个月有佘。,-99
4061360,41块钱 追高的  套死了,-99
955458,IPO已成了造就成千上万个十亿,-99
5272113,尾盘秀尼玛3600多手肌肉，明天有肉吃吗？庄,-99
3723967,继续加仓10.80元，牢不可破！,-99
4271819,争做资本市场双向开放和“走出,-99
5021853,垃圾股票 清仓走人,-99
2875320,全卖掉,-99
2988513,08月30日(周二)大盘前瞻:磨人行情不用太过担心,-99
745837,10.39的本，等了好久好久。 终于红了,-99
4189334,广州酒家，此股主力已经坐以待毙…… 作为百年,-99
5028438,无什么利空跌仃，不理解，在20，6元又补博一搏,-99
3850349,雄安区及大湾区有几万亿建设工程利好宁波建工等,-99
967513,涨停漢是跌停,-99
3537050,绩优股中只剩下银行股没涨了，银行股中只是剩下,-99
3116581,小心壳资源股大暴发,-99
3823583,而在如此弱势下,-99
2013707,买氨纶是看了财经频道专家分析才入的，想不到一,-99
401237,没人发贴，自弹自唱。,-99
3230308,五穷六绝七翻身,-99
3588283,主线掘金券商股融通基金：机械、重卡,-99
4790709,1,-99
3892708,上半年净利大跌4成 江淮平均单车利润仅千元。,-99
3795480,基金专家大局介入。,-99
4556834,看样子年报要盈利了旳,-99
3119856,早盘诱多套杀比。。。,-99
1299065,我有句妈卖批不知道当讲不当讲,-99
2721796,告诉大家个好消息，夏利的车标要改了!改成董小,-99
3032859,减持你妈逼，让老子月亏八万，狗娘养的混蛋,-99
1804822,"600540是疆建五师唯一掌控的上市公司,五师以前",-99
2830571,上证吧我难,-99
2364711,这种看似价位低廉阴跌就会不断有小散抄底，这就,-99
5018149,出公货基本差不多了，27号到8月1号为止都是主力,-99
4734178,不是今天公布中报吗，咋还在跌啊，难道是业绩不,-99
2846088,12年资产增值8.32倍的,-99
5543362,这董秘发个公告都乱七八糟，可见公司制度之垃圾,-99
400679,一买入航空股果然立刻失去往昔的强劲势头 赞自,-99
4757157,社保基金都在里面了，大家还怕什么，社保基金也,-99
665350,创二年来新低，破位继续砸，下一个平台,-99
4509602,有一种慢慢沉入海底的感觉！由先头的焦虑煎熬变,-99
4619337,明日盘敬请关注，切勿盲追，下支泡沫后,-99
326931,关注冀东水泥以外的雄安建筑材料股！,-99
4645745,今天开会公司决定退市了。,-99
3949311,继续跌[不说了][不说了][不说了][不说了][不说,-99
1460039,17公司预计前三季度净利润最大增幅超过1000% 预,-99
879128,喝酒后要买药股600252来医! 喝酒对人的伤害是全,-99
3042396,流通盘没有库存,-99
3374836,还有个亿亿砸到那,-99
969921,600822下周一复牌跌停,-99
498110,段上涨行情,-99
4149214,"庄在自已对倒买卖,有谁会接这么高的股  庄卖不",-99
1038704,深度分析千方，不喜勿a,-99
3738599,火速建仓青松股份，大牛,-99
2551264,这样炒股才是聪明的投资者,-99
1433376,我干，又一分,-99
4033985,给贵阳银行的股东们点赞!,-99
1945101,好像有些太无耻，呵呵,-99
2073411,推进新兴领域军民融合发展,-99
315492,没有量，咋起来？,-99
3162357,老子连骂你的兴趣都没有了！,-99
2140323,~据传湖南广电转让电广传媒股权,-99
1655662,真真立贴为证，连续二十几天大涨，抓住了吗，还,-99
572873,5秒注册a,-99
563870,”小高说，遇到刨根问底的客户，,-99
1570712,行情下跌时有7种最可怕的错误行为。,-99
1829998,资本陆续进场，值得期待,-99
4292108,润达医疗::调整只是暂时的，切勿被打败，接下来,-99
1173822,__:  任凭风浪起  稳坐钓鱼船  你们就使劲折腾,-99
2725843,大家说明天怎么做？割肉吗,-99
1361662,三季度单季利润同比大增193% 拉开高增长序幕,-99
2441149,常林跟世纪欢瑞走势有一拼[大笑],-99
4208423,只接退市，无望电气，省的丟人！,-99
5516970,严重低估的高净值高成长智能教育股300282汇冠股,-99
3340937,前方压力好大[摊手][摊手][摊手][摊手][摊手][,-99
427902,#住房租赁条例或加速出台#,-99
3763194,在医药股里，业绩最好，股价最差，难道造假?很,-99
1748398,"能“盘旋""多久？下午准跳水！坐等14:50时[",-99
513110,A股历史上首现单只基金持股达4.9%，逼近举牌线,-99
3293467,多说无用，放心持有！下周继续涨！可验证,-99
4607059,低吸高抛，高吸低抛，吸吸抛抛，抛抛吸吸，边抛,-99
4715920,猛下山，闪崩塌陷,-99
3925948,了雨水却笑得花,-99
5445178,证监会核发9家IPO批文 筹资总额不超过44亿元 9,-99
1207076,研报一出，明天必跌！,-99
