,content,mark
4002299,业绩太差了，等退市,-99
5500526,艹，老子一加仓他都跌！,-99
1827051,晚上又可以发10家*ipo了[大笑]因为今天红盘了,-99
3640919,有价无量，看跌。,-99
3043526,做数据，造假象，呵呵呵……,-99
4558308,拉高出货  放巨量阴线  狗庄出货明显,-99
4929039,珀莱雅产品到底贵不贵？ 股价到一百，产品提价,-99
3926641,留一半在10.4左右买入,-99
4521082,明天大胆的看涨，尾盘的下跌打压是为了明天好拉,-99
163341,迷惑人的稳健走势，下周将以连续暴跌结束！,-99
4090746,我知道你还在[傲],-99
2685638,减持新政利好作用有限 沪指月K线遭遇“三连阴”,-99
4426669,再说一遍，跌到二十建仓。顺便问一问今天感觉怎,-99
842879,此股也具雄安概念！ 唐山凤形金属制品有限公司a,-99
1380962,不买不卖，不买不买，不卖不卖，不卖不买。,-99
5436291,中秋节来临之际！祝你们十大股东中秋快乐！今年,-99
1170352,短调完成，上攻开始，抄底买进,-99
889588,现在有资金在进了看到了吗？K线图在说话呢！哈,-99
5344052,．咯咯咯 每年业绩翻倍今年4倍 今年净资增55亿2,-99
99977,此地不错，呆一年半载，好玩 昨，夜观天象，周,-99
315743,VC/PE撤退 传统农业融资遇冷,-99
441637,抄庄家底的,-99
3636885,今天满仓了 这么好的股票 明年3月看今天买的真,-99
5329001,下星期可以关注一下了,-99
2568217,华域继续冲,-99
473422,恒久必跌呀，垃圾，你还不明白？,-99
4959315,还好上周五跑了，好大的坑,-99
3194247,拉高出货？,-99
4774394,庄雇几个水军啥意思？,-99
5016108,安图生物搞什么鬼，2016年净资产翻一翻，是不是,-99
60625,新湖中宝的参股公司，请补充（为了方便大家查看,-99
10096,雄起啊,-99
3201836,为了出货，天天护盘，加重成本，心急火燎。没有,-99
1101608,掌握事物的正确动向。,-99
1410013,还好开盘跑了,-99
4754984,最近我非常愿意研究股票，有一个康得新（本人起,-99
4593105,没时间了，今天就这样了，大单封跌停,-99
5295664,不得不服，这傻逼，妈的，两个月工资就没了,-99
584993,做对选股还不够，要尽可能多地获取利润,-99
3009448,600856:中天能源前次募集资金使用情况专项报告,-99
4272331,主力说,-99
3243707,这个股,-99
4403379,次新股吸血鬼又在拔高吸血了,-99
2059078,600611:大众交通对外投资公告,-99
3561890,二点半开始发神经病！,-99
648341,以前生存和事业的压力,-99
5463414,稀释每股收益 0.4466 元／股,-99
123711,O2O领域信雅达(600571)传统业务保持领先，金融,-99
1073836,酒钢宏兴的成交量增加了，价格未动，按说这么低,-99
2496757,跌过后又见底了，抄底大军19曰可进场了！,-99
1454405,能正在翻越不不不不年至今长达不不年债务上行周,-99
5392500,死,-99
1855944,玩高开假阴线～能洗掉多少人啊～本来这票就没多,-99
1683184,美卿你和庄家们说声张点吧，不涨清明节到了，散,-99
2682742,腾讯好好干，让英雄无敌打败阴阳师v,-99
1319937,砸盘的狗比散开！！！,-99
4270043,撞太阴了，小单买几单上去，然后就大单往下砸，,-99
4183364,目前没啥新热点，所以5G还得炒,-99
4978738,牛逼吃套了,-99
3048220,主力哪去了？！。,-99
4014070,股灾继续。新股常态话，我就看空。,-99
4550077,突发消息是上市拦路虎也是监管辅助手段,-99
2520335,无翻身之日,-99
4325066,昭衍药业难道要跌破60元吗？新药研发业绩预增，,-99
4595406,叫装砸盘的都是被深套的，真砸了都不出声了，庄,-99
625775,上午拉一下，下午滖了，服了,-99
4076941,明显公司和主力狼狈为奸打压股价，现在已经没有,-99
22565,亚宝药业还是被砸得鼻青脸肿,-99
652121,二年神华老股友，告戒大家，戒躁！41.5元神华向,-99
4458555,下星期强力拉升，你懂的,-99
3791289,7月27日3D打印板块涨幅达2%,-99
2011055,要喊涨,-99
3542453,如果西矿再一次停牌那才是真正冲刺开始[大笑]—,-99
1155764,下面的买盘小心这些猪一笔给喂饱,-99
4504263,每周四五下午就大跌，就没办法了？,-99
18235,白云机场(600004)融资融券信息(07-12),-99
4744049,"继续对倒,看看最后套谁",-99
798760,8月11也是放量下跌 然后新高！！！,-99
528514,主力：整个证券板块都在涨！,-99
1192941,今天能保持这样就不错，周末愉快，期待12月有所,-99
665633,创五年来的新低！这样的过有企业真是大有前途呢,-99
2052707,别再出了,-99
1662513,荀浅语能才,-99
406983,入了狗股浪费大好行情，晕倒,-99
71507,不着急加仓了，部分议买入ST墨龙,-99
715018,10月18日晚间上市公司十大重磅公告一览,-99
4632869,靠，猪狸来了,-99
2641822,怒涨一分,-99
824115,果,-99
4061142,以后这股废了。,-99
3362601,减持新招，等着质押股平仓一火就卖完,-99
1425990,一向喜欢破罐子破摔的创指，今日的表现，可圈可,-99
128216,七月待重来京东方今日走\t。,-99
5553639,马勒戈壁的，天天连个集合竞价都没有！,-99
4526218,鑫广绿环13日发行 申购指南,-99
1833464,破7.4开始买500股试盘,-99
878712,早半月借人家贴说要买货有人信吗？有人跟进吗？,-99
2117160,双脚踏上幸福的路,-99
4610901,有些交易对手通过旗下控制的公司参与上市公司并,-99
3100028,航天电子不属于航空，航天板块，是妇科板块。,-99
333062,2009年,-99
371519,快吃到了，呵呵。,-99
4346887,昨天说了千万别做T 你会发现T飞  最终股价涨了 ,-99
2334265,怎么都是前几月贴子,-99
35738,“上海都市圈”规划研究酝酿中 目标或建成世界,-99
1001662,600286:用友iuap对外首次公开下一代企业级通用,-99
4012653,中果股市2017股市的世界第一,-99
162735,妈蛋，我跑,-99
3521463,看，坚定持,-99
161184,做了一笔小幅调整,-99
5027798,这股为什么刚上市就有解禁股。,-99
1279912,周四两市各大,-99
4837969,看最近几只医药新股每只开板后都跌幅巨大，说明,-99
2686732,喱矿肯定有的，看高30元至少,-99
2281935,庄家杨威！。,-99
4163991,这股怎么回,-99
4263674,我会按法定程序核发lpo批文上市公司8家，筹集资,-99
1132932,漂亮，再砸5000手。,-99
878874,尚记当日。,-99
3569378,信不信，10内见效。,-99
1119732,战事要来了，这些票都靠边去。,-99
3274362,上轨线目前位于20日线附近,-99
2264568,散户亏钱了，心里难受,-99
3938095,千手大单砸盘吧[不说了][不说了][不说了][不说,-99
3217770,此股自打开后是让所股民最窝囊的股！一跃跌打平,-99
4524666,求补血,-99
3112867,广泽股份不错了，看看两市跌得最惨的优质绩优股,-99
1004102,申购新股配号第二天电脑才显示出，正常吗,-99
2821697,这马钢垃圾还有跌？做空马钢利大无比。,-99
2744647,下半年军工板块将呈现两极化特征，部分有业绩、,-99
986519,辛辛苦苦涨几天，一下又回到解放前,-99
3581712,沪指暴跌创年内最大单日跌幅 期指市场全员重挫,-99
4029934,我买了50000股，管他的，涨三分钱我也满意，[献,-99
2235776,怎么救都不行？,-99
3494564,泰禾集团:独立董事意见(2017/6/21)。,-99
5436718,002652，603928尾盘大笔资金已买入，明天拉升请,-99
5085038,2017年9月6日，集团公司副总经理张建恒、一院副,-99
4940714,还是太弱,-99
58057,死猪不怕开水烫,-99
967529,可以压得住,-99
5067450,拜佛中晨丰科技!,-99
3450088,林表明霁色，城中增暮寒。,-99
1508538,这货实质上已是港股中的僵尸股了,-99
5158689,看看吧！我刚才说丫挺的拉高出货，准备换个主力,-99
3082163,哥不陪你了，拿几个月没管，亏32个点，辣鸡股，,-99
1000392,这票后期该如何面对？,-99
236578,脑壳好昏：沪深继续演绎背离走势有何难言之隐。,-99
4380175,哈哈哈，指数玩的就是你这个庄家。现在卖了長的,-99
599692,什么时候开盘啊，等米下锅了,-99
707536,600203:福日电子重大事项停牌公告,-99
851623,中国恒大升逾6%创新高国际大行纷纷唱好,-99
1510114,恨不得立马离开你 现在我终于解脱了  ,-99
2672667,哈哈爷别的股 20个点反弹都回来了,-99
4973026,崩蛋,-99
3966855,庄家手法昨天一样，拉高出货，让小散高位接盘u,-99
4775204,自身开发的分仓系统。,-99
2729689,大头的暴击威力还是很大的，自从大头出来，连续,-99
4973939,科森此股已废！,-99
1301039,卢董事长承诺的5年内千亿市值，目前还离的很远,-99
2542531,小盘高成长高科技股，25倍市盈率603113金能科技,-99
4411295,皇马威武,-99
856724,净资产加未分配利润等于股价，该股跌无可跌。,-99
2645704,鑫富只有重回泛酸钙龙头位置，我们的利益才能保,-99
1510577,垃圾 你咋不退市！,-99
5022322,的情况下，,-99
2403033,成交量是股市的元气，成交量通常比股价先行一步,-99
3170908,是谁让乐视上市的,-99
1205348,用钱砸死那 空空道人j,-99
528957,赌盘，两个4位数中奖号码。。,-99
1455811,庆桃变成st灾星了，有他不涨,-99
737060,什么时候付款、几号？,-99
2541257,所有唱空的，都是要买的，，，，，。,-99
1337120,招商蛇口和金地集团基本面一样，股价却差6元,-99
3658933,创业板指数大约会回到,-99
1790101,宁波港，集装箱吞吐量连续八年世界第一。证金重,-99
4140219,真是活理了,-99
2584127,暂来不住,-99
3954365,一下，黯y,-99
1644316,买卖晋西车轴股票的都是吃屎长大的吧？,-99
1577881,再见咯   还以为会套好久的  哈哈  挣一块钱走,-99
868513,受让方为什么不签合同,-99
824487,这是十分正确的显然,-99
586278,破股票老子不陪您玩了，已卖出,-99
4417353,卡看看换超声，生益，金鸡，机会多多，华正日狗,-99
4972353,不错，业绩还是增长的，不像很多公司一上市业绩,-99
2302341,中华企业巨亏！隐瞒真相,-99
