,content,mark
549629,最近不涨的原因已查明！！！,-99
2072653,对于创业板而言，值得注意的是利率短周期缓和后,-99
540297,我看中体藐似将要突启…(个人看法),-99
712702,看我推荐 掌阅科技 强势封板 梅泰诺冲击涨停 苏,-99
265642,股票全部清仓，太假了，马上有暴跌，快跑啊,-99
4706247,这货吃伟哥了吗今天,-99
1173441,国机汽车(600335)融资融券信息(09-28),-99
4163580,看看湘油泵，解禁不跌，反而大涨，这么低的价格,-99
571227,和邦抄中大底，2.10，华东科技，2.55    福田汽,-99
3817992,严加惩治今天带头砸盘华泰主力呼吁呼吁我们大声,-99
64819,今天必高开高走再也不会让低价买回来的机会拭目,-99
3258435,散户朋友，该股处于风口，大家离开为好，不排除,-99
1347501,我不知道怎样描述当时我的悲痛欲绝的心情,-99
580192,王创民和太原重工是个啥样的逼,-99
4459567,疆尸股,-99
669237,傻子的世界是可怜的。,-99
952680,难得傻逼庄家还给出货机会！。,-99
2075372,A股个股临时停牌风险很大，所以在好的票也不能,-99
4218669,600711/002145[微笑][大笑],-99
5399901,正确的打开方式吧初雪总有一种,-99
605956,晨光：没有总经理副总经理财务经理，停牌重组,-99
1947283,600582:天地科技2017年第一次临时股东大会会议,-99
5281305,MSCI尘埃落定 期待A股春天,-99
5397741,次新又崩盘了,-99
2472120,东软集团不错的，利好又出，可以看看太阳能,-99
3412359,黑猫黑猫，下午抓老鼠给大家瞧瞧[傲][傲][傲],-99
919597,中国证券报——交建航母-中交股份即将登陆A股市,-99
2817323,没人接电话啊，昆机,-99
1968056,实施的第一次提示公告,-99
415702,沪指维持震荡走势 上海自由贸易港概念股掀涨停,-99
4754019,恭喜海通研究以被洗到杰恩设计里去了！那个傻货,-99
1050057,快快卖出,-99
1628588,抢反弹的，10.65元要走人的。,-99
1972782,天子堂帐号后面的那个人不正常，太不正常，脑子,-99
3430993,好像买秋航空的利益要比银行存款高啊 (抢入)发,-99
5427866,现在是介入的好机会[献花][献花][献花][献花][,-99
3741371,等暴跌周一再来数落会基山,-99
542335,花了大量人力物力，股权转让怎么没有下文了,-99
2415994,国家队高抛低吸玩的666 明天可以8.17吸了抛给国,-99
4866922,明天必涨,-99
1292336,托喜欢用有无数套牢盘来忽悠散户，是股票就有套,-99
1541796,庄家大砸单很快在下方捡回来了，而散户抛出的那,-99
4432588,去了曾经我错过了要,-99
3700989,股市在犹豫之中缓慢上涨,-99
4247470,天成自控。买一个好股，交一位良师。,-99
4717260,过年了。,-99
1500598,600444:国机通用独立董事关于相关事项的独立意,-99
4616329,再见 你们看到100吧,-99
1974316,部分内生成长性较好、PEG具备优势,-99
5119676,无疑是明智之举,-99
5040054,这票日K形态太尼玛好了，不涨就对不起这形态！,-99
4436230,再不买没机会了!二十以下,-99
2233199,江南重工老杂毛天天冒着酷暑来码字盼着博元早死,-99
1066879,看还能撑多久，要跨了,-99
1790228,，该哪去哪,-99
5025309,准备破发吧！[大笑],-99
4109388,爱普你凭什么跌？大盘涨多少了你又有没涨过,-99
3402039,谁在出货,-99
184206,实力还是很强的，现在已经开始上涨啦,-99
5287407,"此股真神!庄真是胆大,小散也是幸运!",-99
5136529,博迈科  新项目是关键,-99
1571181,小心横久必跌今早开盘就跑。,-99
4788766,业绩最优三天大跌18%的正宗芯片次新股!,-99
3443390,人跌你也跟人跌，再跌你就要倒闭了。,-99
787349,600227:赤天化2017年第三季度报告,-99
4659997,传华达即将破产倒闭,-99
2643514,作为新一轮政治周期的开山之作，雄安的主题弹性,-99
604988,单季度营收大幅增长，毛利率有所下滑,-99
2991901,股价要跌到六块？,-99
2841750,601601:中国太保关于新任董事长及董事任职资格,-99
3910531,明天将是2017最精彩的一天，让我们拭目以待吧,-99
127343,和华为合作，长期看好，目标价50一股,-99
413651,连猪都不如的东西,-99
2312122,六月收官之战平稳度过 你对“七翻身”充满信心,-99
3410630,今天的量应该能超过2200万股了,-99
4000357,厚道鲁商，增持吧！,-99
4273075,三大数据盘点A股上半年 龙虎榜等存量资金都去哪,-99
4301871,年前40有木有,-99
3160507,T了一把，降了7分成本，累死。但还要谢谢主力。,-99
182475,杜蕾斯,-99
3486880,撤了半仓，鸟股,-99
1980524,炒小盘成长?,-99
1637235,挂8.47 买 因为9.18抛滴 不知道能不能买回来,-99
2179692,申能股份(600642)融资融券信息(08-23),-99
1460258,666,-99
3718924,深万科及中国联通等大盘权重股的上涨,-99
1629269,明天稳稳的跌停～～我才买,-99
4744845,“闪崩”演,-99
2001563,别上当，川化和新安不是一个档次，川化游资多，,-99
5351702,趋势破坏，暂时下调。,-99
2688448,靠，还真跳水了，390万吨锂，现盐湖又划出保护,-99
1941511,省级输配电价改革全覆盖 首批电力现货市场试点,-99
1134835,造成了一定的困难——有些个股今日涨停板,-99
4262478,XD是什么意思哦,-99
5476294,这还是次新股，抄底大军SSSS[抄底][抄底][抄底],-99
2028535,技术上看,-99
2048705,祝愿 恒大地产、足球、扶贫事业蒸蒸日上！！ ,-99
2194250,我不知道我这种状态要持续多久e,-99
4117021,上证指数本月12日的那次穿越（10日线下穿20日线,-99
5542005,又微跌不是大跌 走运了 总有一天会升的,-99
4011944,关注回档,-99
4949287,跌到60日新低的话 估计还得下探,-99
495823,可以早上跑的早了，明天5.8满仓，奔7有戏，我5.,-99
2617981,绿帽本色即将呈现,-99
2756781,，此股没跌,-99
4608245,是龙头就拉升涨停板，不是就继续装孙子趴着，我,-99
1281607,请问，截至6月15日，公司的股东总数是多少？谢,-99
2875519,老赖的瘵牌现在变成了半吊子滥尾工程了,-99
3757460,你们觉得庄家今天低开会不会让你那么容易解套呢,-99
1239187,为迎接三季报--明天加点仓,-99
3106426,有意思，大户天天加仓，小散天天出货。亚泰的春,-99
1998384,大跌吧，6元买1000股,-99
50366,开启洗盘模式，短线高手们赶快下车吧。,-99
5404479,此庄筹码无法交换，没向抽。接盘的少。,-99
3607801,还没到那天6.43最高点呢，继续,-99
2652348,600764:中电广通第八届董事会第二十一次会议决,-99
2800063,今天尾盘9.69入的！不知明天会什么样？？？,-99
1945463,涨停板出八钢买三钢,-99
3151482,致周总,-99
1083531,刚刚发现！个股突然爆发有这规律 11-14 实时点,-99
2269571,超跌的国企改革概念股票；,-99
4941861,昨天逛唯品会才知道我好多双鞋子都是你的，出来,-99
75271,20个省市广泛进行可持续能源开发,-99
3840222,601718:际华集团第三届董事会第二十五次会议决,-99
4746265,没吵做概念啊，不然必然拉升,-99
2381561,满仓买进，明天开始数钱啦！庄家听令！,-99
581922,创业板指重上1800点 新疆板块尾盘大幅拉升！,-99
4146498,主力净流出还能封盘说明这股！看好明天上40,-99
5231658,次新股板块大跌-3%，这生不逢时,-99
1473841,套牢追高的傻逼，套得越多，跌得越深，等着割肉,-99
4835404,跌停的节奏来了,-99
286811,看来上证指数站3200点，要指望下个星期五了,-99
1404430,不要昙花一现哦，长点志气。,-99
3464412,88888888888去搞点中航资本哈。。,-99
376615,国金是小级别三买，短线有5-10个点利润,-99
332058,大家惊慌我贪婪，大家高兴我惊慌，这句话没有错,-99
4717934,元成股份：25附近,-99
4915492,具体来看，最近1个月内，上述15家公司中，北新,-99
4052611,减持是烟雾弹！筹码密集突破是真！,-99
311564,啊？怎么会这样？明明要暴涨的啊？哈哈哈哈哈哈,-99
3242624,主力是垃圾让他把你做空还不如先把他做空！,-99
5315261,通过再融资购买优质资产,-99
1318432,这又怎么承受的了每天发3个,-99
5319789,在给员工持股计划做利益输送,-99
1535926,扬言和庄家死磕，甚至声称持仓成本，同样是套路,-99
3052901,我今天的股--行情不错节前红包发发发发发发发发,-99
1149428,看来明天复牌,-99
3779096,22222339999买买买买中冶601618，涨停十个也不,-99
1441610,跌倒30考虑考虑,-99
5168551,跌速大于板块，止损加剧，放量大阴后才会反弹；,-99
4454466,日傅股份,-99
3782655,不出意外，这周会有气色,-99
3240707,岳阳加油,-99
2444422,看资金流向,-99
2670326,下午大家一起跟庄砸，砸的越狠以后拉的就狠，不,-99
113931,来个跌停板呗，干脆一些,-99
2461314,六连阴，真是奇葩,-99
1969741,小股民任任宰割没有还手之力可怜啊可怜,-99
3327488,主力是二货,-99
4322128,为什么压单呢，天天绿帽子戴着，好意思吗？,-99
2271381,还不复牌,-99
472401,记住只要有人压盘就只进不出,-99
1833578,都散了吧 哪天狗不叫唤了 就可以买了q,-99
2525342,早上拉，下午衰！呵呵,-99
5347241,阴吃阳,-99
3846848,强势转弱观望,-99
3027756,不能久伴，就别深拥。,-99
4462127,该公司就面临着退市的压力,-99
4677421,高位震荡,-99
2008667,600597:光明乳业独立董事关于终止A股限制性股票,-99
2435388,有买点吗？有符合自己操作的级别的买点吗？,-99
4190065,最后半小时放量,-99
2541830,如果是一个赌徒，就会算一个明帐，双节之后，亏,-99
2563210,600665天地源，市值40来亿，计划增发约17亿，高,-99
2555812,成大中报隐藏具大的利空，哈哈，大家可以到中报,-99
1370817,涨停板来一个,-99
3600762,天天出利好，股票就是跌，，郁闷,-99
4121000,从十年前的京东方落后三星3代技术，追到今天只\t,-99
1488278,对于业绩超预期的个股，给与高度关注。,-99
1058784,你们还有脸来开股东会?好意思开?,-99
4509792,看看我的持仓，小散有比我多的吗？,-99
1074644,有图有真相！祝好运！[不说了][胜利],-99
5340417,庄家手法凶狠，股价上窜下跳；股友们切勿追涨，,-99
5389281,13.8元是历史大底，不要看一年两年，要看10年，,-99
3562831,压盘吧都不是傻子,-99
5162420,连大盘都涨不过，你他妈得是有多垃圾，傻逼！！,-99
2896622,今天的低点破了上次的低点，坚决离场！[赞][赞],-99
4917325,没戏，所有的利好都变利空,-99
697332,你们觉得主力还有子弹吗？,-99
2149871,今天被大盘影响了,-99
988918,众所周知，2016年10月份以来，上证50指数明显强,-99
124922,怎么我进什么什么不涨了 买点银行避险,-99
4626080,为什么中国经济一枝独秀,-99
116790,不要减价两分就买 这段时间都是跳楼价。不到3。,-99
845574,大盘涨这么多了，无耻贪婪的杂肿庄还在磨。,-99
40445,再过半个月中国股市遍地都黄金,-99
2361307,这才是真正的减持,-99
5544270,沪指做到3061,-99
708079,提计抵充亏损烂账。可不可以理解为停牌重组做准,-99
2062136,满仓,-99
