,content,mark
4056392,第四届互联网大会12月3~12月5在乌镇举行，人工,-99
2401047,白里挑一 魅族MX2 白色版 1999震撼登场,-99
254911,东财网管过节工作，骄傲啊,-99
3379395,钢铁价格快回落了，市场证明重庆钢铁是xx,-99
766475,上海，北京一套房子都1000万以上，所以我那十万,-99
1474135,不积跬步并不难 毛姐提示::崩盘了！因为收购成,-99
1111591,东北国企改革将有大动作 辽宁领衔混改 2017-07-,-99
5142870,很难有大作为，主要在次新里盘子算大的，没有大,-99
1244695,10块,-99
348930,"8.65卖的那位兄弟,明天9元以上买回吧!呵呵",-99
4938682,不知道那个专门做低时尚成本的还在不在了？,-99
4358400,垃圾啊，上周三和畅联怎么会手贱买了你这个蠢货,-99
2114726,指数目前仍处在上升阶段，只是目前在指数突破前,-99
2052410,今天6.07又买了，买到它升为止，我不信你一直跌,-99
1618870,不可以买了都不卖吗？靠,-99
1314107,这辣鸡无药可救了v,-99
1069077,今日上证综指跳空下行，触及二十日均线回升，留,-99
255651,小心，本周大盘将跌破3000点！,-99
886688,人生的冷暖取决于心灵的温度。。,-99
2176207,空头控盘力度还很强。。。。趁高撤退是最好的选,-99
4214831,振华今天的表现我给你100分，大家懂的！！！,-99
5120585,明冲一把就赚钱了。,-99
5073987,清仓跑路!,-99
2899576,这票算是阿里+国改+QFII重仓概念？  走的难看的,-99
1029120,你真的快啦，,-99
3674678,未来想要赚大钱 必须要有这个能力！,-99
4181341,傻逼可买,-99
1472184,三元名字不吉利,-99
3079294,死垃圾,-99
4134461,退市,-99
5045191,大盘涨你逼也跌日的没水了,-99
4228924,一年新增500家股票，按平均25亿市值计算，等于,-99
3776660,上证6/29日走势依然健康，上涨继续，上涨继续，,-99
381076,从而重点窥视机构在此的操作行为,-99
5132655,603726:朗迪集团第五届监事会第四次会议决议公,-99
196389,剔除在外,-99
476749,没公告，明天继续向下,-99
4391482,最后一缺不会再补了，那是突破缺口。,-99
139402,还好昨天出局是正确。,-99
1020823,比天茂还弱，真丢人啊。笑昏了,-99
5502326,21是顶，下面无底,-99
4216238,4月18日无法出业绩报告！,-99
2934265,MA10 31.00 代码600516→ 方大炭素,-99
4577474,主力呢？准备看不到主力的影子了呢，要拉要砸还,-99
4571786,炒股票扭亏变成赚钱的梦,-99
2181472,你们还等什么，呵呵，没看见吗？大盘涨我们已经,-99
704771,有价无量，看跌,-99
765218,卖掉一亿股[加油],-99
2094185,进收盘13以上必须的,-99
5542649,603996:中新科技第三届监事会第一次会议决议公,-99
382744,能不能涨了啊！,-99
4655120,次新全跌停,-99
1486584,垃圾股,-99
517233,600151:航天机电2017年第四次临时股东大会法律,-99
2682092,今日大盘尾盘拉起，量能一般，但沪市收在25均线,-99
655745,眼瞎，买了这垃圾,-99
418491,融资盘高位买，地位买，这是走套路,-99
2577025,做个龙头撒!,-99
5251994,内存龙头设备故障 旺季涨价愈演愈烈,-99
378931,麻的到今天八成仓位了,-99
2420300,JB,-99
4702549,当一年存款,-99
3101636,600880:博瑞传播董事会关于召开2017年第二次临,-99
1183292,10快钱鸡蛋还有人买啊，我卖5快,-99
5458685,虽然这类上市公司暂无保壳之忧实际上,-99
3906781,成交量五亿，已经把扎空的，弄的眼红彤彤。哈哈,-99
422500,今天可怜了一次股民，虽然不多也很感动，晚上可,-99
4562151,刚减仓就涨了,-99
2540664,大盘调头朝下，股市全球股市都在调整，下午估计,-99
3928037,掌趣科技:独立董事关于调整股权激励计划股票期a,-99
2142813,装死浙数文化软蛋,-99
4547831,散户挥刀割肉，主力温柔笑纳。,-99
42638,保监会加强对险资的监管。,-99
5112884,从恐慌中抓好筑底行情是挽回损失之关键，给股民,-99
2313828,水泥股开始玩大票了？小市值不搞了？,-99
4319916,港口股集体异动，大盘或长阳大逆转！,-99
3647170,愿意帮我多做点事,-99
2321400,一切恶意中伤上海普天的人，都居心不良。我去过,-99
2137264,坟头长草，下跌中继。,-99
681987,问君能有几多愁！恰似满仓中石油！。,-99
5372746,丁春秋，春秋老怪。,-99
526984,光莆电子:关于申请首次公开发行股票并在创业板,-99
787935,大盘都这熊样了，还IPO么？,-99
4913577,选择弃权,-99
1729166,白酒避风港17元0.37亿流通盘，俺买300610晨化，,-99
5358121,一只股票有出有进才正常，才有换手，如果都不换,-99
4783040,这股高送转？,-99
4412088,拉稀了吧[胜利][胜利][胜利],-99
87175,华能水电，找好位置进650907＋919,-99
3914002,大连港  环渤海圈经济区的明珠  崛起势在必行,-99
5240839,"再次5,10死叉",-99
4172468,史上最强的猎豹出击，出击就是大牛股，一旦掌握,-99
2023780,半场结束能红6，太令人惊喜了。,-99
4460675,没买盘，我买进10万,-99
3414792,昨天有些人还说我误导人，3.7附近看。,-99
1464481,华鲁恒升(600426)融资融券信息(11-01),-99
3786222,资金流入，关注,-99
3176398,沙钢股份:关于重大资产重组停牌的进展公告。,-99
2609681,起初吃不惯要呕,-99
2893232,兰生股份(600826)融资融券信息(10-13),-99
222606,[cp]重庆港九600279疯狂扫单买入直线拉高,-99
3129558,"茅台900不敢说,800是靠谱的,别跟“洋人”造反！",-99
3651986,一山不容二虎，江南夹姐被魏山虎五十万买下，并,-99
3102122,下午是去是留？？。,-99
5348504,一点阳光请继续别控制。哈哈,-99
4561614,小散知道今天为啥会下跌吗？因为本人所在的投资,-99
1241099,也是要有底线的,-99
5375106,健康中国！不变的主题。,-99
557561,没炒作就是粤港澳大湾区,-99
1255672,360来借壳了。？,-99
2886922,大家看像不像心电图[微笑],-99
4004467,小哥你最棒,-99
4308712,看来要涨了，有这个趋势了,-99
4854579,快跑，一会就129个股东砸下来谁也受不了。,-99
1380395,价低波动小 盘子适中 适合配置市值 已经中奖收,-99
3151947,请问公司半年报提前预披露的时间是什么时候，一,-99
3367113,还不跑呀,-99
3917256,”停车位与充电桩,-99
2769950,这股好啊[为什么]套路太深了。[为什么],-99
5103967,装死第一股,-99
148630,051专业画十字星，天下第一牛x股[滴汗],-99
1684340,市盈率5000倍我也是的醉,-99
2845908,杭州解百600814，新零售板块，中线持有,-99
3930507,压力重重下大盘涨势还,-99
417049,三季报看来又不怎么样！,-99
1495527,不好啦啦啦!新闻说桂林发大水啦啦啦!淹了还怎么,-99
4183714,"请看李志林: “二八”现象究竟是成熟, 还是畸形",-99
4526191,呵呵  0029 这种号可能中吗 日,-99
964008,十日均线有效跌破！,-99
3873954,瞎猜一会东,-99
1761040,劳资11.71出了，不相信这个狗改不了吃屎的股,-99
1188059,五五开,-99
353198,上面重提“稳中求进”，该股可以抄底买入了！,-99
4414974,主力资金多久没流入了，真是恨铁不成钢啊！,-99
3464977,爱咋咋地，有补仓36000股。跟海绵宝宝学。b,-99
1164844,白云山(600332)融资融券信息(11-29),-99
2989011,海欣4月份将大幅走强，站在12元以上，将空头一,-99
5527170,A股底部越来越近？,-99
1628739,"下周11就购买不到了,目标价13块",-99
3235533,昨天尾盘出掉，坐等回调，这就是节奏，别指望这,-99
3305325,如何举报？,-99
157731,那压单撤了干嘛，这票该被举报了,-99
2930110,四十不敢说,-99
1026977,601519:*ST智慧独立董事关于转让子公司部分股权,-99
3090421,一天比一天创新低，你们吃屎有忘,-99
4349767,上次已经说,-99
4818970,为啥不跌停呀，完全没按小散的意思走。,-99
4982982,股价越高在，产品越好卖。股价越低，产品越垃圾,-99
682695,"佰利联:钛白粉供需改善,行业龙头享收益。龙蟒佰",-99
4218824,恐慌盘出来了，可以低吸点了,-99
4743434,信捷电气停止交易了吗？任性的空头清仓完毕了？,-99
5501372,服不服！真是遇到涨不上去的烂货了。呵呵,-99
4890060,你业绩比得邦照明、道道全差吗？股性比谁都好，,-99
2868494,证监会核发3家IPO批文 筹资不超过37亿元,-99
515565,国电和神华要合并了，你还远吗？,-99
154994,估计踩地雷了，后面有黑天鹅要来,-99
919551,我们不会跟中小投资者那样追你的高!你不下来我,-99
1316705,宁沪高速(600377)融资融券信息(12-30),-99
648690,我服此股，够阴,-99
4119275,今天买进的，还好没有跌破走向，只要行情稳定点,-99
3825666,下跌起来是这么的从容不迫！c,-99
3379251,ST股买的不是公司，买的是主力（庄）的操盘手法,-99
2934893,每天带着尖刀到处狂舞,-99
1858848,牛股的基因永远是：业绩暴增 盘小 成长 行业（,-99
3358347,券商股估值修复空间或超20% 两维度掘金上涨领头,-99
2003526,第三季度增长2分钱，不跌停很好了。,-99
5411014,不要碰它了，会死的很惨。,-99
5042299,603669:灵康药业关于变更营销网络建设项目实施,-99
4713991,跌倒五个点，，接货,-99
1701271,兴化重组了半天，就是一个大杂烩，啥货都有，啥,-99
710996,募基金且行且观察,-99
3080333,献给我们一起的韭菜们，来首诗吧，“春小，春眠,-99
1671303,值分析。,-99
108214,能涨吗,-99
4765832,你阿石创的亲爹今天都要涨停了，你这个孝子贤孙,-99
1835539,600550今天雄起  [胜利][胜利],-99
2979641,5年炒股一点小心得。,-99
2197800,~！！同达创业：主力暗中布局藏有深意离股价拉,-99
2189449,悼乐庄,-99
3224835,收拾收拾准备逃命吧！,-99
183375,明天会如何走,-99
3023927,"要说僵尸股,两市中王府井要说第二,没有股还说第",-99
863339,从周技术看：主板中小板创业板下周一都将涨100,-99
4405684,今日不拉涨停就出 回调再进,-99
4496715,除权调整第四天，等候买点。[微笑][牛][赞][献,-99
3009273,稀缺概念，整个板块就只有这两只,-99
3191816,首先下面全是被动买单上攻乏力。主力在吃货。票,-99
2769714,这婊子股还没破4,-99
1642454,看看晋亿,-99
1457951,喜欢 盘子小不张扬,-99
4234436,被动拉高，这股很危险,-99
851272,今天会突破吗？,-99
1687839,上海水波祥龙餐饮公司10月再创新高,-99
3102943,主力在撸，没多久就会射的[鼓掌],-99
268974,给点阳光就灿烂,-99
2796355,今天，大盘沪指收了一根“老乡”不要走的K线。,-99
3906085,幸亏昨天走了，明天一字跌停板，赫人,-99
648097,很多人觉得4.5左右，股价算是低的了，是没错，,-99
3925400,601886别想涨,-99
5521654,NOR Flash第四季度合约价传再涨15％  电子消息,-99
