,content,mark
276052,叫“因为_我”的那个sb，天天哗众取宠有意思吗,-99
1897977,刘柯：未来A股的三大投,-99
3671536,鹰”声惊人 日银、英国央,-99
2435397,概念股机器人 双环传动 埃斯顿,-99
463093,你们信吗？未来的所谓做空会是国家,-99
2987324,3只饿狼怎么时候喂饱了，这股才会持久涨。,-99
1123333,天天无量我看着你跌，哈哈哈！三一重工今天跌停,-99
1433423,竞猜……今天收盘价是多少？,-99
450475,我和他一起吃了顿晚饭他对我说,-99
2292596,东阳光科复牌价格定位浅析，仅供参考！,-99
1727588,增持计划,-99
1023243,12月6日,-99
2233629,美股三大股指盘中创纪录新高 机器人概念股iRobo,-99
506198,要会看。后,-99
1050635,2016年11月~12月及明后年高低点时间表图,-99
4282319,死叉开始，跌股,-99
778498,集合竞价跌停！不会是真的吧？,-99
2127173,下水道里龌龊，糟改,-99
680306,报告机构，小散已基本清理完毕，可以拉升了,-99
3218577,做100亿生意赚4000W 活着真多余 早点改皮包公司,-99
876334,人灾,-99
4052817,上涨什么时候开始是主板蓝筹股领涨，那中国股市,-99
3381649,要完蛋，贵州茅台，带领高位上证50开始补跌了！,-99
1344268,金泰快停牌重组，或股权转让。我们已经上车,-99
4816592,33就是底了，即将腾飞,-99
3174893,贫僧说次新股有一波行情，大家认同吗？,-99
1766691,《中医药法》今起施行,-99
2277622,越跌越买，坐等解套,-99
4560429,这不是股灾是什么,-99
3287287,无良之庄操纵股价,-99
1063003,哎，无药可救了呀！,-99
2290396,怕不是新来妆束,-99
4260146,对于今天的表现感到悲愤我相信没多少人像我这,-99
4569059,姓丁的在腰斩之后再次腰斩才增持，想捞一笔狠的,-99
4246491,好股[赞],-99
2818591,摆脱360后是否可以走独立行情？,-99
2368090,好好一只股票做成这样我也是醉了！[傲][傲][困,-99
4862965,1.11111E+17,-99
1086189,目前与增发价相当u,-99
2356253,次新股0.98元业绩股价不到10块仅此1家江苏银行,-99
5493635,不要听托逼在这吧里说一字涨停板，自己动脑筋想,-99
1453277,逆势大跌,-99
4380874,怎一个“惨”字了得！！！！,-99
957888,牛逼,-99
3049727,明天一起见证吧,-99
3424384,山东出版中签联盟连扳誓师大会：山东出版团队成,-99
1733550,这个利好被淹没在信息的海洋,-99
2320164,一场旷日久长的官司就足以把一家公司拖向退市边,-99
1205109,举报违规操作3天涨幅都抄20%了。实名举报。傻逼,-99
1341148,平煤比山煤,-99
3529789,没戏,-99
5174206,收拾收拾准备逃命吧！,-99
602669,连续中标 恒宝股份002104行业排名第一。必将爆,-99
3847860,这也太假了吧！,-99
