,content,mark
3694954,要将业绩承诺补偿追讨到位,-99
3569670,庄吃的像蜘蛛一样了，心不要太黑了，给点小散盒,-99
163007,[微笑][微笑][微笑]不要等待[微笑][微笑][微笑],-99
3554492,下周一空头要小心小心再小心,-99
1826330,还没见过大于500手的单子,-99
1804160,老陈不希望公司尽快卖掉水泥资产吗？ 就目前情,-99
3358479,94股目标涨幅超两成 108亿主力资金抢筹,-99
982344,瀛通怎么说也是过亿利润的绩优次新，目前股价处,-99
4399988,来啊，互相伤害啊,-99
74623,人有脸树有皮,-99
4288724,此股董事长爱减持,-99
2359071,嘻嘻哈哈，千股跌停了吧，追高了吧，惨不忍睹吧,-99
4004093,我今天加仓，看好次新股反弹一波。[护城河][护,-99
3922597,逆风方知劲草 致金麒麟,-99
4137851,张一分 跌一块这股牛,-99
5512286,绿啦,-99
1047377,为此,-99
4654103,买吧跌不下去了就会上走,-99
109332,注解：机构参与度为48.33%，属于完全控盘,-99
3804884,银行股,-99
1507669,不改短线反弹趋势。,-99
3317409,二是要回归业务本源。要从“服从服务于,-99
4384546,16.7有源源不断的筹码抛出来，又被全部吃掉了，,-99
3436508,玉龙变石龙了,-99
1887327,在这个时候刻意的拉升大盘股打压中小盘,-99
2628204,拉极一个，,-99
5037675,现在己经是买进的时候，不是卖出的时候，大胆补,-99
4765869,亏了14万走了，操他妈,-99
2794492,快跑了，至少调整三天,-99
1289058,西南证券，国企控股，没有特殊情况，不会主动拉,-99
4558573,开盘拉高出货彻底废了,-99
435430,大盘红啦你个傻逼还绿,-99
2977075,多杀多3-4天，见反弹坚决离场！,-99
4354417,稀土永磁、特斯拉、充电桩等板块走势良好,-99
1191265,现在股市竞争激烈,-99
1191563,大油井用自己另外号捧,-99
13939,祝您的股票涨，涨，涨！,-99
2346529,牛市已到你还在犹如 7月8日周评：本周321,-99
5414320,合理定价70附近,-99
2924018,高开高走，一路向北！持股第173天~,-99
2629543,这垃圾股还没死完啊？,-99
2654481,做人要学会特别宽容，不要阻止别人说话，静静等,-99
5430693,43778666有希望吗？,-99
4332780,亏了8万，认输了，29.3全部清仓，终生不风动力,-99
1684473,下周大盘开始上涨，您准备好了吗？,-99
3363940,早盘看到后期发帖后曾发帖（主力讨厌后期发体贴,-99
2116621,频繁暴露了自欺欺人者北方,-99
299734,各散友，我发现鸿博股份连续几天最后一笔成交量,-99
1031756,还是不能追,-99
4109287,买爱普股份的真他妈中奖,-99
3896765,这股吧里太多托了，这么垃圾，还只能唱好不能唱,-99
2950610,牛逼的人懂得：顺势而为，顺势而为！,-99
2375233,走得了？见好收？,-99
5041005,调整三天，下周四会有买点。,-99
1778380,低位震荡，暂时持仓,-99
5465675,肯定破20[想一下][想一下][想一下],-99
168604,机会是留给有准备之人，\t,-99
3743918,北辰实业(601588)融资融券信息(11-16),-99
5348813,超越华大基因！,-99
4636524,越买越高[微笑],-99
4389432,他妈的,-99
1867964,抄底是指以某种估值指标衡量股价跌到最低点,-99
3776888,垃圾 你咋不退市！,-99
394004,今天出了黄金坑。。,-99
3667908,留半仓，空半仓。往高就是只卖不买，哈哈,-99
3897367,一个字涨停[胜利][胜利][胜利],-99
3522298,贾跃亭，开盘十个跌停我也支持你！ 尽管我没你,-99
3913059,即将跌破20日线！第一创业救不了浙商证券！,-99
1681242,开始买强！！！,-99
2884313,开始加仓,-99
1764317,卖掉铁二局，心里好舒服,-99
4066731,晚上又可以IPO了！[大笑][大笑][大笑],-99
3204704,美国大减税，谣传周一行情……。真的吗？,-99
2623715,四季度必有一波爆发,-99
1461221,我已降到40%的仓位了，但没挣上啥钱。,-99
706654,实战炒股口决： 十四工,-99
4001782,破位啦！新的下跌开始了,-99
1410862,而是在一定社会历史条件下产生,-99
2284172,他就是懒人行列的代表性人物,-99
2289244,今天绿油油？,-99
2250739,佛说是沙不,-99
381534,北方粪土,-99
3235942,无任是国企还是民企，都在改革重组，唯独中国央,-99
