,content,mark
4852531,大家不要着急，本人在昨日已说射击之星已现，发,-99
4364778,主力家里人没死绝是不会红的[不赞][不赞][大便],-99
3128750,怎的？八连阴。,-99
5400151,笛等3股申购 1股缴款,-99
3196185,不实的话不乱说，重燃经过太久的磨蹭，会又一波,-99
2605837,方法,-99
2940357,最后15分钟，砸了1000万？,-99
2146492,自食其力，估计逆袭大盘,-99
3877157,“千人指”。,-99
1892909,信托机构潜伏山鹰国际是有目标的，机构闻风而动,-99
4337257,拉升。,-99
2628864,此股跌到也空狗也懒吠了，估计也差不多到位了，,-99
5018608,而且一点儿 没抛压 该走的都走了,-99
4854774,垃圾，请求严查,-99
787394,成功做反,-99
1337876,实价受不了金地，拜拜,-99
3851877,超你妈，应当在会计年度结束后一个月内进行业绩,-99
3575741,今天有票的赶紧卖了我的603326又涨停我大笑,-99
743028,长春经开11月21日盘中涨幅达5%,-99
4971816,"广发说中曼”践行一带一路，破局国际垄断""",-99
4045016,推测最快今晚公告转让成功,-99
839466,垃圾,-99
2571508,周五让人4.2以上出货了吧 哈哈哈,-99
2392925,刚开户，大家帮忙解释下什么是流通股东啊,-99
4407274,金牌上市赶上家居板块近期会有一波大行情！恭喜,-99
4071176,业绩预增股领涨 石墨烯龙头方大炭素尾盘封板,-99
1998045,600595:中孚实业关于公司为河南中孚电力有限公,-99
871782,现在是静默期吗？,-99
4245673,新疆石河子,-99
2299800,600572看看,-99
4384440,用打广告的钱来托市，股价涨起来了才是最好的广,-99
1630170,跌成狗了，还好意思跌，股东人数大减，大资金还,-99
588746,完了，真的要吃翔了,-99
1039057,日线已跌进,-99
4475424,不是有狗东西要涨了吗？怎么会是次新股里涨幅倒,-99
4811661,一季报速递：立霸股份2017年一季度盈利2108.06,-99
5330536,你是不是也应该激励我一下呢,-99
3511001,请问，从股价上看，贵公司是否濒临倒闭，老板是,-99
980668,今天怒涨一分钱,-99
2050246,都已经拍卖成功的st昌九收到律师函估计重组要黄,-99
2296567,天目鱼头，说的很形象。。,-99
1486253,唱多者呢？梦话BB贴呢？,-99
4933182,啥情况，日了,-99
5113916,现在价位的天域是掉在地上的金子！,-99
4966594,控制仓位，观望之\t,-99
1272675,黔驴技穷，拉得越高跌得越惨[滴汗][滴汗][滴汗],-99
2136413,被百联股份深套的沙币们注意了：以后买股票一定,-99
3665967,为什么跌跌不休，求高手指点,-99
3664442,假買上，真拋售，交行必死無疑,-99
4542061,到现在不是套死了的，就是中签不卖的牛皮糖，看,-99
2634820,此骨不能卖，坚定持有！即使公司烂成渣也值5块,-99
4341521,快买  下不去了,-99
5070198,拉升，站上二十六。,-99
14111,且虽盘中有小幅冲,-99
2399853,这样的行情真要命，也不知道什么时候又是杀的片,-99
1232799,止损,-99
5191634,用户听我的，明天新日股份涨停板接回来，后天还,-99
3721126,三天站在三线之上，面临向上突破,-99
2784434,近段不要碰它。,-99
5376186,有利空？,-99
3311250,主题：淮北矿业召开深化改革创新发展动员工作会,-99
691238,为大干板,-99
77467,上海电力：前三季净利同比降55% 三季度获证金增,-99
1640434,阴棒棒送你,-99
1059487,新三板文学社社长布娜新：新三板是新生事物 还f,-99
2659232,问董秘,-99
2563871,当大家都以为双脚时，能否给我一举击穿直逼2950,-99
2881500,大盘玩“闪,-99
4182395,创不了新高，短期头部,-99
1650779,低价增发拖死锌铅板块,-99
5089599,我机构今日建仓   603699 下周一早盘将高开并火,-99
703388,是多么令人厌憎的,-99
3939068,中煤港股连涨三天,-99
879460,检测的都是。,-99
1280835,在个别年头的研究报告中 ,-99
3141185,空头，赶紧砸盘，我要接回我的货！速度砸盘呀，,-99
307094,8年前，明科一股7元能买10个番茄。,-99
347677,信号还是噪音，听英擎投资建议,-99
4746653,超跌券商股将群起带动所有超跌股大反弹!,-99
1761878,估计明年3月前就是这种垃圾走势了,-99
2121184,上海国企改革股价阴跌，又己失败而告终，哈哈！,-99
2866235,只有上市没有退市，本身就有问题,-99
2530050,收盘能见红吗？。,-99
2117768,申达股份(600626)融资融券信息(11-09),-99
2583909,要还钱的，今天卖股也还不了了～今天必定收中阳,-99
75003,为啥6元多不卖  非要到现在卖  呵呵,-99
4980751,智慧信雅达(600571)传统业务保持领先，金融科技,-99
2060421,大众交通还剩1.356亿股国泰君安，全部卖掉可获,-99
4477968,散开，再低点我买一百股。,-99
4186518,五天涨不过一天跌的！奶奶的！,-99
1365371,航发科技(600391)融资融券信息(11-15),-99
2042686,看了那么久终于搞懂这是啥回事了,-99
3757569,洛阳钼业逆市回近4% 穿十天线,-99
3595369,2月都没公告是不公司黄了,-99
2698739,行不行，不行把筹码交出来。,-99
198815,下午暴涨……抢,-99
261058,600400 红豆股份：集四大利好在身，主力洗盘一,-99
4141435,跑了的要哭晕,-99
3400598,大盘今天不会杀跌，会保持高点震荡。,-99
1251085,强烈的欲望，卖掉这个垃圾股！！！,-99
3376680,幸福来得太突然了,-99
2674266,看英擎投资今日关键词 防守 603609,-99
2335742,大盘双针探底能否成功？,-99
2095285,重仓的原因:1、上海国改，2、环保整顿化工行业,-99
1082096,金手涨停创新精品：股市三大生死弯道，如何练就,-99
1815948,看谁跑得快[鼓掌][鼓掌]。,-99
4939074,每次近期高点出现这个形态一定会有一波下跌  没,-99
920659,最近感觉总是踩错节奏啊，早上进的 ST景谷，又,-99
2515732,这烂股的走势真是白瞎他的市盈率了,-99
2449389,[大笑][大笑][大笑][鼓掌][大笑][大笑][大笑][,-99
5318535,而基于上交所方面在2015年发布的,-99
174913,市场回调是否到位,-99
