,content,mark
2028734,天汽模后期咋样，适合加仓不？\t,-99
233577,问答实录,-99
5048896,举报本帖 涨停板封单少，君不见中科信息开板后,-99
4723001,快跑，没等掉泪离去,-99
2009063,截至收盘,-99
4419958,这走势说明 这两天董事在减持ing…ing…,-99
1548549,11点多指数暴跌15以下我买1000股增持一下,-99
3495822,广告如此之多，股神如此之多，哈是人才,-99
1605081,此股交易还在低位徘徊，成交量仍然没有放出，有,-99
2146639,这是稳健型股,-99
549001,巨化很快要出公告了,-99
4171495,7700万的总股本，净资产高达134，现在三季报收,-99
4476057,每股业绩1.3元多的电子股这股价,-99
1073032,大家注意鬼托动向，请及时通报，打鬼到天荒地老,-99
4939983,顶我的 星期一涨停[大笑],-99
4898017,建议:持续赎回上证50ETF 坚决赎回白酒类金融类,-99
4121984,他妈的威帝有病，,-99
3805144,不大跌几天，这股就没希望！大跌几天好过浪费行,-99
3081350,还不如精磨啊,-99
5002477,公司一季报告预计2017年1-6月利润1.3-1.6亿元，,-99
3606075,大家小心吧，这两天可能是原始股东在派发呢。,-99
834401,城投是碾压招保万金的节奏,-99
1904001,完颜阿骨打脸 这家伙终于在腾讯控股吧里看到了,-99
5153969,这两天要起了该上车了兄弟们,-99
5181481,淮海中路,-99
245613,不只是恐慌了，有点带血。,-99
1989199,又到跳水的时候。小心！,-99
1116436,600400红豆股份 ：集四大利好在一身，主力洗盘,-99
4347001,烂股,-99
1687000,套了多少！,-99
2921983,乖离率是什么_怎样用负乖离率判断买入时机？,-99
5148172,跌成这种狗屎样，难道跟公司没关系?做空势力是,-99
1328630,大盘危险了。,-99
3548380,当然要这样说啦。,-99
1815308,都别装大尾巴狼[大笑]瞎它马分析准吗[大笑]爷看,-99
781756,风景哪边独好 维我大A,-99
1382645,这个金矿现在能挖吗？前期为啥超级大跌？有知情,-99
1212837,太差！太差了！,-99
2379359,5.24收盘作业,-99
4359140,此股有底吗？,-99
1575244,开始建仓600475,-99
4469675,居然有傻子被震出来了，也是没谁了,-99
2792758,上攻无力.我减仑了,-99
730710,出不完的货！,-99
3087670,垃圾,-99
294056,今天中屎咋这么弓虽啊[大笑],-99
3050534,大盘这样上涨是不健康的。量价背离，下礼拜堪忧,-99
2245200,鑫富只有重回泛酸钙龙头位置，我们的利益才能保,-99
4274354,股票就等着翻,-99
1109013,七月份市场的成交情况好于六月，由此预计七月份,-99
4798362,从今天开始不进股吧了。。。祝你们早日回本,-99
1420122,跌破9.81创新低那天跑了，少亏点，可能是四季度,-99
3297289,散户快卖。,-99
2726541,防止尾盘海底捞月和明天的高开高走、,-99
1449740,格力电器之所以让投资者短线套牢,-99
327189, 持币时自己说了算，持股时则是市场说了算，当,-99
1334894,又要回来十三的迹象啊,-99
3472839,[俏皮][俏皮],-99
306795,必须跌破增发 迎接重生，不要再唱重组借壳了，,-99
4008287,601969:海南矿业2016年年度股东大会决议公告,-99
713469,有研新材11月24日盘中涨幅达5%,-99
58379,九菲特1992,-99
284815,东方金钰(600086)融资融券信息(10-19),-99
5137510,现在跑还有肉吃明天可能连屎都没了,-99
3993436,不想它涨，也要涨，能跌下来，就能涨上去,-99
1524362,明天必开版大跌。,-99
3900618,A股首个质押平仓案例 洲际油气拟卖股还钱 264只,-99
3119170,很难说,-99
4478007,这垃圾公司的股票快破发行价了，也快退市了，垃,-99
1769595,冲上6.2,-99
2175393,满嘴胡扯的一个亿人呢收盘13元多了，和你说的背,-99
4940100,重组,-99
237963,头上压力山大！[困顿][困顿][困顿],-99
1726894,康美药业(600518)融资融券信息(10-12),-99
3595468,上海 桂林 巴厘岛 暑假第一站 三选一,-99
2418153,处罚结束，全是利好,-99
2420515,证金已经不会有增量资金了，接下来谁入场啊？,-99
5344191,快跑啊快跑快跑,-99
1729827,老大终于成功完成了719.96元目标,-99
4170116,万人建仓的总盟主刘晖换马甲了。叫独闯天涯，是,-99
515234,中国船舶,-99
2019749,走自己的路，让别人去说吧！,-99
5112065,套牢的韭菜们，现在可以出来高呼要涨停了，高喊,-99
2596430,涨,-99
2432427,600708:光明地产:华福证券有限责任公司关于光明,-99
481546,倒计时15分钟，再不涨，将卖光最后一股,-99
2226941,唱空的遇见唱多的说了句傻逼，唱多的遇见唱空的,-99
1627748,单边下跌，观望，近期不能做梦反弹，准备9元接,-99
5473658,跟大部分老不姓已经没啥关系，爱咋咋的！,-99
2505166,我在9元等你，蛇口。,-99
3075351,尤其是业绩亏损或业绩大幅下滑公司的高送转,-99
