,content,mark
2377294,追高的不知道何年何月解套了，估计近期都不会突,-99
513917,只待一朝悟 太自以为是，我说要补缺口，关你球,-99
2354660,求救解答,-99
842800,看我的横店东磁，只有走妖，才有游资接力！特别,-99
4950861,你的业绩非常好理应涨停,-99
3397983,低价股是散户的主要对象,-99
2622441,尼玛个沙雕,-99
55130,董事长换位应该要大拉股价啊！a,-99
1850673,看看新闻 六月最后一天三大股指红盘收官 中报\t,-99
2841350,而在市场成交量整体有限下,-99
419877,3小时前 今年的“两会 ”上，量子,-99
504321,艹周五卖掉的[哭][哭][哭][哭],-99
4585240,大盘要调整到8月底,-99
3654664,昨天他们说把600516换中国平安的，要到100，今,-99
4589917,迪贝电气 估值还是高,-99
4751260,明天继续封6手，哈哈[胜利],-99
2993583,哈哈你就是250啊天亮了250笑死了自己老木都不放,-99
528326,宝硕股份(600155)融资融券信息(11-24),-99
4649338,反弹过程做T是真失败啊，没那个能力和判断，只,-99
2007120,现在精神不正常的人越来越多了，整天在吧里发表,-99
5333534,[牛][牛][牛]大盘走势良好突破3300点后将继续上,-99
70227,这些天的感慨说一下,-99
3479642,人终究有一死,-99
358137,维稳行情，没有大起色的!!!!!。,-99
2185128,赢了定增延期通过，也没见股价稳定！,-99
4560206,石墨稀概念妖风不断，主力2亿2800万抢筹一股，,-99
4537699,跑，不跑就跑不了了,-99
3678764,再一次没有按照初定目标操作！！！！！！！！,-99
2207636,此股今日无戏,-99
1645531,太墨迹了,-99
1692618,今天可能千股跌停！,-99
3127850,长江JD，小曼，一群刹逼！,-99
1014949,600290:华仪电气关于控股股东部分股权解除质押,-99
1436413,9.45的挂单终于吃完了,-99
5472472,希望明天可以接回来！,-99
1671340,估计下跌7.8左右。除权分钱，不值得的分红,-99
3876951,抢啊兄弟们,-99
3304203,我准备举报和找会计师来审查！没有公告土地确认,-99
520280,600152:维科精华关于使用部分闲置募集资金购买,-99
5088812,这啥鸟股市，散户赔的卖房卖地卖老婆,-99
5102903,准备一地鸡毛模式,-99
399919,没庄家，彻底崩盘，估计要回调40元以下再能做多,-99
3567798,江南水务(601199)融资融券信息(11-28),-99
2930024,上海机电(600835)融资融券信息(08-03),-99
1390928,要求太高了，我今天已经知足了，没跟外围大跌,-99
205806,今天个股很给力啊。才近900左右的下跌个数。专,-99
4358560,温故一下---辽宁欣,-99
1824030,西金王者归来，黄金类股票正好二浪调整结束,-99
1031691,钢铁，煤炭，有色，周期死的大快人心我一直的呼,-99
4227317,次新股业绩能否支撑股价成看点,-99
465941,反弹开始！目标再创新高！,-99
355342,让我们的宝,-99
2265089,等待药力发作！,-99
1094220,该已经没有人敢看多了……,-99
4731695,跑了，跑喽！,-99
2422799,寺虽藏有此经,-99
3540920,西部矿业(601168)融资融券信息(11-24),-99
3031061,真成僵尸股了，这交易！醉了,-99
734692,又来套老子，老子不得上当,-99
1179213,9元卖的剩200股底仓成本负6块随便跌吧，三年持,-99
2927813,中投证券2017年投资交流会上专家推荐了天虹商场,-99
1864338,雄安版块都是6个涨停板后下跌，老白干也不例外,-99
3512775,更名常跌淫行[大笑],-99
2680695,桐君堂能和众大佬大咖深圳同台，“康美药业”模,-99
3917544,进一个套一个，三个月以来都是跌的趋势，要想真,-99
4693724,车到山前必有路，柳暗花明又一村！我觉得，我们,-99
5270590,别有幻想了，还要调整往下跌，高抛低吸做差价和,-99
3983919,这是要退市的节奏呀,-99
3769221,如果跌停，秒抢,-99
383163,一路下跌，回到起点,-99
