,content,mark
3257110,你们买进来,-99
4995145,今日一手拉尚品一手拉镇海，奋战周五～,-99
2342275,香山木匠来电，最后一斧头,-99
3203268,获利盘在出逃！权重股拉不起来了，指数回归要下,-99
3907449,证监会核发7家企业IPO批文 筹资总额不超过34亿,-99
4587366,快抄底！闪崩目的就是,-99
4036986,矿藏储备富可敌国 中泰化学百年兴旺（转载）,-99
895810,有多明显，面临下破，小心风险，保存利润,-99
2513929,今天先上27明天30,-99
3407518,带血的筹码还没出，等v,-99
696592,已加仓,-99
4964245,带共的就是不一样，连续三个涨停没事。保护谁呢,-99
3259976,压低吸筹太明显了！,-99
236420,完了！一块钱一股转让 都没人要了,-99
3592010,大长阴，这狗庄真阴,-99
1475596,基恩维稳工作下星期启动,-99
4471335,天山股份、启明信息、猛狮科技、开元股份、龙蟒,-99
2065469,0524股市收评,-99
386488,国家现在在打击现金贷，估计天成互联网金融出问,-99
361162,看日线图,-99
1455198,最后时刻要来月经了,-99
4974807,集合没成交  我还以为停牌了,-99
3441081,二三四五股价除权怎么。,-99
2258352,赵国栋空手。,-99
4669800,求救……20元买的，套牢，割肉？,-99
2258735,陆家嘴调整只是暂时的，切勿被打败，接下来就是,-99
3708009,哇塞高市盈率却不一定估值就高，你看看通用股份,-99
2530887,融资融券标的概念股近三日受325亿主力资金追捧\t,-99
1141021,如果真多方胜，回调不会多深，但看它调整的幅度,-99
1794781,故事即将讲完了，股价,-99
909301,3.67已撤，亏了几百，等着砸盘,-99
1708740,盘面上看，两桶油、粤港澳板块分化调整,-99
1128503,又是一分钱玩一天的节奏！,-99
5208912,买买买！,-99
2789433,债转股，全体股民都将是接盘侠！想想吧，那几十,-99
101761,主力持续流入，看好！,-99
640735,今天只顶旧贴，没有多余话说,-99
1719914,方大炭素打造炭素龙头企业,-99
4168029,不可能涨的，2b散户太多了。,-99
2983971,此轮调整破9！g,-99
3895512,中国科学院下属三公司超级黑马中科信息中科曙光,-99
4121829,又玩昨天那一套,-99
390763,浙江东日(600113)融资融券信息(09-06),-99
381864,无量上涨,-99
2348770,下跌通道，谨慎买入！,-99
3672137,其累计量必然仍旧等于流通盘,-99
4618916,今天的走势充分说明天洋主力这些天一直在做空，,-99
3201883,在四季度经济稳，流动性边际改善的预期之下，应,-99
4604171,邪门！板块拉指数，它倒砸盘出货,-99
8626,我就在20等你，不信你不下来,-99
591525,今天都解套了吧,-99
3633915,广联达：业绩靓丽新业务新产品增长势头迅猛,-99
85514,成都沪指连续三日上涨，锂电池。次新股活跃。,-99
5521939,封稳了大资金怎么吃货你们不都捂着了,-99
3521015,美国投资大师巴非特年收益率才有百分之二十点收,-99
3336991,紧紧抓住这根发财的绳子吧,-99
382631,看来要破13了[哭]深套二十个点是割还是留，万能,-99
1169898, 股市“三位一体”技术原则和人性,-99
2234835,请问一下，股票退市了还可以卖出吗？如果可以，,-99
1922709,看这形势极其不好，先跑吧。万一大跌就亏大了。,-99
2221494,大家放心东,-99
4326966,#切记众源新材明天开始:45.06元49.57元54.53元,-99
4459832,而是我不知道怎样回答,-99
2764483,不举报该股，活该你赔钱，最近几日频繁出现闪崩,-99
1521390,没有主力全日散户一股两股的卖,-99
3468746,中国神华100亿流通盘上冲了,-99
855344,我废寝忘食地工作了20多天10被骗我万万没有想到,-99
1447211,格力电器会成为,-99
4341776,底涨疯了，而,-99
1896711,到这周五旳增发申请就,-99
1231876,600598.600598,-99
