,content,mark
1927791,3.5的目标不远了，那些不舍得卖的小散们快挺不,-99
144082,方寸之间   进退由心,-99
1903027,顺势枫：周四强攻概率大增 做多主线不变,-99
3858319,宁波7元是有的,-99
5428210,股神非神这骗子给庄家打电话了，站稳5日线就跌,-99
4715504,这是毒庄：！有7连阴-必然9连阴,-99
495651,金发填权行情,-99
815160,自己等收盘看吧。盘都不会看，还来炒什么股。。,-99
541550,今天最低价，呵呵,-99
1010595,要跌停的节奏，大盘不好，跑了。赚1毛多钱总比,-99
4111657,13:00-13:05，5分钟静默，居然已经没有交易了！,-99
1091878,600686:金龙汽车审计委员会关于2016年度履职情h,-99
4971447,搏一搏，单车变摩托,-99
5319654,持股心态很稳，除非庄家故意砸盘了。,-99
1054341,否票庄的贼帮，别以为你们打压了股票，小股东就,-99
3007812,600855:航天长峰发行股份及支付现金购买资产并,-99
755880,财神一个飙升。,-99
4194040,技术还是没过关，二选一总没选对,-99
882567,中国开始反击成为IMF“新宠” 美国懵了,-99
4373558,走势说明高送转无疑,-99
3861697,下午开盘就拉，谁跟就套谁！,-99
2614582,人生的成败往往就在一念之间 但大多数都是一念,-99
3708416,这是个畜牲的企业！,-99
2449279,因为出货了呀连续两天巨量大阴榜。后续再将也扶,-99
2834557,人弃我进，哈哈哈哈哈哈哈,-99
2692555,张总退休会不会造成股票动荡。,-99
4295433,下周起，绝地反弹！！！,-99
2709533,我擦，龙大10元卖掉水井坊，现在50元了,-99
146559,9.87跌不破？是不是明天就可以拉了，头头？,-99
3327263,四创电子11月27日火箭发射,-99
471697,都在看你表演，机会不多了，抓紧时间涨停,-99
497239,肉借壳有希望赚点小钱，而象成这样一个人渣壳又,-99
1620167,亨通获颁华为两项年度大奖    近日，华为第十一,-99
2995699,深市龙虎榜曝光 机构抢,-99
4324420,我发的贴子为什么发不出呢？看来我的猜测没错哈,-99
2406738,地方国企混改:接下来新一轮行情的热点,-99
4829889,尾盘轻仓买入,-99
1455169,刚才10.74买的能挣钱吗？,-99
3266787,今天不错、明天补跌就麻烦了、,-99
178723,不想死翘翘，赶快跑，年底会跌破8元的,-99
325860,开始抗跌，买买买。,-99
