,content,mark
3531845,4只破发的新股三角轮胎、步长制药、天能重工、,-99
1752205,现在还不断蛊惑大家看\t,-99
3889744,中石油新增4家油田开展经营自主权改革试点,-99
3538772,要早做准备了。,-99
3978894,把中国股市引到钭路上去。,-99
442172,有色和稀土,-99
1753517,触发止损出局，赚钱的股票再进往往亏钱。主力你,-99
1752856,垃圾,-99
4963227,快跑下午颠停,-99
4093012,为了5分钱的分红，被套住了,-99
3551103,要博国防部消息的现在可以出手军工了，我继续观,-99
625244,凭着佳通的市值两个账户中了4000股华能水电，不,-99
216771,明天给老子跌停,-99
1317546,a坏了……明天低开……今天反弹出货……开始背,-99
3290892,听老严忽悠亏死你们，大V是不能随便推荐股票的,-99
5357789,庄家割肉在刷帖子，我就说说未来的走势。,-99
4618959,散户之间的对决,-99
3774828,明显介入，不要后悔x。,-99
3172932,今日跌透满仓了,-99
1311650,600376:首开股份非公开发行2016年公司债券(第二,-99
1428540,1313,-99
2126374,主力确实不行,-99
1150156,福星股份:关于质押事?,-99
2623666,价值决定价格，不值线的老婆男女卖了几个啦?,-99
4561100,前两天进来的，开始减仓,-99
3500235,停牌都不公告么[不赞][不赞]。,-99
3814839,今日大盘在中石油的关照下没出现恐慌。,-99
3709129,快平仓，别让庄家玩死你,-99
3852432,大单压下来还是顶上去？,-99
3823264,今天要出大事,-99
5286642,安正到24元至25元在来关注，,-99
4129686,大股东趁这个机会减持，赶紧撤退，今天跌停都有,-99
117544,爽歪歪，明天还要到15.6左右,-99
3898658,留了底仓，88了。,-99
2739255,黄金南瓜饼,-99
4792161,融创系悄然增持乐视影,-99
2657739,你们真追吗？,-99
2065692,老凤祥(600612)融资融券信息(02-13),-99
2891301,我没说错吧，新华己死，，不能买了，谁买，谁倒,-99
1281227,果断斩仓出局,-99
2608409,中报行情继续展开;一季报每股收益0.67(元) 华联,-99
4157326,北导的远程,-99
4830442,次新股大出逃,-99
5491473,不管到40还是20。都要煎熬，今天踢0.78，还套四,-99
