,content,mark
182469,卖家秀,-99
2080349,新版[8股]~似美腿高跟 诱惑养眼,-99
5216861,散户还往里钻[鼓掌][鼓掌][鼓掌][拜神][拜神][,-99
4376466,9.80跑了，坐等看戏哦！！,-99
5329380,恒生指数选秀，民生教育大涨,-99
4035724,增加直接融资比例是国,-99
352144,下来怎么办,-99
232599,上海梅林(600073)融资融券信息(12-06),-99
5068550,周五能否四连阳？,-99
4736298,六一儿童节快到了，也许主力会做一波,-99
1928948,傻子太多，庄托骗子不够用，低位唱空让你跑，涨,-99
2390359,每一次买卖决策都应当尽可能地基于相对准确的数,-99
1028184,[爱心提示]IPO发行不减速，漂亮50必将是永远中,-99
3152298,这票不是一般的恶心啊！今天要不来个跌停吧,-99
3560829,联通华盛年第一次物联网卡采购项目,-99
1767731,事不过三，量能衰竭，明日回调幅度较大！,-99
2760429,明天再战,-99
4566277,维稳结束，周一股灾开始！,-99
1775921,卖吧卖吧！,-99
3466926,需要留意的是,-99
2813806,马上退市了，还开屁会，准备索赔材料找律师了,-99
296848,典型砸件股，涨时不涨跌时跟跌[傲][傲][傲][傲],-99
4808117,“老乡别跑”演成“老乡吃套”减持新规会成A,-99
2573689,QDII基金上半年成公募大赢家:但仍有26只负收益,-99
3628846,2.56连底仓都全卖了。没挣到钱，保本卖了。真TM,-99
5052327,2000万的盘有什么好洗的,-99
1915087,大家注意要拉升了,-99
3353016,G点舍弃开滦，买中煤能源。,-99
744000,这个逼公司是要关门了吗,-99
5006989,快溜,-99
4457482,可燃冰迎布局良机,-99
4627253,也该有个像样的反弹了,-99
5107640,你们随便卖 我接了 我不怕,-99
4389398,业绩大涨是,-99
5465536,603958:哈森股份关于修订《公司章程》的公告,-99
1129714,久盘必跌[不屑]n,-99
1673222,成功者失败之后永不气馁,-99
1062031,新能源汽车板块是2018年春季行情的主战场,-99
2698955,没有这个股票，但忍不住还是说几句。一是这个股,-99
2145526,28号的业绩说明会，从哪看？,-99
1560055,明天低吸接回今天高抛仓位,-99
4083542,能不能补仓呢今天？,-99
3684751,七元下的感觉。,-99
2497095,不会又是去年11.25走势吧[哭],-99
3596171,菲利华:关于调整限制性股票数量及回购价格的公,-99
1640037,聊聊假设条件中的股市,-99
1319587,中石油盘中带量上涨,-99
1415799,将中小创和主板的小盘股估值和股价往下拖,-99
4711035,有本事再跌五个点，老子加仓一万股！,-99
3361946,炒股十年修炼经验感悟,-99
439343,下午打起精神来。今天基本上企稳了，这是从左侧,-99
2725222,趋势走坏了，寻机割了吧。,-99
4201008,走了，垃圾脏股！,-99
3198407,重庆燃气 你说你们国有的 上下待遇丰厚 个个脑,-99
2792402,收盘8.40！,-99
