,content,mark
4823871,公告透露公司的发展思路与资源，安心持股吧[鼓,-99
33554,鞍钢大举买进,-99
397226,这个架势，看来未来头部已经形成，无望了,-99
1457615,无论你如何唱空，柳化明日都将创出近期新高！,-99
4921996,资金净流出30000万了，随时跌停,-99
87328,求各位大佬告知，你们所说的开板是什么意思啊？,-99
1498312,人心思涨，怎么那么多SB卖？,-99
1855945,空狗一贯使用的阴谋！！！,-99
1914011,这个时候大盘变红，估计今天又会凶多吉少了,-99
321396,今天板不板，全在庄一念之间，可是以后板不板，,-99
3014382,也是为以后着想；总是说,-99
5493867,小意思，妖股性质不变！下周继续妖！,-99
4294493,下来，我在27等,-99
1647337,坚持持有必胜,-99
3257900,601789可以五个升停迎接十九,-99
4931016,603606:东方电缆2017年第三季度报告,-99
723716,罗顿发展12月14日快速反弹,-99
3618116,长线持有，很快到25。加加加  三遍,-99
1151737,内蒙概念起,-99
1964971,金晶：再不清仓炮，P也剩不了，中投在减持，遍,-99
1448679,放开炒作，难道要逼空！。,-99
2447153,其它公司股,-99
5120260,再跌没天理了!!![为什么][为什么][为什么],-99
2206288,澳洲袋鼠目的就是想捡便宜筹码,-99
4139957,大家一起痛吃天鹅肉！！！肉少狼多过时不候！！,-99
966558,增持肯定是利好 还瞎忽悠的纯属黑良心 相对来说,-99
2234360,东西再有钱在我眼里都是东西，垃圾,-99
3228158,渤海活塞8月23日盘中涨幅达5%,-99
1495137,啥情况？,-99
1408849,钢铁涨价，水泥涨价，利空铸破管的。,-99
4709805,预测收盘涨3个点,-99
188050,从货币政策到股票市场,-99
2343145,"北京东西城将成""政治中心"" 概念股成",-99
1171919,仓位不要太重，暂时拿拿,-99
3140958,娃都可逸生俩了2018见,-99
1881968,再来一个无耻红呗[大笑],-99
4639012,买进了，开始耗时间了！两周不看它,-99
767491,这股就是短线获利股。资金少的还不挣钱。底价买,-99
2754830,七八亿的流通盘，走成这样真是够垃圾的，还是换,-99
5225920,飛影ABC被小哥骂疯了?,-99
843655,总靠拉指数也不是个办法吧,-99
449509,垃圾[大笑][不赞]专业套散户,-99
2840342,股舞人心说：我不喜欢波浪理论，不是说波浪理论,-99
5343782,南卫股份(603880)龙虎榜数据(08-16),-99
1770619,上午冲高洗出去了的，下午要后悔！估计下午要拉,-99
5494053,不要进，收盘必定飘绿 开板这么长时间，散户进,-99
2209548,心里只有两个字,-99
881710,逆回购： 相当于是央行缺钱的时候，把利息放的,-99
1663268,期货概念，周一必火[微笑][微笑][微笑],-99
1421687,虽走坏但地量后会有反抽,-99
5484960,盯了一年了，醋化，我来了,-99
4458915,嗯，一点尾子，全抛！卄卄卄！！！,-99
5474198,这就是克来几点的历史大底,-99
3528217,潜伏的好苗子！观察中。。。,-99
260377,入第三期涨了,-99
5070324,中字头拉升带动大盘反弹,-99
3118388,想换钱的赶快走啊，因为有人不吃饱不让你涨。,-99
5202775,快跑,-99
990530,这是雷打不动的事实 ,-99
2193127,继续入货,-99
4602135,别硬撑了好吗?跌是主题曲，躲得了初一躲不过十,-99
5461730,跌才有机会，涨就是圈套,-99
570581,神吹宝沃的，估计没几人亲眼见过宝沃，总是认为,-99
1311271,这也同样是多头的时代。,-99
571802,大恒科技(600288)融资融券信息(08-30)。,-99
4102009,操盘手，爷教你一招:明天来个高开拉高然后低走,-99
736665,今日本机构早盘开始打压至11.2下方后，反手11.2,-99
971568,我已经彻底疯了，你可以涨了，你的愿望达到了,-99
5514764,唱空多了就是要涨了，要是唱多的人多那要小心了,-99
4920695,就你太不争气了,-99
5186318,603778,-99
3722844,真牛,-99
2175258,"万业企业 ,今天压力位 13.59 ,支撑位 13.26 ",-99
2062921,海航系险企背后的股东,-99
803868,马上就喷了！都准备好了吗,-99
4994807,没走的，可能没机会了，看看我新彊众和的判断！,-99
2907609,。。。,-99
4048337,交通,-99
189512,国投安信就是自贸区和国企改革理念坑爹的货。,-99
3552233,中字僵尸股西电创36个月新底,-99
1490513,炒次新股就是有高送转预期，现在高送转被全盘否,-99
4259987,603090,-99
2715215,托单必破！,-99
5082218,小心凸燃涨停了,-99
2484073,已经调整到位，就看主力资金何时发力，没有热钱,-99
968343,抛，往死里抛，俺往死里吃,-99
4632017,二股东要坑杀大股东了，散户们一起落井下石吧,-99
666170,静静的等待 长城电工的爆发,-99
4579755,重大利空！！！！！公司内部防止高管减持，委托,-99
2146529,形势怎样,-99
1314166,宁沪高速(600377)融资融券信息(09-15),-99
