,content,mark
756346,为什么！既然不看好全柴动力，为何手上有这么多,-99
5502520,ZJH有本事查查这货,-99
580361,山西企业难道都要倒闭了吗？好多企业股票都不可,-99
1356545,"今天通灵珠宝赚4,5个点，这股赌周一反包中阳！",-99
2490367,今天收盘10.26不然又是白玩,-99
1013260,大买办你是怎么揍出来的！,-99
4977936,圆通战略,-99
1873808,楞没跌停，人家庄多厉害,-99
4336467,再跌下一点，让我再补点吧。,-99
1308417,收盘6.73,-99
1642637,断子绝孙,-99
2384058,看他照片就是山区的，初来城市就忘乎所以。哈哈,-99
1169130,傻逼们不离开这里，不会涨的，傻逼请离开吧！,-99
1784329,被套的活该，这个股用钱去投资河北了你说能涨吗,-99
2242253,中关村，就是电子城的一张名片。那个省市不认帐,-99
100195,上半年直接融资1.18万亿 下半年解禁市值超3万亿,-99
5002263,市盈率25的小盘股找不大到,-99
3250462,庄家机构在利用基本面,-99
408981,看来又要跌了,-99
2628337,今天又加仓。,-99
3896020,经济靠地产，军事靠茅台,-99
2205575,到位没有，畜生，主力该拉升了。,-99
4820344,咸鱼能翻身吗,-99
3125197,这么大一笔卖单！好！,-99
3447079,西部黄金赚钱的报道，看看比例！,-99
3344851,别试盘了。在试也没人抛了。。。小心筹码试丢了,-99
4694815,庄家太卑鄙，打压散户拿筹码,-99
1764670,大批药企停产在即，波及28城市 采暖季近在咫尺,-99
3042789,警惕蓝筹股回调可能带来的整体性下跌风险,-99
948202,今天走势：空头稳稳的压盘，每一次大盘上涨路上,-99
4634453,停牌？,-99
5027587,有没有今天挂在97元卖的,-99
775773,融资的只是异想天开，坐瀑布吧。,-99
4204473,大资金筹码还远远不够，要抹到年底了。,-99
545914,周一大盘受道指急跌影响而大跌是正常的，10大买,-99
1826942,高速环保都大涨,-99
3767122,死了又死还是死了[亏大了]4.44很好,-99
841362,大概率还要跌…,-99
3638620,即将爆发大反弹的成长股：600613神奇制药 60045,-99
3309474,无论周一到周四是红还是绿，反正每个周五都必需,-99
2552581,收盘9.84元。,-99
1223093,什么鬼？怎么有点不适应,-99
3222150,龙头根基不稳，只有华泰证券独大 买进评级，东,-99
4504299,谁在买，谁在卖？？,-99
5488404,不跟雄安沾边的时候也比这价格高,-99
2748709,我跑了，哈哈哈,-99
921303,2017-5-24（星期三）收评：,-99
787403,快跑。,-99
4511645,筹资总金额,-99
1811862,没事，你们快跑，我掩护，我牺牲了不要紧。,-99
3533947,坏良心黑股,-99
3625180,“三八”战略收官 广汽自主品牌再升级,-99
664549,手索罗斯旗,-99
3537673,都说大盘涨是大盘蓝筹股的功劳，我全是蓝筹股，,-99
1272048,而从中长线的角度来考虑,-99
5198884,经懂事会一致通过，公司改名星光墨迹2017-9-29,-99
551805,加仓吗。你们打算多少加。10.5吗？,-99
3438482,东方财富和同花顺均显示资金流出，上午还流进，,-99
1826179,4月29日,-99
5458305,拉,-99
3947750,呵呵，逼你们去买机构抱团股,-99
3679822,合理名称，害群股份,-99
1491365,狂拉上证50，郭嘉队居心何在？,-99
2708378,携手360，参与万达私有化 皇氏集团002329 联合,-99
116121,今天福高投票怎么投啊，求教,-99
5219881,牛逼的烽火通信，甩你个垃圾十条街,-99
2303274,最新版* 美腿高跟 诱惑养眼 鉴金(8股),-99
2433007,大C浪也许会来，但绝不是在今年！本人认为5178s,-99
1653485,?最新爆料? 驰宏锌锗主力异动，本周变盘一触,-99
3629442,每天一两分一亿几千万交易，倒来倒去手续费不贵,-99
1368012,被洗出去了,-99
1723152,18.01分等你砸。,-99
2510732,好久没发言了，来个秘道消息！。,-99
5008775,3016十8祈求中得一签[鼓掌],-99
644986,都是散户在卖看来还可以涨啊,-99
2617150,此股15分钟线、30分钟线、60分钟线已见好,-99
280338,加加加加……,-99
5534237,做软件的一季度都不好，收益要看整年，但做为上,-99
1382682,金于军和于学东难道这么好的人才为了生存当保安,-99
5217513,初步确定目标是在15元左右。,-99
3666473,不要停，十万手封死他！！！快点封死！！！,-99
2157593,赚大发了,-99
398293,"7.50 3w手一口就吃完了,真牛啊",-99
1849764,瓜皮一地啊~奶奶的西瓜水[微笑],-99
1442976,j未来的海洋水下防御武器系统军事龙头股票全球,-99
4587593,今天次新股疯了,-99
3377395,5,-99
958553,[大笑]这屁股今天居然是红的,-99
1977681,大盘:你的红了，正如我的依旧绿。我总是绿得比,-99
2416567,卖受不了[心碎]，亏300多[哭],-99
2889832,太过想象，不就是低价,-99
57826,国庆前无行情！。,-99
4971850,中曼石油基本面对应股价客观分析,-99
653296,有病吧？,-99
