,content,mark
3191355,浙商证券，银河证券气势如虹,-99
2809425,力挺鹏博士,-99
1470569,又软了，真是三秒真男人,-99
3416113,庄家无意拉抬，能3.84收盘就不错了。,-99
4877976,不要掉以轻心 泸州老? 财神菩萨保佑我中签[? 去,-99
5545092,搞不懂，为什么呢？,-99
5281411,跟你讲现在就一个操作，要么装死，要么卖出，千,-99
1843292,大脑壳满脑子是狗屎~~,-99
69307,[滴汗]跑,-99
4610165,主力还有得救吗？。,-99
1382254,股，看到你,-99
1470793,做空势利好猖獗！,-99
1518406,目光要远看 格局要大点 行情远不止于此,-99
2987503,还有人卖，佩服的五体投地，难道不看大盘吗？,-99
2265258,多余的股权转为优先股,-99
2092387,半仓买进！,-99
5331048,大快人心，终于回本了，清仓,-99
3231023,上影响贷款额,-99
1623209,样,-99
1085150,卖的多！,-99
2328842,在压价吸筹，等待时机拉伸,-99
2642102,有可能提高到更有效的层次,-99
2128515,作为装配式建筑设计龙头，股价连续大跌太差了,-99
728020,量缩小了股指走不高的，会掉下来的。。,-99
4929550,还不如买山东出版,-99
2806067,一份信心，一份努力，一份成功；十分信心，十分,-99
1490485,烟锁秦楼,-99
2027131,保险银行等股票盘中出现护盘迹象         k,-99
434109,今天开始又回来了！,-99
2620685,散户必看炒股格言和现金策略！ 孙子云：先立于,-99
4721661,今天叫空的多啊！是好事！,-99
2259793,陆家嘴(600663)融资融券信息(08-17),-99
4611316,黄金矿企坐享金价上涨红利 或加速海外购矿,-99
521913,发不了图？,-99
2004814,百万手大单连续拉板，以耻国辱！,-99
1586477,不打个跌停是我孙子！擦你妈！,-99
1869645,创指的光头小阴线也主要受到了10日线的压制,-99
1895105,真的弱暴了,-99
1357109,我竟然没被洗出去，主力下午求给力点，我到处给,-99
2834210,嘉兴1傻逼，看见你在股吧做空托，本散就坚定了,-99
985915,前三名在换，可是南钢一直稳定前三名，跌幅，哈,-99
1426430,王总，赶紧响应中央维稳精神增持股票兑现承诺。,-99
1321112,看日线图,-99
5297564,昨天好不容易才买到华荣5000股。不知道今天能否,-99
3956668,估计拉涨停不需要二千万[滴汗][牛][牛][牛],-99
4981181,丢掉了所有的拉芳洗发水，垃圾，不用了,-99
278527,希望大家理智的分析这次的重组为啥吸引踏空狗狗,-99
2095727,已割肉 真的巨亏[傲][傲][傲][傲][傲]x,-99
4986172,徕木股份股价预测：你们觉得这个月股价还会站上,-99
3132286,短线目标  日布林上轨 32.18,-99
1901251,今天就盘在这了。,-99
1031181,此股一直说60均现扣高，再过一周才会攻！！,-99
1666653,如果我们认为通过证券投资可获得正常的或是标准,-99
3532230,三角轮胎是最不要脸垃圾股,-99
2947456,"必答卷人工智能Q5K, 听到请回答！",-99
885822,今天梦舟还雄起的啊,-99
2708337,今晚消息汇总:保监会：允许保险资金参与深港通,-99
1325137,"这垃圾股太垃圾, 好在早上清仓了!。",-99
4416182,到26.5全仓他,-99
4803761,一直利好消息，这货今天要雄起了？,-99
602841,继续乘上运动服装的浪潮,-99
5048910,炒股道德经,-99
231481,直接告诉我什么时候复,-99
3461626,奇葩股市中国特色国家控盘股指上涨股价向下90%,-99
4731914,预估18个板，如果提前开板会很快封板。机构手中,-99
4605639,明天跌破10.50,-99
102407,"国家队护盘决不能乱拉两桶油和银行股,唯一可行",-99
3916389,哥哥该发车了，[大笑][大笑][大笑][大笑][大笑],-99
4618564,跟着这样的垃圾庄，结局只能是喝西北风,-99
5093712,这票是死了吗？光跌不涨,-99
5478741,#天目湖年收益至少2.33元!仅7-9月收益就达0.492,-99
3988115,马上要启动了，抓紧上车,-99
4946564,看一下千档,-99
1392879,刚红就大单咋[不赞][不赞][不赞][不赞],-99
686628,这吊股谁买,-99
1257897,拿住了,-99
1575293,下周准备买000887，请帮忙看看该股有风险吗？,-99
900767,“只基金：月日日借钱满仓过节”,-99
680775,几个跌停？,-99
2527696,勾日滴董秘电话多少?,-99
3416991,明天是涨是跌？哎，太磨人了,-99
268708,股市连续7年走牛。,-99
2328763,大多数个股主力配合来了一个高抛,-99
4009788,中车赚的利润回来买核电,-99
5184410,又吃药了,-99
4340059,"我小的时候,就幻想着,机器人是真的么？没想到还",-99
2981719,"大盘创新高,回调买入正当时",-99
3875672,2017年7月24日 星期一早 在这里，读懂世界,-99
798980,就看以什么方式收购。是现金收购还是发行股票收,-99
1335116,公司中报出现大额长期应付款，源于什么原因？哪,-99
3658887,脑筋想想吧,-99
1410866,维稳何时了？了了又咋样？共计2800顶多剩一半！,-99
321170,结出累累硕果,-99
2292050,关百豪名言：抓住机会，富足一生。,-99
5089919,上涨时比乌龟还慢下跌比兔子还,-99
4833299,该加仓的加仓,-99
2588772,妈的，又下来了！。,-99
1569913,法制晚报,-99
212629,奶奶的，怎么天天跌,-99
988285,10.82等你，慢慢跌吧！,-99
3137820,从十年前的京东方落后三星3代技术，追到今天只\t,-99
2050298,按理说应该跌停板的，为什么没有？,-99
5425698,世运电路：被遗忘的5G概念股,-99
3583650,19.91元买进国泰君安() T加0合适机会，最低19.8,-99
659978,股市正在转弱！,-99
3208488,抄底成功，明天开始上攻！,-99
1306888,只有珠峰是锌股，其他都是假锌股，赶紧抛哈，哈,-99
4763913,准备进货，提前谢谢主力发钱,-99
4888446,真不明白主力为什么不拉，这么底价位拉3个涨停,-99
3184325,哇烤，银座股份洗盘成功？历史底部放量爆发？？,-99
5297822,快跑！空仓[空仓][空仓][空仓],-99
493313,妈哟，好不容易涨一点，立马打回原形！。,-99
281142,也不赶紧趁资源股休息把资金引过来，傻逼主力奥,-99
1625228,600488你如果不大跌绝不买,-99
444664,为公司保壳创造有利条件,-99
1685551,均线都不碰，有可能瞬间跌停,-99
1331822,下午一点必定高开3个点，然后拉升涨停，新药公,-99
5215146,三大数据盘点A股上半年 龙虎榜等存量资金都去哪,-99
4354363,不是很强烈,-99
2277653,离决战……不远了（还有十个交易日） 大决战打,-99
2587135,哪来的套路,-99
160440,主力挂上单子忽悠散户接盘啊，草，卖了！,-99
2302092,平价以上售出的股票1900年1月价格 1948年6月30,-99
5296790,603855华荣股份，一股套了10块钱了，股神大侠们,-99
2022136,名词解释：承诺,-99
3158061,自选中跌第二小的一个，，贺喜啊，操,-99
2495261,能让更多资金流到消费市,-99
784930,50快扛不住了，若砸盘2400指日可待。,-99
1212140,不过是浇灌韭菜的行情罢了,-99
708463,荀玉根：漂亮50主要由公募和陆港通北上资金买入,-99
2495622,天天跌啊，恭喜发财，幸好跑了，富达不看好,-99
1800484,下午拉升 关注,-99
1967039,量,-99
3227614,尾盘买入三千股,-99
3608115,听说郭家队也被套了，有什么怕的,-99
4402419,早上做T成功的是高手啊？,-99
380544,出国一周，今日回京，本来做我们这一行，说时不,-99
4701968,"证监会核发7家企业IPO批文 拟筹资不超过32亿元,",-99
2491792,东旭光电还能继续持有吗？还是卖掉啊？\t,-99
4960828,603617,-99
3145504,收了不义之财的做空们，肆意在本吧散布谣言,-99
2486761,天天新低,-99
4988968,"中线走好,空间巨大。",-99
636279,居然有那么好的事，立马行动起来,-99
765988,7.11走向,-99
2944797,晚间重要公告一览：乐视致新更名并变更法人,-99
2572183,什么鬼[不屑],-99
2199805,外高桥(600648)融资融券信息(11-29),-99
3623862,《盘面提示》,-99
2269273,今天再跌，可以买了,-99
114250,快上车吧,-99
4129962,不妨拭目以待,-99
1615337,秋风起兮，“光模块”飞扬,-99
1883574,卧槽，迪马怎么回事，才4块钱了？,-99
1880350,热点预测 粤港澳规划。,-99
1303343,没有套牢哪有真知,-99
1414612,从来没有一只票跌到向你这样敢稳当加仓,-99
4110469,超跌反弹随时展开，不要再轻易抛了！,-99
3700950,真是无语了，这个位置不想要筹码的大主力怎么不,-99
3275129,霍金,-99
2682522,广誉远(600771)融资融券信息(10-11),-99
4884311,根据k线走势分析明天大涨,-99
2313054,600678:四川金顶2017年第三次临时股东大会决议,-99
3168424,今天谁砸盘谁向老天爷报道去,-99
4151633,今天有事早晨手机 28.5挂单买进10手德新交运仓,-99
2058508,扭亏为盈，公司官司即将处理完必，问题股份也分,-99
2240264,信邦获行使部分超额配股权 现挫逾半成。,-99
213638,难回本,-99
5374274,11.30早盘必读：支付宝首创杭州道路停车无感支,-99
4166750,谁敢于我打赌凯众下周创历史新高,-99
3763465,你好死了-滚滚狗狗死g股,-99
4816048,请继续跌，我好加仓啊,-99
367447,谁能告诉我原油期货在拖什么。为什么迟迟不开通,-99
702385,八元见，不跑骨头都没有了,-99
4111298,送股掩护解禁股东出货而已,-99
4900985,603589:口子窖独立董事关于公司对外担保情况的,-99
3646256,无意中来到这里，路过看看，留个脚印[拜神],-99
2771421,关灯吃面,-99
4798719,这股很消停。任你怎么跌，我是不会拖鞋的。。。,-99
4226478,连续5天收盘2.29元！主力真是有耐心啊！,-99
5495441,603976:正川股份:申万宏源证券承销保荐有限责任,-99
2038958,进行利益输送,-99
1167043,买20手玩一下。,-99
595999,把死蛇地产玩活了。[大笑][大笑][大笑][大笑][,-99
2594370,雄安新区 锂电池概念股龙头 主力布局35亿资金,-99
4769633,主力让你捂，你特么个鳖孙抛这么快，煞 笔啊，,-99
3644749,抄底的时间快要到了，时刻准备着,-99
342879,这是要死啊，疯狂出货,-99
952445,散户太不团,-99
4294334,求中签,-99
938523,食人鱼啊,-99
353959,还木有新旨到吗？,-99
2670175,次新股年报成绩单抢眼！逾8成业绩报喜,-99
701704,哈工调越来越亏，锦江不会做财务投资，转让股份,-99
3767845,该飙升了。,-99
2249283,我想让你有,-99
4253010,35元等着。,-99
785763,见过不要脸的，没有见过这么不要脸2的!,-99
5005945,中国证券网讯（记者 宋薇萍）上海出入境检验检,-99
1301008,斩杀军工板块[不屑],-99
