,content,mark
1125254,刚刚来看什么又跌成狗了,-99
2497830,"庄家自己卖自己买,1元一炮",-99
5139364,主力流出160多w 就跌7% 大股东要不要亏出翔啊,-99
1253915,破8再买，主力不善,-99
2997563,博瑞传播(600880)实际控制人变更为成都市国资,-99
6896,但美中不足的是多头量能的释放也不够,-99
1402377,海润与华锐价格拉开5毛了，要追上得涨40-50%，,-99
2705487,收宫战肯定收跌了,-99
4642436,然后继续下跌。套路,-99
2796923,草包，学人家跳水,-99
2328822,新年之前股市会拐头向上，中国股市成为全球最强,-99
2591934,3只乌鸦站枝头,-99
2938003,既然抓住了高送转的大毒瘤。,-99
2501649,你再跌，我就敢补仓，有本事破3去,-99
2996410,下午开涨，会放大量。 下周开始涨停。,-99
1446383,这股洗的漂亮,-99
4273589,通知，明天早上高开出货,-99
750779,盘面暗流涌动，有消息出了,-99
3755157,周德元，王同渤未取得证监会的独立董事资格证书,-99
3406799,1.最新提醒,-99
1893147,狗庄啊？狗装，你怎么不去死。,-99
4870667,我没在里面，自然想着跌好,-99
1702095,士兰微，白菜价，看好的化，长期持有，不要瞎折,-99
2476247,今天横盘一天，明天继续大跌！,-99
2240233,不会涨停板！,-99
2523112,我来了,-99
25143,东风的操盘手一直就是这个鬼样，你们懂得,-99
3346037,日下午，广东省,-99
1742993,骗非菜[大笑],-99
3877526,今天我决定入。,-99
4162125,我卖了 可以涨了,-99
2771356,重组成功8元股价不是梦，赶快布局,-99
2080693,市价总值（包括国有股）损失,-99
2086698,进行利益输送。,-99
4612934,理性投资 不可盲目,-99
33759,卖单如山，长个毛呀,-99
5246697,怎样看今天大股东的减持潮？,-99
3435823,高于10.4的话，谁卖？肯定是打压到要约价以下才,-99
2092631,看样子今天收盘价16.25左右,-99
3758146,601601:中国太保日常关联交易公告,-99
5077531,这股主力出货了。等着散户站岗吧！,-99
642038,600186:莲花健康关于转让河南省项城佳能热电有,-99
3570178,601336利群股份，明天开始可能不如上升通道。,-99
4926581,卖了,-99
2592068,上实垃圾主力今天收盘在7.18下方！,-99
5037301,让他个头尔特热忒 而特,-99
2907142,反正我挂14.3买500股都买不到，是真跌还是假跌,-99
4397546,怎么还有人卖啊？ 谁啊,-99
5036886,大家见证了24/25的指定下跌日了吧！[胜利][胜利,-99
5232865,卖了这货换普丽盛啦！感觉明天大跌,-99
3495091,都跑了嘛？那我们加仓！,-99
5373250,85656+3恭喜,-99
697139,疫苗：从国家食品药监总局获悉，10月19日，国家,-99
1001972,每天打开,-99
4737737,真是太垃圾了，拿了吗那么长时间，还是这副鸟样,-99
3312670,不给力走了！,-99
4095658,空方与多方大战了。。,-99
4438433,准备清仓销户,-99
4210766,走势不妙     算了      撤了,-99
1356957,明天走，跌停也走。,-99
5009441,2758+10中签[微笑],-99
5072935,复盘点评涨停牛股+版块解析+压力位预警,-99
3150140,大败还没起呢,-99
3489069,认为凭借自己的力量和努力一定能够在这个大都市,-99
2171731,朱么么预测,-99
1704981,不只是要在涨势中保持着,-99
389153,不管浙江东日是高是低，只要不回本老子拿到死也,-99
3292745,无惧短线震荡 逢低布局正当时,-99
1296098,张绪归何暮,-99
3831143,今天没有暴跌我已经很满意了。,-99
