,content,mark
4150882,我还以为涨停了,1
97524,3200点只存下心里上的坎，3300点大盘必得,1
4631332,没力了,0
3601141,不要走决战到天亮,1
1333785,前几年的10亿房地产减值呢？。,1
5475969,会跌破25的，昨天告诉你们了，空仓时间到了，你,0
4325937,上述配资人员表示。,2
4954050,一鼓作气补19的缺口再回落？？？估计难,0
1317364,今天来之不易的大好局面又丢了。,0
2593869,[图片],2
5527379,真不要脸，前天跌5个点，今天应该涨起的！黑心,0
4539173,2gddf军民融合龙头股002413雷科防务布局雷达产,1
5398851,买吧 还等啥 相信我 没有错,1
3453050,都已经跌的怀疑人生了，H股反弹你也不涨。,0
2447524,创业板已成新经济晴雨表 连创新高有一,1
4510696,这股一复牌，是凶多吉少啊，想空仓都没法跑，不,0
4556575,昨天庄家应该知道有利空消息要放出来,0
476921,这他么的跌了多少啊  垃圾啊  举报 不合理的行,0
3920204,明天低开低走,0
2646155,华信投票也在紧锣密鼓进行中，三板场面喜人,1
2627924,没有散户跟，主力蒙圈了，哈哈，坐等破7后寻机,0
3554881,更是前十大股东均是自,2
166065,徐工出现圆弧顶嫌疑，后市令人质疑。[为什么][,0
2413149,隔夜信息面还是一如既往的平静,2
2717115,[图片],2
4440414,我要看涨停！！！！,1
5299747,深套无语中,0
3150720,大晟文化8月11日盘中涨幅达5%,1
4904776,4281十1，8789十9[拜神],2
677362,狗庄去年婆婆妈妈，结果狗主力最后过年被肖大骗,0
381656,妈的，搞什么都不知道。跌起来五个点以上，涨起,0
735244,操盘手不及格啊！,0
5399,",涨势形成不得不涨,跌势形成不得不跌",2
649769,兖州煤业(600188)融资融券信息(11-30),2
5404671,该公司发布公告,2
3066630,这么少的净资产会拉升么,1
4388198,兰石重装(603169)融资融券信息(12-18),2
3548555,大盘创新高了。,1
2629506,恭喜今天买到红阳的,1
3547510,从短线来看，客观得说,2
4533393,趋势投资 穿越牛熊,2
1404114,倒数龙头第一[大笑][大笑],0
2308194,既然抓住了高送转的大毒瘤,0
846709,只有天在上。,0
4037112,大家都是成年人，说话要客观，股价是我唱下来的,0
1794020,600644:乐山电力2016年度经营数据公告。,2
5435633,操你娘！畜生公司,0
768441,快跑这公司没救了,0
3152337,只看不买，看主力装逼,0
4615728,中签中签！必须的，就是这么溜！,1
4975006,万亿规模“国”字头基金助力国企改革 上海国企,1
3953738,节后一定会涨，过3400是大势所趋，八一钢铁是龙,1
1969187,刚说完就来了，绝望绝望吧,0
3707331,主力就是卖但是跌不下来啊,1
5171393,关于中马传动股票涨停计划的公告 因公司公告彼,1
1288467,完全没有底了！彻底漏了！,0
4985672,韓志国说得何等一针見血。好样的，有良知的经济,2
5425701,现在 的 价位 等于 刚上 市 的 新股，为什么 没,0
793836,15元左右会震荡一段时间，让五一前停牌的一群人,2
1983629,北京证监局：中科云网,2
3525682,提前祝吧里的空逼，空狗，穷逼们节日快乐了！节,0
253537,块多价格还有融券的，你是有多黑良心呢，还是确,0
3308898,周一涨停！机械租赁龙头！,1
2238707,公告应该快了,2
3268339,十年前宝胜营收39亿净利1.3亿，现在128亿净利1,2
2318994,没量拉屎吧？,0
3392057,亏了十万，这个股票近期不再碰，庄太邪恶。,0
5398754,真空测压！呵呵呵,0
3108724,亚泰集团(600881)融资融券信息(08-04),2
1657831,今天至少涨2个点。,1
2383075,机构投资者可以通过股指期货与ETF基金来对冲股,2
3762596,601607:上海医药关于全资子公司获得药品GMP证书,2
4358495,垃圾股,0
2499800,"奇怪了，为什么今晚会没有公告。。。。,难道是",2
4722425,要砸跌停的，曹尼玛的我特么的等你,1
4591447,未怕金吾呵醉,2
2137248,百联做上海国企改革的探路者，锦江做国企改革的,1
3213670,尾冲进必须停[胜利][胜利][胜利][想一下][想一,1
2931702,基本上可以把今年上半年的亏损抹平,1
5006097,开板做到现在！熟悉两个字，感觉还可以继续做！,1
5452938,买什么次新股，风险这么大，不如“买”新股，低,1
1936255,看这表演，周未得发14只新。,0
3474685,长线金股“卖出就购买不回来了”说得在理。,1
5181168,这狗庄没拉一次就得调整1个月，慢慢熬吧！！忍,0
5325372,惨无人道是000676 一路下跌，都亏光了,0
2998532,暴跌倒计时,0
235313,昨日喜庆吹猪急于卖出梅林弥补平煤股份亏损,0
433062,我的成本是10.86.什么时候可以赚，今年过年都没,0
617655,再次跌,0
2027573,狗庄，终于硬了。。。一次。。。,1
4239319,散户就是可怜，在没庄的情况下都能把自己玩到，,0
1219087,三季报速递：亚宝药业2017年前三季度盈利1.48亿,2
163461,广生堂一剂强心针旳也,1
1693012,请尊重主力，主力也需用上涨来赢得散户的尊重。,1
333786,但还是靠权重护盘,0
727471,点点抟作雪绵松润。,2
3462842,我反正出了，祝留下来的朋友能回本[空仓]q,0
477106,注意看，二股东增持的股份为1928.8888万股，谐,1
1639013,要么拉涨停要么慢慢洗，你看着办主力哥,1
188860,完了癌股有找到下跌的理由了,0
4695358,今天又没戏,0
2400026,没气了！,0
2128334,[大笑]雄安昨天买的 今天又可以割一茬嫩韭菜,0
2639989,600761:安徽合力2017年半年度报告,2
3915409,妈的，大盘大涨时大连你却升两分，大盘没有大跌,0
117143,每个周五与周一都会拉指数，都1年多了，规律，,1
3715936,张裕A(000869)融资融券信息(07-21)。,2
1515944,有货的赶快卖，是反抽诱多再跌回起点，继续跌穿,0
3564442,当时在银河，华安，第一创业，東兴里面选，鬼使,0
5142746,鸣志电器，终于红了阳光甚好，继续持有吧，明天,1
249722,宋都股份(600077)融资融券信息(09-14),2
4593890,8元第一目标位，玩得起吗？,1
