,content,mark
3179890,大盘明显的下降趋势， 年前无行情，空仓休息。,0
3854970,光大证券(601788)融资融券信息(09-19),2
3441495,很多人，炒了十几年，甚至几十年股票,2
2549918,长汽挫逾6% 遭中金大削目标逾四成,0
1027587,做数据，造假象，呵呵呵……。,0
1778204,别傻了，十月底肯定停牌重组，过了时间，股东就,1
927983,朋友们，分红，填权，快买，我80万满仓北京城建,1
1378444,可笑的深蹲，会撕开裤裆的,0
3771706,神经病集中营，具体见 昨日帖子内容,2
2906457,600829 一点拉升五个点以上  恭喜昨天买进的粉,1
725061,……10.76干不会错！底部在靠近。明天走,1
1312730,全符合“权责发生制”原则个有利于实现代,2
3627465,智能网联汽车国标即将出台 产业链有望迎拐点,1
233322,估值低于行业平均水平，暴涨会有时,1
663927,看涨：西水股份 华资实业 佳讯飞鸿 中源协和,2
1424551,唱多的演双簧哪俩托，（千年行情及小散410）集,0
951751,养老金可以接盘了,0
3773747,好伤心啊不买核建就是傻逼，小东你5个月前就告,0
2053853,在这些次等公司不景气甚至有些无望的时候 ,2
4788404,散拉主出,2
585958,第三季该有大概10亿的非经常性损益的利润，再加,2
3847950,11月22日晚上实况神圣跌幅榜复盘+每日观察+每日,2
421767,周期股这两个月的调整中股价基本腰斩，甚至部分,0
4426227,崩盘了吗？谁买套谁,0
4589211,39进来，现在可以走了，各位拜拜,2
4804345,给人家煌上煌提鞋都不配，老子现在天天光顾煌上,2
2901180,人家炒股就那几招 足够了 而你。,2
361972,"早盘军工股以中航飞机,中国卫星等保持稳健做多",1
4275995,.直播到创业板炒底良机将到！,1
1213182,不要成妖就不会被捉，慢慢涨,1
3191802,无锡行发转债应在13.98元！,2
317220,晚间公告停牌收购,1
416712,等着吧。更换交易标的公告,2
3774612,前4月A股复盘：超七成个股下跌 炒地图成牛股集,0
4111808,钱哪里来，要不要定增,2
1972766,先留个纪念,2
2506030,买盘意愿不强，而且抛压大，今天收盘破17元。,0
2541406,我觉得会长,1
4240482,前两天买进的是不是怀疑自己的人生了，今天可以,0
637853,大白马调头兑现，大资金将入新坑,0
3785698,赶紧跌停，我好买一手。等的瞌睡都来了。,0
2911210,香溢融通(600830)融资融券信息(07-13),2
1444019,原来是进二退一，即进3退1.24 。,1
3764600,改名叫上海医鬼,0
3351914,涨 涨 涨,1
4394154,衍生出更大的风险。,0
1729396,请小散清仓茅台，这已是头部,0
4463660,今天继续没戏，没量，压盘不断，太明显了,0
625471,佳通三改必须先把质押的股份赎回,0
3117066,博闻科技,2
4336,朋友们等着发财吧！！！,1
2673493,够达到万亿元人民币”的目标，,1
4901148,603589:口子窖关于2017年度日常关联交易的公告,2
3358617,又是第一，会都开完了，搞那出？,0
1332105,杜邦23.927.8  27.4  3.2319.5,2
106570,中信证券与金融界战略牵手 用智能科技为证券服,1
3237492,我错过了张,0
4343408,这里没有庄家，只剩下一群战狼！,0
3408868,大妖股，真猛，天天涨，牛,1
5525304,我也出了，蹲了快1年了……毫无收获可言,0
3548576,新班子应有新气象，懂秘出来说说有什么新的打算,1
4183956,三十六计，走为上策。,0
3590061,今天低开低走 再砸五个点以上 立帖为证,0
2779637,喜讯!恒天软件成功中标上清所大型系统咨询项目,1
75306,国际化现代能源企业发展,1
2546348,翻阅而出。,2
1746989,死狗,0
3281679,大家一起探,2
178651,航空航天类股票冷了几天，短线进仓有利可图。,1
1422444,乌云压顶！,0
994839,浦东建设(600284)融资融券信息(05-23),2
617398,炒股想赚钱先放弃4种股票,2
2868775,做局的意圖很明顯。,2
2486257,看明天吧。围绕拉升不是啥好事,0
3381844,世界VR产业大会筹备工作会议,1
4178170,下午拉五个点，别卖，实力没用,1
4643906,果断放弃你,0
4929810,珀莱雅有230多万粉丝，假如每人自愿持股一万，,2
226407,到底要解决中国,2
4882019,快砸到33以下加油,0
1897213,现在可以进了，大家别犹豫了，时间点到了，开始,1
3355685,中金：短期关注股票配置机会 低配债券和房地产,2
5293565,603848:好太太首次公开发行股票发行安排及初步,2
1437278,我在上证E互动提问了[微笑],2
630136,5G板块在中兴通讯的带领下大幅反弹，生益还在砸,1
252103,这东西总会涨的，没耐心的真的可以离了。抱这种,1
549277,还记得招商证券吗？上市也是破发的。,0
314235,银行股跌停算了。,0
1356717,惜售明显，等待庄家作为,1
3879396,一支穿云箭,2
345086,正常回压。,1
1666918,再一次大胆预判，绿光15元是历史铁顶了，绝对铁,0
2884459,该公司并无保壳之忧。,1
5411438,我觉得苏博特和佳力图是同一个柚子在做，看看晚,2
3720420,存在退市可能？,0
2332692,估值错配-央广财经评论说起，谈长电的估值。,2
3895599,此股我折了70%后，狠心空仓走了。由于太伤心了,0
3120552,什么正负极世界第一，狗主力滚开吧...,0
1982354,中石化系,2
2839891,物极必反之绝版低价高送转，这两支10送转20以上,1
223964,今天是彻底歇菜了,0
2240709,什么吊丝股!大盘涨，你跌;主扳升，你跌;房地产,0
5156196,，又开始拉保险板块了！,0
353382,要拉可以拉了 没时间了,1
5264503,两根避雷针，看你们还敢买入？[大笑][大笑]我们,0
1815395,大道至简，悟者天成！在一片不确定性当中寻找到,2
4961189,君禾股份11月17日盘中跌幅达5%,0
4091993,对于执意要推出高送转的公司来说,2
3560532,数据揭秘。,2
4422138,看样子真的砸不下去了，等得好累啊，17元的单子,1
2673632,再一次受到冲击；随后,2
265496,都是假象……,0
697749,都是大单出，小单进。,0
2052057,再打压开始毫不犹豫主动买套山东药玻。l,2
2897925,田区本月依然只有一楼盘成交。,3
2056425,中毅达 织布机,2
3349610,希望下午主力进入！,1
2112662,每个周五与周一都的拉指数，为了发X,1
2551257,量增减缓论量缩 量缩减缓论量增,2
5268206,垃圾坤彩，次新涨你不涨，等次新回调你肯定是跌,0
1994515,洛铂持续放量 销售费用控制提升利润水平,1
2259694,提前放假，过半个月回来看，,2
565460,买买买，未来翻倍白马牛股,1
1042415,跳水啦！。,0
2507586,不翻红红就不叫大A股x,2
902030,这次反弹看你了,1
872987,只知道跟着市场的节奏舞蹈 只要跟着市场的节奏 ,2
2459635,又可以发新股了。。。。,0
450706,600133.600758.600067.600123今后牛股,1
