,content,mark
4674349,垃圾，走了，留下的好运,0
584661,大秦线捷报频传，9月日均运量再传佳绩！。,1
3833829,我开始赚钱了啦！,1
331772,8888888888个毛线么,2
595655,今天买进的大单肯定是做空的。,0
1117422,一位短线高手揭秘短线不能买的股票，再忙都得学,2
2178237,说了此股涨不了 哈哈哈。,0
3885305,为什么中国股市不是价值投资呢？,2
5446751,睿能科技：过48.25元必涨停！！！,1
3072032,眼瞎选个这b股。,0
4288759,表现不错  还等你飘绿呢,1
5035459,走了，不跟你们扯喽，你们慢慢玩吧，哈哈,0
3115341,资源股强势 沪指盘中创反弹新高收涨0.12%,1
399631,猪力自娱自乐,0
3636644,有点意思！,2
41380,包钢股份(600010)融资融券信息(11-17),2
1545742,转发：十年炒股两茫茫，不思量，自难忘。先卖车,2
1640398,恨铁不成钢,0
655279,其实说什么都没用，庄家你就等着吧……这样做有,0
2576988,真厉害,2
5104025,主力守株待兔，只接筹码，到一定时候，一跃而起,1
4448357,购买快克股份的八个理由,1
2414322,物产中大本性不改[微笑]，明天破七,0
4120148,这可怕的走势让人想起财信发展，一泻千里型的股,0
4449059,企业登记一个窗口限时,2
5151292,上市就亏损 敢问证监会 这IPO 是怎么审核的？,0
1813859,我说过的，更名之日就是就是暴跌之时。,0
1252246,A股如此下去，增量无期。变态的行情，离开股市,0
234913,"根本没有大的买盘,只要大的压盘,能上去见鬼了,",0
2532615,前铎，6度延期，你这是对证监会的鄙视和挑战监,0
285868,短期还要调整，线形走的真烂，全球都避险你就调,0
3575161,尾盘跳水，完蛋。,0
3980506,银行不动，上3300就是空谈，当然目前环境我以为,0
4266734,有货这么卖力的天天看空就表示底部不远了，今天,1
5259579,摩比料半年,2
3069962,涨的最慢 跌的最快 横批石化油服 看大盘突破350,0
2517313,顶你！金香果,1
2705843,偷偷摸摸啊,2
2009478,准备数钱,1
2941722,他活着为了多数人更好地活着的人,2
3047406,最近三年来，我每次10元以下买该股，都获暴利，,1
4598732,纵横通信都翻红倒涨一个多点了！超迅通信还没动,0
1194631,不是我子弹打光了，就把你30.40一千手打掉。,0
98709,002305 小盘低价，买,1
4353255,买卖股票，要想方设法收集第一手资料才能获胜。,2
2072121,洗洗睡吧！今天跌停定,0
4117156,你给老子涨停，老子18.10补仓的，不涨停吵你妈,1
4794550,42.88买了2000股，好害怕，3年搬砖的钱,0
850735,华鼎庄家都不鸟小散们起哄也没用,0
4601965,银座股份啥环境？历史绝量站稳妖股图形？,1
1650621,骗子,0
1645587,要我陪同的话,2
3174953,有价无量，看跌,0
4631235,今日预计盘中跌破12，收盘12左右,0
98117,国土部拟将可燃冰纳入新兴战略产业目录 制定产,1
37895,我之所以记得这个日子,2
651478,涨高拉，必然大跌。,0
1839845,相信周一新股妥妥的,1
2781475,来个跌停吧[微笑][微笑][微笑][微笑],0
4784280,换手率上不去，还是要继续,0
1368598,等大 爷我 700万股卖了 就 会涨一 下，你们 等,0
2815181,各位大婶，沈机延长消除同业竟争明确指出的是沈,2
92602,大家都在等公交车,2
4306370,涨就不涨晚动，跌就大跌早动！,0
1887600,济川药业(600566)融资融券信息(11-09),2
2597603,傻逼鸡金没啥筹码，不敢拉，也不敢打压，只好高,0
1395237,草甘膦今年一季度的平均售价高于去年四季度4000,1
4103074,设计股份(603018)大宗交易数据一览(08-02),2
4875367,走了，耐不住寂寞,0
1940708,洗盘效果不佳，可能还得洗,0
3862384,王八蛋我已经识破你了 你就死在里面吧！,0
