,content,mark
3180220,111真有病了得治，从12唱空到16，估计炒股亏得,1
667810,瀚蓝环境，美丽雄安，环保先行。,2
3759314,保险股再度活跃 中国太保涨逾2%,1
1086106,中国开通全球首条量子通信干线相关皖能电力股票,1
4163084,明天集合竞价我一定挂跌停出了你，啊哈哈哈,0
4422163,本人常州人，有一同学乃亚邦高层亲戚，受他影响,2
1104295,先锋电子连续暴涨后今日便被主力砸盘致跌停等,0
2703744,新潮处心积虑重组石油多年就是为了今天并表优绩,1
5080571,教课书式的拉高出货,0
3491305,价严重低估。逢低仍可进入。,1
2827557,山西汾酒(600809)融资融券信息(09-25),2
221283,?？怎么还跌啊！,0
5202300,基金或者理,2
1563439,重组资产被法院查封，股价大幅下跌，重组被迫停,0
159570,少言寡语的巴顿将军终于叫迷路之甚汪汪的叫怒了,2
4819918,跌无可跌耐心持有。,1
18941,流入板块较多但流出还是更多,0
3377118,明日涨停,1
2213952,什么是“放量打拐”？,2
1930520,贴，和国家,2
2197865,也绝无仅有,2
2595769,涨啊，继续啊。。。快点拉，草,1
4086441,季报助推股价今天跳水，后悔昨天没抛。,0
1872868,还是有那么,2
2397634,我你给想元,2
2984489,容光焕发,2
2692064,城里人的套路太深了,2
467930,不持股过节的今天卖了啊，明天卖可收不到钱的啊,0
2485700,不是她打过来就是我打过去。,2
5454483,大概率还要上行,1
3692742,中曼石油11月17日挂牌上市践行“一带一路”破局,1
4170015,一阴破3均线，后市又要大跌了,0
4302602,这么好的公,2
182874,看着海尔的反弹力度，海信完全一垃圾,2
3163515,麻烦下来吧，我补点仓！[失望],1
4001483,拉不拉，不拉哥敢死队走了,1
4006429,这个和金岭差了不是一点半点啊，考虑到解禁，还,0
4253541,陆家嘴这种,2
4033542,"贵阳银行入选180指数，权重2.43%,排第7权重。",1
2097480,怎么样也要等生活自理才能好,2
5413067,跌成这样，看哪个还敢买，买就套死你,0
4007740,601969:海南矿业独立董事关于第三届董事会第七,2
4985707,寻15年涨50倍的下一个恒瑞，要复制恒瑞需满足的,2
4027020,海螺已经涨5%了，雄安建设少不了水泥吧，要跌就,1
1661175,科达后势真么走…上周三大趣的发帖，科达97折出,2
819176,确当代大学生的成才目标,2
5018166,真tmd差士兰微这几天30%,0
4852657,亏多了，不然早抛弃你MB。,0
4001645,再往下的空间是有限的，而往上的空间却是无限的,1
143662,不破6.83不看它。,2
1924425,祥源文化的基本面是越来越好的,1
2993518,股票赚钱了,1
5235062,哈哈,1
1402703,600401:*ST海润关于收到中国证券监督管理委员会,0
2199356,上压下托，搞尼玛,0
1456101,真的败给你了，看好但是等不起了，第二次走人，,0
1060510,空单就不要拿了,1
1870583,这是表面虚假繁荣的现象,0
3171657,防务板块收入下降，毛利率上升,2
3868910,加油跌，把融资的干死！,0
4948880,遍地的一手成交，应该是程序化交易吧,2
1988840,小幅放量牛一把，看明天能不能继续放量,1
1611493,信威集团调出上证50，调整12月11日生效。 上证5,0
2355414,飞天鳄鱼，你这样的渣滓，早点滚出股市好的,0
67588,三钢闽光 黑色期货涨疯7%+取消钢材关税+华泰三,1
1451151,真他妈的垃圾,0
3365123,或者从政府那儿得到多少对价,2
4531134,如此走势，让人看不懂，这样抢筹也太不地道了吧,0
3464808,三年内市值五百亿,1
60881,600017:日照港2017年公司债券(第一期)信用评级,2
3852448,持久的华丽一出场大家一定要注意,0
3930155,为什么板了,1
1764498,相当无语,0
1135792,买入中山公用 000685速度！,1
5556846,上午22，18抛的不知是对是错。割得滴血。,0
1058216,回电梯。,2
3390305,600035:楚天高速2017年第二次临时股东大会决议,2
2380012,30日前回复怎么还不公告,2
5486465,擦还跌停有点过分了,0
1728943,尾盘哥也辞职了。这垃圾。,0
1584749,杭萧又到了，消息真空期了,2
2461373,这个小庄没什么实力，小打小闹的，但利好跑不了,1
5398827,现在锂电池带动的相关二线蓝筹板块的个股,1
1093450,今天9.6继续加仓1000股，明个惯性下跌，在9.1等,0
643389,耐心持股，看到4.3,1
4440935,603199:九华旅游2016年年度股东大会决议公告,2
245158,反正不涨，我也砸盘算了，兄弟们挺住，96手,0
5424425,没看过这么不要脸的庄,0
3956726,臭德行压着吧，,0
5286940,6只乌鸦！彻彻底底绝望啦！,0
5290248,10派0.35够给正平买烧纸钱都不够,0
1514917,此时，就是往超跌股中去买！举几例，,1
4812421,今天我跑了，祝明天涨停，大家发发财,1
1574691,唱多贴又被顶上来了，大家知道意味着什么吧。。,0
3807775,就是不下7块。,1
674838,垃圾,0
738577,大形态看这股能到20以上！！,1
1060805,这意味着空军力量仍不可忽视,0
1717961,绿水青山就是金山银山,2
2717254,证监会负责人今天表示：要对长期不分红的铁公鸡,2
4861689,业绩预告内容-,2
2940252,大傻逼股,0
2900984,你妈个老逼,0
2439891,天仪今年上半年ST，下半年摘帽了，中报还亏，常,0
4570722,天天是绿的，服！,0
2298392,马光远：我为什么反对“着急”出台房地产税？,2
3371552,这也开板，没出息,1
5369996,又是无量上涨,1
2698099,最后的一点舱位出掉，各位早醒悟，早脱离苦海,0
5486677,轻轻的我走了，正如我轻轻的来，我挥一挥衣袖，,0
4338343,还不复牌耽误挣钱了,1
1390957,股指巨幅震荡 后市该如何演绎？,2
3388540,在控制仓位的前提下参与热点的反弹行情,2
3784491,昨天涨的今天又回来了,0
175459,好像过15.5去了。,2
992456,没戏看了，回到原点。从那里来，回那里去。,0
842650,以前我亏了好多，多亏了大哥，才让我开始盈利！,2
2556937,去死吧烂焦化，明天跌停。,0
1177071,述分析师还指出,2
1591214,还有谁不服！,2
4068380,花王股份终于跌停了！,0
4593052,温州帮要不要铲除？真的是个害人精，我虽然没有,0
2719253,支持刘主席,2
2598914,你无力改变只能顺应,2
3265316,上面好多大单；；庄家又守财；；不放量没法上,0
3145895,千万不能急躁 多思考一会，不要匆匆做出决定,2
3616439,18元建仓17.5元补仓，就这么干了。,1
3472875,601106难道参加定增的大股东是阿斗？,0
2439490,风口上巨头入局，无人便利店集体爆发。,1
1476587,那位朋友透露一点讯息,2
2405162,明天若是跌停，后天大致会出现买点，可以半仓跟,1
1268198,725的走势对不起这吧里铁杆多头啊！,0
1168989,长燃七律,2
2656110,垃圾,0
3012750,没有趋势玩在的日子，我感觉到很慌。不知道该买,2
2172123,总股本少的公司股票，容易产生黑马,1
1093984,公司在2016年报中预计2017年净利可达11至13亿。,1
5042518,乱枪打乱战,2
4136633,西伯利亚寒流,2
4618526,中国驻印使馆公告提醒在印中国公民注意安全 减,2
4712314,环保股亏本卖掉，买此死股亏死了。,0
1651959,定向降低存款准备金率的效果还得观察,2
5336007,星期一次新股又要大跌了，证监会又要大发新股了,0
2292873,像他妈坐在胶上了。[财力],0
1126953,再次呼唤2万手哥灭掉5·05分的拦路虎,1
1743088,中天科技为南通新一代信息技术博览会添彩,1
73750,垃圾，垃圾 垃圾600020股价垃圾,0
117756,今天福建高速将大幅补涨，一股也不卖！,1
2079513,我在大东南买卖发帖准准准，庄托买我司马懿人头,2
2079731,股灾来了吗？只有新股涨停板。。其它个股都跌开,0
1757750,，赚了2万多,1
3054103,泮林革音,2
5191140,儆菩塘上市公司不分红，只圈钱的应该退市！严审,0
1908012,还是冲高，老子撤了,0
5267899,有钱我就补了,1
5531736,割韭菜行情来啦[鼓掌],0
5087920,感觉纽威股份需要连跌几天才行,0
3211756,我旁观了新股的开板过程，都是在集合竞价时主力,2
3511559,小康股份。出来个人解释下为什么天天跌啊。。。,0
1426555,华胜天成(600410)融资融券信息(10-23),2
5119494,603718:海利生物:海通证券股份有限公司关于上海,2
