,content,mark
4375744,大盘创新高，你就创新低，你[赞][赞][赞],0
4635187,泥马，雄安新区的人不吃水果吗？,0
3003399,从别的股赚钱了，在回兰,0
4013803,下周又是四大行暴跌的一周！唉，希望少跌一点,0
2170468,明天到了必。,2
4667355,还没跌到位，还得等。,0
4323889,只剩3000多了,0
1306753,星马是否是一匹黑马！？从技术层面和基本面分析,1
1762876,就这成交量，主力还天天出货一千几百万，这股完,0
2143272,莱茵体育都涨停了浙数文化股都没联动，资金还在,0
5264267,烂股一只，下午跌停,0
3660681,！6.27加仓6.21准备满仓，死活交给庄！,1
2964733,出利好不涨停，会不会是要套人啊。,0
4417718,庄家在做T跟他,2
2058851,去年四万股，6.5的时候买的，今年分红除权前5.4,0
893835,买了日本的001和002，还没用过！,2
675773,所谓定力就是儿卖爹田不心疼！,0
1788248,冲锋号吹响,1
5477295,这个吧好多狗，新股勿参与抢反弹[傲][傲][傲][,0
2907882,中信国安中线趋势向好，怎样做T，这里有详细说,1
2802778,60分线kdj死叉。不跌才怪呢。狗托们，我上周说,0
1861662,庄家一定不会，如图走势，或更强，或先弱后强。,1
5100839,今天进贱友  明天应该挣[胜利],1
1248511,600358:国旅联合董事会2017年第六次临时会议决,0
1281815,庄能赚钱是因为有长期的布局懂得等待，而小散不,1
3436263,快剥离干浄了，好壳，好好拿着,1
4395662,为什么闪崩啊  没有理由么,0
912141,我的礼物也准备的差不多了,2
208495,机器人等新兴行业也机器人等新兴行业也,1
1257024,是决定A股走势的更重要因素。,3
4090771,晨鸣的蠢逼,0
3705502,最后上车时间，错过，等明年,1
1012234,咋还没出公告[大笑][好困惑],2
2252707,没有可比性.长线绝对是金,1
5274439,16板,1
4191971,跌两个月...,0
4806766,前几天翔哥还在嘲笑晶方科技和哥力思 看看翔哥,2
1104463,不维持好股价股东大会肯定有麻烦！哈哈！所以说,1
1397066,即将启动的万达私有化龙头且业绩优秀的成长股,1
41114,狠狠砸！砸跌停！,0
2225058,离开4.84才一点点空间，向上空间正在打开，未来,1
778499,快买 马上起飞 无利空下杀 非奸即盗,1
4347785,唯一一个股价连续调整十个月之久，唯一一个股价,2
2817585,有600807的朋友，根据601313的分时走势做t！！,2
4750573,下一个压力位63.67,0
2473950,今天慢跌，明天开启急跌模式,0
3533239,厉害啊三角 点赞,1
1295274,这支股散户太多了,0
2013885,这个狗比,0
1890591,格力电器对于险资来说是不可多得的投资标的,1
3658972,没有主动性买盘玩个diao啊！港口股一上午全在低,0
353061,这股狗日喜欢逆势而行，下周大盘回调到时鸟不起,2
1931980,多个月不振，失去了投资价值，应该选择性取舍。,0
1985742,龙溪股份(600592)融资融券信息(11-28),2
5120829,涨停我的25万股等你几天了,1
2382202,有关巴铁和华赢凯来的负面消息越来越多,0
4796999,专利多多，涨停板数多多,1
4006734,这些公司之所以在业绩亏损或业绩大幅下滑的情况,0
4585893,很好，又是踏着小碎步沿着5日往上走，今天大盘,1
4900370,问问增发价多少钱？,2
1097098,主力我又加仓了，5元以下拼命买，拿住7元以上再,1
3471324,色飞了，煤未舞,0
1119973,事情不要问不要等不要犹,1
2889042,这个周末也为超级周末，利好不断，但争斗也不断,1
2759544,适当买进～～,1
3895256,建科院涨停了,1
1778974,看好矿业,1
4022700,3.71元全仓才是最正确的,1
2364936,3.26很快会被拿下，就套你就套你，治你不服8888,0
1548906,0713 盘前观点 创业板继续反弹,1
4947547,指数收于10306.92点,2
4836274,建议美诺华收购我们的基因测序公司……,1
5357563,还真红了，昨天说了，红了接，这不是在勾引我吗,1
4357376,拉稀,2
3871343,马来西亚中标500亿为什么不公告？,1
2200891,为什么压盘？,0
4068011,明天往下走，幅度比较大，大家有心理准备才好！,0
1326934,这奇怪了，主力出货不是股价应下跌吗？大神可以,1
4428663,垃圾股,0
92664,哈哈哈抓赚钱了[牛],1
832037,当前经济平稳增长、市场整体估值不高背景下，股,2
805911,拉高出货，不知昨天进的散户出了沒有，早出少亏,0
3729395,补仓1200股，不知道对不对,1
2786150,我就不相信昨天买了今天就跌停板！。,0
4236397,IPO扶贫概念也不好使了,0
5163126,短线操作必须掌握这八种信号,2
1319825,国海证券000750 必将大涨 双轮驱动打造特色金融,1
2306155,推荐日盈电子，603286，无人驾驶概念股！高收益,1
3858319,宁波7元是有的,1
356002,上汽给力[赞][赞][加仓][加仓],1
2629066,快快拉起来吧w,1
1090700,继续停的可能性很大。,2
3687602,没用的死股！走人了,0
4495881,《炒股日记》（7月4日，周二）,2
4137504,看来要停牌  重组倒计时啦,1
4519426,垃圾桶！,0
1054303,今天继续吃廉价的筹码，并且到别的股吧去发帖子,1
3965399,低位股跌不到那里去股权质押在那里做后盾，低位,1
1017515,“牛市行情”正式启动 一季报业绩“翻倍牛”大,1
4651964,603355:莱克电气:华林证券股份有限公司关于莱克,2
163286,国产医疗装备企业未来或受惠于招标制,1
3953386,"不到5快不进一股,这几天玩玩芯片板块!",0
727045,罗顿重组必须成功！,1
2500798,今天要大涨一分,1
3603224,很多煤炭股都探到半年线了，陕煤会吗,2
886483,"大股东才持股10%, 1.77亿股，按目前股价也就是",2
1313978,垃圾锦o,0
673985,个股多头。 但上证大势我\t,2
4029223,快讯：明天秦皇岛港网上发行将带动港口板块暴涨,1
3141950,600890:中房股份关于回复上海证券交易所二次问,2
2742557,万科参加：天津中储恒丰置业有限公司增资扩股,1
2794639,砸盘卖的傻逼主力，祝你早点破产,0
3003320,狗蛋不是！,0
3304851,雄安板块展开反弹 华斯股份等股涨停,1
2306611,股友JN6CQG:你是想卖？？还是想低价买？？公司,2
1367239,继续啊！  装吧你就   38块个把月掉到23  半年,0
2692916,22.35买进14手，爽歪歪,1
3828781,今天大友要票绿了。,0
442452,今日看平，这货一直都这强调。,2
1016619,俄罗斯股市年上涨% 牛遍全球！,1
4857979,600098广州发展 火力发电板块，此股前期大跌后,2
260011,估值破亿企查查揭秘《欢乐颂》背后的商业版,1
4839253,资金和换手都说明主力没走，但要涨也难,2
1210642,赤子之心,2
1061288,曙光股份：上半年净利增近4倍 纯电动车车桥等已,1
523872,呼吁哪位清官来彻查维科：一直破着资产收购价，,0
2098281,12.8再见[微笑],0
3593315,年份 工业   铁路  公用事业。,2
5306759,能以每股上百元的,2
3083651,再不要幻想，做梦吧。,0
5333588,两进两出 两次都被套  两次被套7个点妈的,0
4603826,[不说了]上海银行进入恒生A股100强指数 [赚大了,1
3595497,去年的股票都是他的倍数还多！！！不要脸,0
3799870,[困顿][困顿][滴汗][滴汗]缺了对倒盘，量缩小的,0
5307113,近来大量资金不断流出,0
3890366,买中石油，不如买武汉控股，一样的股价，，，，,2
4264837,欢迎打压股价、欢迎追涨股价！,2
2572213,最后悔买了这个股 买了就开始跌。。,0
1864236,短线企稳！今日满仓杀入！,1
1651604,完全没下限的垃圾公司,0
1911990,拖单一出，快跑哦,0
3277252,黄国东：3250点之前大胆持股待涨,1
1122776,横盘？？？,2
623950,又要跌 你真行。,0
714102,中国第一渣股！天天跌跌撞撞！。,0
4405374,半仓杀入600711,1
1993416,好股[赞][赞][赞][赞],1
618954,一一一金猴。即将腾跃飞上树一一,1
3792209,别的汽车股涨的时候你死了一样 ，,0
5019576,周一咋办哦，跌死了,0
2920363,你的衣食住行都是一种悲哀,0
1776504,板转移，这倒是会进,2
717527,垃圾垃圾垃圾[大便][大便][大便][大便][大便][,0
4237939,没买的就不,2
1121125,几个跳梁小丑最后一次威逼散户而已！！耐心看戏,0
2510536,砸停嘛。。,0
1897974,排排坐 分果果。还有数周 3千多家上市公司的“\t,2
2274456,涨了,1
1899899,钢铁行业34家A股公司中，目前有11家公司发布全,2
2541212,佛山无影脚被罚8150万[大笑][大笑],0
1479570,"呵呵，没人割肉没人做T,狗庄家只好继续砸，小心",0
4370024,科华控股:科华控股股份有限公司2016年第一次临,3
5049551,奇精奇精阴跌冠军，持股3月阴跌不停。反弹无力,0
1506323,购 这下中国企业,2
3241412,可别变神车那样w,2
804020,有点垃圾[亏大了],0
4601371,庄又在假跑,0
4005781,静等今晚的中报，期待着，期待着，不要死在黎明,1
5054764,在市场中如何分布,2
1240232,最后拉红，太无耻了！,0
3219369,兴业投资：避险情绪推涨黄金 上行空间有待耶伦,1
1456486,"这是退市开始,一直跌的没人买,退市就是一种制度",0
814501,我前两天低位买的，也走掉吧，看样子势头不妙[,0
4092517,熊阳痿就不让涨！草泥马的！,0
3481840,死叉后买入法,2
4668363,6元见大底,1
2610424,买不到格力电器买600386北巴传媒,1
702515,来吧中国股,2
2031254,金评评股：A股震荡上行已成定局，散户安心坐收,2
1487766,大宗交易套利跑了。,2
3692216,太监股。,0
5219700,呵呵，这股有意思，再跌就是奔着破发走了,0
5058374,业绩预增，流通盘小，这样的跌是不是买到了假股,0
3915957,大连港不原涨的原因已经找到了,0
1318319,周一可别跌,0
676934,跌停找公司赔偿损失，守法经营是企业的底线,0
8494,收盘泄露重磅消息，下周关键点位务必小心，将有,2
974082,7.11买进呵呵呵,0
995912,这主要就是因为前面下跌中枢的影响  ,2
3545198,在重视小责任的同时然后运用它,2
4707198,忘记今天是交割日了！,2
476344,昨天没涨停，此股已无戏，下午快点跑[大笑],0
2524617,这个区域构筑已经持续了8个交易日,2
3366089,今天有借口跌多点了，因为大家都在跌嘛呵呵。,0
4219059,今天是低开还是高开?,2
4080422,不封板，卖出了！！,1
679527,有可能马上会公告印度收购失败的消息了！唉，我,0
2128300,回踩完毕，再创新高,1
4576093,能不能雄起，丢不丢人,0
3785660,5个点以下的明天给你们解套，立贴为证[加油],1
