,content,mark
4642243,龙头企业行业标杆，鼎力，大飞机雄安都需要你！,1
430037,持有这股没亏多少，熊市牛比股,1
2143899,看周k，涨一个阳线跌三个阴线，明天开始有的跌,0
2674889,此股散户众说纷纭！,2
4127467,这个庄脑残！,0
665389,2018年人民币应该会开始加息！。,2
3048467,星湖科技12月1日开盘涨幅达5%,1
2261905,真不能和东北乱逼打交道,2
635204,1分钟开户，送8858元大礼包！炒股每月赢奖金！,2
3911840,教你一招识别逃命的迹象——跳空低开缺口,2
2139527,601858如期调整，有进的么？天天喊清源的不知道,1
4570769,敌军还有5秒到达战场,2
2281979,匹练飞光,2
733791,这在卖房的上市公司中占据了较大的比例,2
4581800,今天流通市值有点6 祝大家一起发财,1
1015411,大胆买入东,1
5548792,混改作为国企改革的突破口 万亿规模“国”字头,1
3897985,不用买，还会跌的，待2021年在买,0
4254314,股友BHfhOG,2
4577824,山东海化，个股依然是未能走出太好的局势,0
3843443,主力在控盘，正是低价大家快追买[献花],1
1031904,均价16．20成功把昨下午和今天早上加的仓位t了,0
4319396,mining\t,2
2604389,600067明天可能升9个点 冠城大通锂电池厂成功投,1
2958342,呵哈二将,2
2057637,今日大涨,1
5172845,2.30分以前提前请仓，跳水就要开始,0
5291818,套人的，千万莫进,0
3148384,致891主力  大盘大涨你装熊 大盘大跌你装逼,0
5061330,仔细读质押公告，质押的是限售股，拿什么东西来,2
3441880,秀半天肌肉 也脱离不了你是个垃圾的命运y,0
4015747,我一直建议换工行，现在换为时不晚,0
4866151,大盘走出了马上封侯之试，不必废话！直接干到34,1
3381686,在下雨的时候，我们不是对手。还要再等多久，见,2
4182621,庄手里又有砸盘筹码了，明天低开两个点，收盘跌,0
3551689,大 家快跑沙皮打架，没戏了[失望]。,0
618419,14.8成功出逃，五天以后再买，后面有戏！,0
1941719,就是每年的IPO要有较多的增加”例如,2
5120004,15.38 100刀斧手急入，赚几条软中华我就走,1
165726,小盘低价ST明科接力亚星化学引领摘帽股的超强风,1
1127958,国栋建设(600321)融资融券信息(08-23),2
5266104,现在暂时是不出名的好东西坤彩科技，一旦出名了,1
3093056,兵装有好资产吗？我是当年ST轻骑过来的，当时重,2
3010367,红尘，六月不破3000，你就顶绿王八帽子吧,0
3855550,吃一堑长一智，千万不要买烂泥扶不上墙的票，强,0
211359,拉升?都是散户的想法…不要期望过高、这股散户,0
4658317,钢材价格继续涨下去，很多企业将会被淘汰。,2
2267971,这股太不是东西了,0
3233055,智能驾驶+轮毂电机(智能汽车概念+新能源汽车概,1
4603320,季报显示，前十大股东都在大幅增持并被套牢,2
3707919,没有最低，只有更低，哎....真是来一个套一个,0
2964913,钱骗到手,0
4799512,平潭鸡狗托操盘只有一只方法就是唱多作空,0
180891,不打不相识，呵呵。,2
2390064,从走势看，欧亚一定隐瞒了一些不可告人的负面消,0
2252234,看万山红遍，层林尽染。股民何时露欢颜？！,2
2549293,传说中的僵尸股，浪费行情啊！。,0
5321237,格力电器“倒”下来了，飞科电器“飞”起来了？,1
3994963,不在国内发新股了，去香港发了重大利好,1
5308156,接盘侠来了,0
969802,10月31日涨停分析,1
5464869,此股利空不断，股价没掉，说明大反转。有种它敢,1
1230306,增长这么高是假的吧，不然怎么这样跌啊,0
2731515,本周上海综合指数承接上周3016的反击势头，一度,2
400206,中航黑豹公告：截止到年月日,2
83647,下周起飞,1
3386006,燕京啤酒(000729)融资融券信息(08-15)。,2
3881905,文轩，该长长了，别总是不长个，一副发育不良的,0
4543993,11块收1万股不能再多了,0
3442246,给我守住、顶住、稳住哎,1
2289184,天目药业(600671)大宗交易数据一览(01-25),2
325196,出了,0
3662687,早盘.全仓了.还好这货有点反应,1
1442610,所谓家上市公司赚钱不够一套房，怪股民，股,2
1776826,持续加仓,1
5441685,肠子都悔青了。,0
5321780,大盘都崩溃了，还是快点闪了。,0
1370205,出什么问题了这只股？,0
847185,明天来个一字板 明天如果还是向上，突破17，并,1
320885,赚了50万了，晚点再卖,1
5011640,置顶：国企改革中的战斗机！,1
4434858,从现在起，大家拒绝喝迎驾酒，让其每股收益大幅,0
4616480,你们心太黑了从40涨到52！30个点利润还不满足！,1
2653778,600764:中电广通关于《中国证监会行政许可项目,2
2797934,7元见了，动不动就使断魂刀，谁和你玩啊。xin还,0
1608578,以及必须遵守的原则,2
3939829,提示：快买！徐跑了,0
3716120,六元以下卖这个股的人脑子进水了不适合炒股，吉,1
4460205,再一方面,2
2102261,600423:*ST柳化第五届董事会第三十六次会议决议,2
1581535,今天不收阳线，我在不做主力了。,1
1204272,老套路又来了,2
179461,古越这么好的机会就白白浪费了，一帮蠢材！,0
4810481,昨天走今天就火起来，不厚道,1
5208458,清仓了.下午跌停,0
2456367,今天跌幅排名第六[微笑]\t,0
4609751,咯咯咯 年年业绩翻今年4倍 今年净资增55亿25% ,1
4720084,垃圾啊，涨两个点皮皮虾跌两个点现在居然又跑步,0
189158,安信证券母公司5月净利环比下滑15%,0
1999567,云铝爸爸跌了。快点跌停,0
4719899,不要大惊小怪。杭州园林是停牌自查，不是核查。,1
2864584,怎样分析均线粘合形态的股票？,2
1002019,S*ST国瓷吧S*ST国瓷吧,2
2733350,成王败寇,2
1803185,房子是用来住的、不是用来炒的,2
3904427,2016年买入精达股份，不久重组,2
4360164,积极引入社会资本参与军工企业股份制改造,2
1755988,废物别装了,0
3067913,四大红杀猪的盆，宫殿的门，石化油服火烧云。难,2
98288,4.98托单最多，今天就打到这个位置,2
3820566,同意的举手……。,2
3346681,什么东西啊！20.8的成本。就没有几个涨停的。垃,0
4936567,我们都可以看看，风语筑开板还涨两天。每个新股,1
3744823,海兰信:关于实际控制人、控股股东部分股份解除e,2
1638779,熊市没有两三年时间走不完，垃圾股最严峻的时候,0
2346199,环境税对中小企业的影响较大,2
1582503,杭萧钢构主力开始进场，炒起来，到12我就解脱了,1
5415795,[加油][拜神],1
602751,大盘会红,1
3556848,艹，2500亿，我赌了，满仓！你可以拉了[鼓掌],1
3299387,管理宁波热电市值的妖人消停啦,2
587721,补跌,0
3989248,"虽说很心痛,还是得等7元之下",0
1781098,东方铁塔:步入3年快速发展期的电力钢构领跑者。,1
5478482,现在看来，我动了一部分人的奶酪,2
4623521,金龙羽002882流通盘8000万股，每股5分，现在17.,2
3419553,感觉主力是给游资在压。,0
822091,九阴神功，民丰去死！,0
528832,一边回过去，一边向远方,2
3663901,倍都算亏 是真的么？,0
2693350,挂牛头卖熊肉！,0
2444070,明天还有没有行情？还能再板一板吗？。,1
2083402,曲莹：市场静待议息会议结果 黄金承压重心下移,2
2929669,上海机电生产的电梯，是不是与它在股票市场的表,2
3192284,等待星期一@@#@@@,2
2443598,明天大盘向3331.91回补缺口。,0
4525886,赛腾股份12月13日申购指南（附打新攻略）,2
4234527,短线,2
4245964,二线价值成长扩散。,1
4833163,一张废纸说惠发股份,2
3777910,两部委公布第15批免征车辆购置税的新能源汽车目,2
4142539,07月25日(周二)大盘前瞻:创业板指或有短线脉冲,2
3900434,海发真可怜,0
1858383,此前的增持公告为其收获了6个涨停板,1
3507581,坐等跌到7，99元。小庄加油,0
1759912,现在拉涨停很容易，跌停不易,1
4862340,看到100,1
5450175,上证50死守3300，明天下来的时候次新股一样死翘,0
2001073,割了，换中小创。,0
3582282,对目前A股大盘的技术分析(295)[10-16日走势研判,2
470167,材料板块，新材料,2
11847,过年了 祝大家合家欢乐 幸福安康 2016投资顺利 ,2
4178455,今天收个十字星就好了[胜利],1
5093924,10转2.5派5是啥意思[想一下]，这个德宏搞什么[,1
3432509,老王总告别,2
682639,专家不如炒家，炒家不如藏家,2
4241587,远离股市，珍爱生命！,0
723136,10.18卖半仓，，，,0
3502675,大胆砸兄弟我给你加油,0
2284221,5.23成本有本事砸下来[不赞][不赞]。,0
1921759,"#沪市小盘成长次新股易德龙科技,江苏最好成长股",1
943999,挨家[大笑][大笑][大笑]是不是今天还不稳定～偷,2
4703573,卷商股大涨 后面该轮到受益卷商的题材股了,1
593848,买股票虽然不容易，卖股票也是一门大学问，许多,2
42009,明天星期四，呵呵，11阴,0
2025459,混合所有制改革持续深化 云赛智联交靓丽答卷,1
1963607,同方管理层怎么了？不去抢滩雄安？？？。,0
451880,看了很久，今天终于都换成你了，做你的长期股东,1
3544200,继续挂单，等待中。哈哈哈。,2
4179674,董秘您好,2
1870204,周五买进赛福天，明天看看表现如何,1
1015191,看样子兰,2
4908392,或是为参与定向增发的特定对象所持股份的上市流,2
1293426,这个股彻底完蛋了,0
3303304,不是我给你们泼冷水，惠而浦是一家国际大企业，,2
3209847,艹，一万头艹尼玛,0
