,content,mark
1386965,接受流行的“新时代”哲学的投资者 ,2
314932,死股！没量！,0
2823030,中报死翘翘[为什么]。,0
1907845,指尖你说的话怎么跟放屁一样 说的一点也不准 还,2
5269054,进了100股看看热闹,1
2501825,看多的帖，真多！呵呵。,0
4479874,此股没庄  1000能拉涨停的都不拉,0
201353,上半年收官战 26股连跌z,2
2511218,人脸识别技术多领域应用 有望开辟新市场蓝海 慧,1
1104605,明天沪指上方压力在3150点附近,2
4335440,如何把握合适的卖出时机,2
2319132,涨了就说买了，跌了就说卖了，这个办法好,2
5439676,还不抄底是傻逼,1
4711601,早上大跌要买进啊,1
2293382,时代大厦,2
3721509,低开又可以跟进,1
2876752,M的右肩被死死压住，想反弹不容易，还要下跌,0
1205217,马上到五十天了，这深大通是好是坏出来见见呀。,2
2855032,券商股就是安信的爷爷，券商股一涨，傻逼们就使,2
3710030,这个到底是什么垃圾股啊 买到现在天天阴跌,0
1088963,以及有成交量的配合，还有就是在低价位时突破时,2
439775,大前后国改有望,1
5185983,同样是园林你怎么就这么辣鸡,0
5412594,这什么意思啊,2
677360,周期资源股反弹 “业绩为王”成市场主旋律,1
5344935,等着明天做反包。这个股的股性还是不错的,1
2129054,上海国资长江投资又大幅拉升,1
1618649,今天42全仓入了,1
3144017,600890迄今为止，股价短线上涨概率较大共4家主,2
3651966,"证监会副主席姜洋：对市场搅局者保持高压态势 ,",2
4632769,今天在干嘛？主力睡着了？,2
5067816,龙马环卫精彩亮相SWT2017固废展,2
2270782,此股复牌肯定跌停，不跌停和你们睡觉觉,0
4590797,空头大举压上筹码,0
1095833,"涨TM1.2分的涨,跌4一5点跌世纪会遭报应bk",0
2598067,再做双底,1
5029559,个个股又见崩盘，闪崩,0
256406,垃圾还得下跌,0
2116226,涨吧,1
1671050,他妈的好狠！给他老爸老带绿帽还想杀他老爸,2
4638326,今天收盘33.75[大笑][大笑][大笑][大笑][大笑],1
4441564,明天买买买长阳反击：603200上海洗霸超跌低估的,1
1757494,干货观成交量，辨后市股价！,2
3022518,双十一京腾无界零售将对飙阿里的新零售，好戏即,1
3249418,昨夜美国三大指数大跌。今天日经指数跳空下跌。,2
4455627,什么题材怎么像样的发弹都没呢,0
3743167,盘中更关注一批开始拔苗的强势股,1
1691305,半年之内煤价都翻一番了还怀疑半年报吗？到化肥,1
3183458,长江电力历史上从来没有涨停过，假如有朝一日涨,0
3718662,全球暴跌，月末，周末空仓观望，上午抬头都是逃,0
2226269,破4.87走人，一万股亏一毛一千元。一千赌十万不,0
4162940,通过大单来试盘了。至少说明有大资金关注了,1
1192886,今天应该跌停了吧,0
3957736,年底了，坐地涨价，不到5块，我是不会卖的[想一,1
134930,别管哪个板块，哪只票，只要机构和某些专家一致,2
3962349,别睡了 ，起床接盘了,1
2644141,大家一起喊，123创业板，中信系崛起，券商强则,1
1487312,现在的武器是石头，不需北导,0
511545,调查一下，如果st坊展 跌停， 你们买不买？,2
1198663,12连阴彻底死了！公司电话打了没人接,0
4772607,今天吃一个亿筹码怎么这么难，难道新进的韭菜聪,0
2902030,600828:茂业商业2017年第六次临时股东大会决议,2
5040739,主力太弱！,0
3325618,不求10点，只求稳赚2点。,1
5264373,我想问一句，跑路的都是割肉的吗？,0
4137407,揉搓线，下午不涨停就明天涨停，我要大笔买入了,1
2340987,，上交所对上市公司采取监管措施188次iv,2
936778,为什么8月22日已拍到土地，却在11月8号才公告,2
