,content,mark
1680686,600505  哭迎年报！！！,2
5323825,当你手中持有一只弱势股，要业绩无业绩要题材无,0
2342710,炒股前得先算对这三道题,2
3825419,10.06如果下来，就知道托的那10.05是不是真的,2
3669128,热烈祝贺新华比平安少跌0.19元[胜利],0
2226759,死尸成残废了，看看现在的局面神经病发作是正常,2
4323047,利好k,1
1675266,这次下跌很有可能创新低,0
1073476,草泥马的怎么了，一直跌,0
2864229,快把在上海的土地资源卖了，好囤钱,2
3222946,今天958能放量且有效突破16.45，再次大长的机会,1
3936208,证监会祭出两大“杀器” 四类股将成暴跌重灾区,0
1790003,上半年中标了许多新的城市，因为铁路项目回款周,2
5551082,明日早盘9点25分将高开并拉升出货！ 拭目以待！,1
4910123,一次涨停都没有[滴汗],1
2526664,不重组开盘能到多少呢?如果你是大股东会不会有,2
581870,炒股道德经,2
3908415,感谢卖给我股票的人，感谢买走我股票的人,2
2068475,不管谁 都改变不了中枢的整体系统本身r,2
4462186,还不错，25.8买的，27.8跑了,1
1790264,要放量，,1
4256880,好股千千万，你们放着肉不吃偏偏非要在骨头里挑,0
5388409,真TM垃圾,0
3997045,17的本会不会套几年啊,0
2758577,科大讯飞。,2
476296,谁买套谁,0
4585271,603318:派思股份关于非公开发行股票预案修订情,2
4901491,漂亮，补回了缺口,1
4747712,再烂的股大跌后也会反弹!,1
3358726,那个科大和京汉比，京汉最少股价也是60，可惜现,1
2318663,主力筹码这么集中，就是不拉。,0
1078965,他又让合作伙伴坑了一次,0
4082808,装腔做势,2
1239749,早不割，晚不割，关键时候一定割！,0
2715488,傻逼狗娃驴狗兽，吃屎意淫的丑逼狗。你妈驴屎后,0
992204,小瘪三爱3,0
1127381,4.7溜溜玩了一天 果然棒棒哒,2
4297908,由于A股若干规定的限制，没有赶上今年以来因为,2
2272201,时至今日，那几个相信瑞莱的，肯定是瑞莱雇的，,0
5274730,中一签,1
5377538,寿仙谷：主力关于明天继续砸盘的情况通报[大笑],0
3116726,打过,2
808427,老鸡,2
4145042,这股短期内没有升的可能，即使没有深度调整，这,0
4433524,次新股现大涨异动！,1
3246512,福成已经没戏了，要不然哪个庄家不想在牛市中赚,0
439562,收盘微跌，个股惨跌,0
5194559,今天不是除权吗，为什,2
445158,26亿=巨量的工业土地+巨量的馆藏+金融牌照+创投,1
3107136,阴跌不断，破5才有机会。主力小韭菜也割，赚10%,0
3084292,中国中车，海油工程，四川路桥……十大股东如出,2
4341882,快跑啊，下午跌停,0
1866744,老白干停牌等政策对于投资者实在不公平！不要一,2
215047,破年限了看毛线,0
4142780,操控者必得惩罚,2
2548021,证金救市成本是12元开始的,2
4370283,科华控股:会计政策变更公告,2
5360827,还有人说我是托。现在没人说了把？我啥也不说我,2
962203,老猪明天发肉票。,2
