,content,mark
1097017,股东研究a。,2
3478151,四遍了得得得得得得呃呃呃得得得110,2
4022409,傻庄你慢慢磨，我慢慢满仓哦！,1
3683738,正是在这些利空接二连三的冲击下,0
823368,插电式混合动力汽车绿色认证发布 上汽集团新能i,1
4500599,仅仅是啤酒杯里投资的啤酒部分，未加入投机的啤,2
756993,鑫元基金管理有限公司,2
3914697,这次是否会有例外的惊喜。,1
2108035,华谊烂到底了,0
716985,真心话大冒险，我感觉安彩不管谁，也改变不了安,0
2237597,谁是信达地产的金融大鳄?呼风唤雨，信达地产重,2
208396,美的集团上涨0.81元人民币,1
5394078,美女大户盈利发钱啦，哈哈。,1
4322193,热泪盈眶，明天会更好！,1
3041723,截至21日上午收盘累计增持15372500股,1
4351703,到8点最高 99%是不可能涨停 这个位置,1
4022694,大家拿住了，坚持住就是胜利！,1
4075999,我的成本是53元买这只股也整整亏了2万多大家有,0
2257343,"你这杂种,破产,退市吧!不要再害人了!!",0
4815855,有色涨垃圾源跌，有色跌垃圾源领跌。难怪这几天,0
785292,此吧有几个唱空狗，估,2
4007247,完蛋，短线已破位，不知道修复均线得多久了,0
930324,600267:海正药业:海正生物制药有限公司拟股权收,2
5548676,这个跌停，是海外投资有洗钱嫌疑。,0
535201,A股是一个纯技术的投机市场，没有技术请远离。,2
4756396,你们真追吗？,2
1324862,现金85亿，市直才185亿自己算算,1
2287245,不过还是借了点钱投了股份,1
4578903,放心的买入，26号出季报。应该会赚点,1
3819927,会议期间为什么这样砸盘华泰？,0
3355024,我现在只留了底仓，主力周一再次砸盘，加仓，这,0
5496554,过山车见多了就习惯了,2
4519852,离破发还远着呢,0
3775604,今天你赚8%,1
2991735,黎明前的黑暗是漫长而难熬,1
3843202,上海电气大局已定，接下来的方向很明确！,2
2419044,据业内人士分析所以不过。,2
4177286,那些驴日的砸了327单。,0
3954620,保守估计A股非金融企业ROE至少能修复到2018年中,1
55634,现在大盘进入下降通道，所以民生很难有好表现。,0
2348455,600687:刚泰控股关于控股股东及其一致行动人增,2
1224723,还跌？,0
2748743,大盘暴跌，该股不跌的话，就全仓。,1
4837926,目前今天发一只贴出去是猪,2
4868537,第一届虚拟,2
2071560,这周涨说明了什么？ 答：说明股市涨和多发新股,1
2699840,大胆买入今天大盘升成狗 东方跌成狗  下周一东,1
168469,国改 业绩 医药医疗趋热,2
4331917,好要坚定不移,1
2200856,"外高桥 ,今天压力位 19.83 ,支撑位 19.35 ",2
3245447,某商人进山买猴子，100元一只。村民抓几只卖，,2
1549499,一买进去就大跌，买哪个套哪个,0
3892362,2017年1-9月中国石油沥青产量分析：石油沥青产,2
143361,新闻出来了，员工持股3块多，你说该跌不？典型,0
3137797,指数在周四最终也是以下跌的方式收盘,0
3683569,你跌的尼玛都不认识你了,0
5206621,有多少买了康普顿机油的。我从淘宝买过两瓶。,2
4214779,获取比较好的收益。,2
2001832,这个吧有毛病发个贴都有人控制？,2
618294,普通缺口具有的一个比较,2
4386674,莎普爱思广告有点过，眼科医生没饭吃。,2
5307095,京东方今年第一季盈利,1
1511441,这宁夏建材真是奇葩了，和万年青比股价了。,0
5367393,垃圾股。卖了。早盘买旭日电子，好,0
2139729,补仓，明天丢，r,1
4374403,互联网电视广告市场将,2
3699524,这个股要多拿些日子了，不好操作今天早上补高了,1
4695324,我说的002888要拉了，和三孚股份差不多的走势，,1
519534,问董秘！,2
2911647,无论涨跌，成交量在这里越大越好。,2
2570819,中报速递：华远地产2017年上半年盈利3.01亿元，,2
4950033,多空博弈分析七·索通发展,2
3430222,才有可能成功,2
3622619,中报业绩符合预期，涤纶需求淡季不淡,2
1338544,大家握紧手中的宝贝，以后可以传宗接代的。[拜,0
2438767,今年蓄势待发超14万亿,1
5521571,流通股1亿都不到，如果能看出主力资金流进流出,2
1761209,早说过换中车[大笑][大笑][大笑],0
4680082,每股净资产7.85元，等着吧，这是支破净股，7.85,1
2175285,大盘下跌收盘,0
2355973,月天道杀跌 不要盲目抄底,0
2041940,这样的行情还横盘那么久，看着也累，开挂挂单，,0
1655435,不能拉涨停随时崩盘跳水速度吓死人,0
1255021,T出四分之一,2
785377,中字头个股，风险将,2
4726153,我在盈利位置卖，它却跟我在亏的数字卖，故意害,0
2164713,石化双雄显得相当霸气,1
4714437,56抄的，不到88不抛,1
5359276,在这里3个月了走势磨磨唧唧。没有一点男子汉气,0
3265999,以后不可能再有煤炭钢铁新股上市了！,2
2526552,别装了，跌吧！[献花]。,0
2613898,让凝听的人不知觉就深陷里面,0
864195,就是背后存在着利益关系,2
897068,管住你的手,2
2344832,不能不红，结论就是原因。要红，要红！,1
