,content,mark
909615,看看佛山，再看看你这个傻逼股，含泪奉劝各位，,0
3043711,哈投股份解禁及价值分析,2
3381900,国家队在慢慢减持，阴跌横盘有得磨,0
2632539,反正我一散户  死猪不怕开水烫  熬着吧,0
1738518,新能源装机从0增长为81.39万千瓦,1
2918994,没戏，年底先让股权激励方案的高管现价套现，定,0
4516944,呵呵、尼玛还是终于憋不住了,0
2144878,天天创新低，aaa你出来呀，继续吹啊，你30本怎,0
101493,震元！难道你的业绩是虚假的吗？跌成这样不致于,0
562003,福投公司你还有脸吗,0
2255227,，，，，，，低买，高卖。,2
4849613,跌到13能买点吗,1
479057,跌是正常的，你们看看月线还在高位。,0
4685532,752,2
2702770,而当弱势或是熊市时。,2
2525893,新梅现在是十八岁的小伙子！,1
4045235,人民网！出来了！澳客网转让价格和时间,2
3647723,进行这种预测并非难事,2
1438547,华媒控股(000607)融资融券信息(08-14)。,2
2195755,看到新闻了吗？上次股转信达投资存在内幕交易！,0
62664,投资者大可不必有此担心,1
587099,只要涨一点就有10几万压单！,0
4992640,擦！我第四次送上门来亏钱？ 连跌2个月，买3次,0
1019892,眼睛瞎了买了这个死股,0
250432,收评：业绩预增股成市场风口 ！,1
1037235,使劲跌哈哈哈,0
1823024,杀进,1
2379555,去尼玛又是在拉指数,0
4977890,今天大涨3个点,1
4404283,凶猛调整！昨天129元俺未卖   昨天升幅几乎干掉,0
754072,6元——5元——4元——3元——2.75元。韭菜完蛋,0
402740,7月漂亮50见顶在即，警惕跳水大跌！c,0
3458094,记得过去十多年来。,2
2770950,这个货总是最低价收盘,0
960333,卖了卖错了吗,1
4493918,现在股市蛮搞笑的，大家普遍跌百分2以上它才跌,0
5003958,有谁知道畅联的电话吗？？？,2
3348093,即将跌破发行价,0
345954,红多少跌多少牛逼！。,0
2592615,嘉实泰和混合型证券投资基金年第季度报告,2
4617619,能不能涨过板块,1
3694002,很多财经评论员市场分析师都说券商低估值，值得,2
4732944,邦宝益智11月22日开盘涨幅达5%,1
1055884,每当这个时候，我就想问候黑道已除名他全家。,1
4081282,又套住了，若跌停继续增持。,0
1077898,散户们应该明白个道理：你所知道的是机构和大资,2
3226194,10.40怎么回事,2
1071503,这个形态真的好丑,0
5283699,17整合年业绩稳步增长 18轻装上阵业绩增速有望,1
949601,平安力合:第二届监事会第五次会议决议公告,2
2836855,突然禁止各大内容平台将链接分享到,2
431018,彻底踏错节奏了,2
3139063,中国代工厂趁势崛起 京东方视讯2017 年全球液晶,1
1567400,垃圾到极点  废了,0
5198842,新能源农机是未来发展趋势,1
805757,"建仓和抄底机构可以换股603798康普顿,20倍市盈",1
3528957,破位的垃圾就别玩了,0
2056851,7.11满仓，下午涨停,1
