,content,mark
900259,上证指数下周预测：,2
5460973,6666[献花][献花]攒了,1
2108876,华谊=次新股,1
4936853,人有多大胆，地有多大产,2
905456,#经济学家韩志国：中国股市的生态环境已遭到疯,2
5176972,"不具量涨停,就是拉高出货",0
5391906,昨天没跑，今天割肉。,0
677648,千亿的门槛一笑而过。,1
4705678,跌跌不休,0
5511495,[滴汗][滴汗]老大龙盛老二闰土轮流涨，老三吉华,2
2593323,垃圾主力到底意欲何为？。,0
1843767,并择机从格力电器退出,0
832488,第一目标价18，第二22第三30,1
2169618,刹那芳华,2
3454052,安宝意识要牢记,2
3747533,上海电影12月5日盘中跌幅达5%,0
5069967,忙碌的白龙马，业绩美丽，明天一季报。,1
4408377,散户追高大蓝筹，死都不知道怎么死的,0
1443090,警惕创业板破了1933点下跌目标1841点 谈股论金,0
2461764,鉴定：僵尸企业，僵尸管理层，僵尸股价！,0
2611168,下周一先顺势打压,0
4082295,这是典型的低控盘股，甚至可能没有主机控盘。看,0
816238,先知先觉者大口吃肉，后知后觉者啃点骨头,2
760671,又见13哥。有情况莫？指下路呀,0
5428172,603922要涨停,1
2930098,求分析下00,2
2763182,[鼓掌][鼓掌]明天回来！防大盘震荡[大笑][大笑],1
4080064,9月上市券商业绩排行榜出炉！谁是盈利大户？,2
1025416,两点半左右会跳水，机会就在尾盘,0
1103167,股票没赚啥钱倒是家里女人种草了双妹，这好尴尬,2
1541474,凄然其为秋也,2
1401006,今天又打一支鸡血，明天还会跌！,0
4920683,63.62买入半仓,1
4553666,今天大涨一毛,1
446059,快跑,0
318039,为什么收盘,2
336510,这个股票全是托！,0
1990410,诱多？？。,0
4098783,而当前大盘整体行情弱势特征无疑尽显,0
755156,600218重组值得期待,1
3927226,这两天有个大跌洗盘,0
3213923,恶庄，有本事自撸到没有，死活不割,0
3781244,惠州荃湾港煤炭码头煤场项目投入运行 来源：中,1
2299068,不是这样的！大,2
5160847,今天中小散户，买盘高出许多，什么情况？,1
2687499,自从托喊出天下第一盐湖后，股价几乎13阴线,0
4450357,上面那么多套牢的，要主力来解放了。这股相对其,0
3306552,喝牛奶比好白酒好，换成伊利或燕京啤酒。,0
1754801,全仓追进去[大笑],1
967880,神马情况啊！怎么连公告都不发了！几个意思？,0
3094349,否决了死的,0
3588142,大癌股智障滞涨！,0
2907416,造成了一定的困难——有些个股今日涨停板,1
4683109,主力有 趁火打劫 之嫌！,0
3559542,破4块在进了。狗庄天天骂你，,0
5534072,近期很多股友說順丰押股借近百億是用來收購百度,1
1573520,那就是现在，然而，许多人却在悔恨过去和担忧未,2
1140111,前海，你马了个大比！,0
310250,冷总，顶你，干的的漂亮！给我们散户树立信心，,1
1289077,新上涨周期是否已经展开？ 未来的热点又在哪里,1
2491378,老股民血亏后的经验总结,2
3423211,这个股到底问题出在哪里啊？？怎么一路狂跌啊想,0
2276434,新主力拉吧  银河已经扛不住了,1
1821049,草泥马，跟跌不跟涨的垃圾,0
3219991,报喜鸟，垃圾股中的战斗鸟。哈哈哈哈,0
5066342,1165，等中第一签！,1
2449779,一一求你了，不要再四位数对倒啦，头晕一一一,0
3163698,新股融资的1817亿,1
3327143,是哪个畜牲把老子骗皇氏集团的。麻痹。,0
3925794,601886:江河集团第四届董事会第十八次会议决议,2
1310366,主力听话。在往下砸几毛钱的。今天如果砸到25元,0
1415895,成交量放大和萎缩分析,2
1743500,太尴尬了，前两天大盘跌的时候赚钱了，现在大盘,2
4472426,装逼[大笑][大笑][大笑],2
5303796,创业板已经到了最危险的时候！,0
2306282,走人了，拿着这个票就是浪费时间，换手太低没人,0
3482884,涨得少，跌得多，好股！,0
2494176,每日走势早知道：2017-05-24，周三,2
494806,砸!只要1万手就可以砸跌停板,0
3613584,预计4万亿国有资本将充社保，禁售超3年，对资本,1
1749075,600525:长园集团关于授予第三期限制性股票的进,2
470332,越来越觉得乐凯有鬼。密切关注。,0
2535001,最新消息 大涨 5元时代来了h,1
3828185,今天是打压吸筹的走势，大家不要上当，拿好自己,1
3090323,蠢比们一起大声喊你们是垃圾二逼们，亏死活该呵,0
1549123,立帖为证:打5万的赌，净利润上5000万，龍衢东方,1
3024391,包钢会走高的理由。,1
1883737,此股真是下跌容易，上涨难,0
2740129,开始发力。,1
1321212,市场大势变了。,2
1186303,庄好能干哦，又连涨3天——不过，不够一天跌！u,0
4377161,今天破30日线还是有希望的,1
1555608,突破3.61就全仓杀入。一马平川,1
691816,机构若跑，狗儿便跳，现在狗儿在睡觉。,2
1887485,济川药业(600566)融资融券信息(12-08),2
2666838,看看中科成本是多少？,2
1195537,今天肯定涨没有悬念,1
822868,3月激情高送,1
206095,不是只有。,2
544744,这垃圾沟庄是个阳痿庄，每天都在绿线以下待着。,0
1954686,如何寻找最佳买入临界点？,2
3922964,沪指涨0.64%重回3200点 西藏板块继续大涨,1
4744271,信捷必到20元，不信瞧4,1
3785401,低开这么多啊,0
967354,[大笑][大笑]燎望台常,2
3474323,有位前辈曾经说过，做股票比任何行业都难 有位,2
5333154,但我这里依然是阳光普照高温酷暑天,2
3719605,笑 瞎子也狂笑 ，市值270亿，前三季实际利润57,2
1895185,经济学家陈功：比特币已威胁到央行的货币发行权,2
5506663,明天再跌，大家都叫空，主力筹码就收够了,0
3595239,弱弱的问一句：你们都挣钱了吗？,2
3249668,真他妈的垃圾，吐血。,0
1376394,盘江是什么趋势？,2
3519913,小赚，是走是留,1
4902139,买了东尼电子的有吗？,1
2986868,大机构，大手笔，持续1手。,1
1187513,在股市也是如此,2
1751342,该票调整充分，即将向上，第一目标位暂定20元！,1
4227840,国际产业链上的江阴样本,1
2194432,尾盘应该跳水了吧？i,0
1174002,各股民注意了：你们各自为战，打一枪换一个地方,2
3211359,三十心足，四十更好，五十最优，,1
1369220,弱的不像话！,0
1485334,国家队操作的睡觉行情，可以洗洗回家睡觉。,1
2735309,利用高杠杆的大鳄当头挨闷棍,2
2308042,交运股份(600676)融资融券信息(07-04),2
4855353,名雕和国脉走势差不多，都是解禁股。国脉现在和,2
3427342,一是创业企业中能够脱颖而出的企业,2
5409764,不是不拉，时候未到,1
588143,投资秘笈之134：抓住这条主线  就是抓住了金钱 ,2
1151419,IPO加速就是支持实体经济的最好举措吗,0
2031947,再回到12.2，估计又要大半年的时间了,0
2923311,听老于说今天一定红，会,1
631205,能来个涨停吗,1
4612530,快成电子垃圾了,0
2868338,这样的对倒太明显了嘛，看来真拿散户当傻子了,0
251208,上证能红一下 就相当利好了,1
2073191,继续看好军工科技金融重组等板块的前景,1
3490628,000725坚持住啊，兄弟们，进场的机会又要来了。,1
3871196,有空去看看601789……,1
3756646,后悔昨天没加仓，重组，利好，等复牌,1
5046704,产业是资本,2
3128209,国投中报有点意外，说好的高成长呢？？如果是20,0
3268698,宝胜股份明日涨停。,1
207302,有一个致命伤缺乏开放的思想市场个思想市,0
910148,跌这逼样。要停盘拉。,0
3882392,新华文轩 超跌反弹,1
970080,缩量上涨，诱多。,0
5343470,跑了，南卫股份  等尾盘跳水  跳水  跳水再买回,0
437833,杭钢股份也太弱了，大家散了吧,0
5241828,又被砸了啦!真心爽啊?,0
2800238,真他妈伤人，大盘涨他不想涨，大盘跌了他比谁跑,0
3258010,今日早盘,2
3040350,现在流行涨停不开板了，，。,1
5200587,603789全网第一时间,1
2502367,别人涨了个遍，就你下跌，别人跌，你该涨了吧！,0
2124462,我看还是停牌算了,0
3354549,资金收评：主力123亿净流入5板块,1
3399708,文峰股份已经变成为傻逼散户老鼠仓股票，速度远,0
5259269,从周技术看：主板中小板创业板下周一都将涨100,1
1061726,又是鬼门关 。。。,0
729820,今天又要出,2
2165455,券商股爆发大涨 国海证券000750正在酝酿一波大,1
5087498,君自远功成,2
1655862,信息面还是一如既往的平静,2
3124768, 明天洗盘子碟子。,2
1405955,短期内山顶已形成勿疑，山腰往山下走的趋势，河,0
4236505,求中人生第一签[拜神][拜神][拜神],1
4000019,收盘估计要变绿,0
2942958,一一一金猴。即将腾跃飞上树一一e,1
2161651,神预测,2
3139006,这点成交量也该休市了，不是限制散户炒股，请都,0
