{'短评内容': '还不错，', '短评打分': 5}
{'短评内容': '环境不错。卫生干净。', '短评打分': 5}
{'短评内容': '有点吵闹，周边方便', '短评打分': 4}
{'短评内容': '价廉物美，经济实惠', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '环境还可以，卫生也可以离车站近较方便。', '短评打分': 5}
{'短评内容': '我住的很愉快，就早上退房时的小插曲让我有点不开心。POS机好像出了一点问题，前台一直做不了退款处理，我当时又很赶时间，就和前台美女说明了一下情况，她就有点不耐烦的和我说我有事我先走她会给我退到账上的，我当时说了谢谢，麻烦了你了，就走了。别的我就不说了，就她说一定会退我账上的押金到现在都还没到账，我八点半退的房，一个小时，这效率真的不敢恭维。我现在是不是可以怀疑她把这事忘记了，然后我的押金就这样飞了', '短评打分': 4}
{'短评内容': '酒店很舒服，而且离汽车站很近，方便', '短评打分': 5}
{'短评内容': '房间好小，也没个桌子、椅子。放包的地方都没有，只能放地上，。和第一次住的房间简直天地之别，为什么价格相差不大，都是一百多的房间，房间有这么大的区别？瞎搞。到店入住时站在前台几分钟了，尽然两个服务员理都不理，还没有小旅店的服务好，这次真是涨见识了。', '短评打分': 2}
{'短评内容': '打扫的阿姨态度极其恶劣', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '房间很大，很干净。装修风格很清新，下次还会来', '短评打分': 5}
{'短评内容': '＋比较宽敞，清新舒适', '短评打分': 3}
