{'短评内容': '很好', '短评打分': 5}
{'短评内容': '怎么说呢 地理位置可以说是很好了 服务态度也不错 就是房间设施太旧了 不值这个价 我是去考试的 中午想睡一会儿 旁边房间在安电视 电钻的声音直接把我吓醒 不知道中午大家都在休息吗 第二天退房 人家钟点房四小时起步 然而本来我的订单是十二点退房 无奈加了四个小时 但是我一点半就走了 最不满的是 一楼连个公共卫生间都没有 退了房可能就不认你了 上个厕所都不给 唉', '短评打分': 4}
{'短评内容': '服务挺好，早餐还好，房间还行。', '短评打分': 4}
{'短评内容': '酒店环境一般，房间大小还可以，可是这个价位比什么会员什么白金卡黄金卡付的钱多结果还不带早餐！我也是醉了！', '短评打分': 4}
{'短评内容': '酒店位置很好', '短评打分': 5}
{'短评内容': '链很不错，很干净。', '短评打分': 5}
{'短评内容': '不错，可停车，环境可以。', '短评打分': 4}
{'短评内容': '算可以了', '短评打分': 5}
{'短评内容': '说实话，这个酒店真心不行，是我住过的汉庭里边最次的，小的不能再小，而且设施陈旧，也不干净', '短评打分': 5}
{'短评内容': '一般，环境不行', '短评打分': 3}
{'短评内容': '还不错啊，嗯，方便一些吧', '短评打分': 5}
{'短评内容': '环境不行', '短评打分': 3}
{'短评内容': '酒店环境很不错。距离万达很近。购物方便。房间也很安静。干净。冬天暖气特别的热。总之各方面都不错。赞一个', '短评打分': 4}
{'短评内容': '酒店服务不错，在万达广场边上，出行吃都很方便，离我办事的地方也很近，晚上还可以去万达广场逛逛，就是暖气晚上关了。', '短评打分': 4}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '挺好的，之前来过一次', '短评打分': 5}
{'短评内容': '推荐...', '短评打分': 5}
{'短评内容': '就那样，可以住', '短评打分': 4}
{'短评内容': '肃静，床舒服，温度适宜', '短评打分': 5}
{'短评内容': '一如既往的好！', '短评打分': 5}
{'短评内容': '谁住谁后悔', '短评打分': 1}
{'短评内容': '就是环境好、周边服务很好', '短评打分': 4}
{'短评内容': '房间也有点太简陋了吧，房价还那么高，一点都不值那个钱，很失望 第一次在携程订酒店，感觉不会再爱了', '短评打分': 2}
