{'descr': '很好', 'star': 5}
{'descr': '差的可以', 'star': 1}
{'descr': '图片根本不是酒店的，还要黑心钱', 'star': 1}
{'descr': '不错哦！环境好，前台的美女很热情！携程很好的软件！住酒店报价哦很划算！', 'star': 5}
{'descr': '有空调不冷。', 'star': 4}
{'descr': '舒适，卫生。', 'star': 5}
{'descr': '我很喜欢，服务人员很贴心，环境也很好', 'star': 5}
{'descr': '酒店还可以，环境也还好，下次出差还会选择。支持！', 'star': 5}
{'descr': '隔音效果不好，卫生间条件一般，房间小，不符合该价格的标准，有点失望', 'star': 1}
{'descr': '房间太小了 而且洗发水沐浴液、连拖鞋都是单收费的 服务态度也不好 跟前台借个插线板都不借 太抠门了 地方也不好找 门口是单行线 打车不方便', 'star': 1}
{'descr': '空间比较小 东西比较少 但是比较干净 服务员热心', 'star': 3}
{'descr': '第一次在哈尔滨住，酒店很干净，交通也很方便！', 'star': 5}
{'descr': '环境不行 床很脏 上面有很多印记还有脚印，不知道卫生是怎么打扫的，而且价格还有点贵，至少这个环境指不上那么多钱', 'star': 1}
{'descr': '还行啊  离地铁站很近 交通方便 服务态度也比较好  增值服务比较多  恩 ', 'star': 5}
{'descr': '还行啊  离地铁站很近 交通方便 服务态度也比较好  增值服务比较多  恩 ', 'star': 5}
{'descr': '比较满意  经济实惠。以后要是能提供一次性的洗刷用品更好。', 'star': 5}
{'descr': '比较满意  经济实惠。以后要是能提供一次性的洗刷用品更好。', 'star': 5}
{'descr': '环境不错,很干净,大厅还能上网,有饮水机,就是小了点,适合年轻人去住。', 'star': 5}
{'descr': '环境不错,很干净,大厅还能上网,有饮水机,就是小了点,适合年轻人去住。', 'star': 5}
{'descr': '非常不错！非常适合自己或者年轻的朋友来上海玩居住！价钱便宜、交通方便！！', 'star': 5}
{'descr': '非常不错！非常适合自己或者年轻的朋友来上海玩居住！价钱便宜、交通方便！！', 'star': 5}
{'descr': '非常好。地理位置极佳。离四号线地铁站仅5分钟走路路程。99元的价格在上海简直相当于天方夜谭。 因为是客栈，不提供洗漱用品。极力推荐', 'star': 5}
{'descr': '非常好。地理位置极佳。离四号线地铁站仅5分钟走路路程。99元的价格在上海简直相当于天方夜谭。 因为是客栈，不提供洗漱用品。极力推荐', 'star': 5}
{'descr': '不错，很好的一家快捷酒店。', 'star': 3}
{'descr': '不错，很好的一家快捷酒店。', 'star': 3}
{'descr': '很便宜,而且比广州的汉庭海友客栈好多了,里面房间超级小,不过算干净的.', 'star': 5}
{'descr': '很便宜,而且比广州的汉庭海友客栈好多了,里面房间超级小,不过算干净的.', 'star': 5}
{'descr': '性价比蛮好的，不过酒店不给存包...而且在马路旁，却是有时候比较吵...但是这个价位，舒适整洁，值拉', 'star': 5}
