{'descr': '很好', 'star': 5}
{'descr': '酒店位置很好，出行坐车很方便。到榆次老城走路10来分钟，酒店门口有1、4路公交车到榆次站，马路对面的公交站有12路公交车到常家庄园。房间干净，床也还算舒服，早餐加15元也中规中矩，唯一遗憾的是没有免费瓶装水。性价比较高。携程网上的图片很真实，就不发照片了，参考酒店和房间的介绍就好。', 'star': 5}
{'descr': '第一次在榆次，给我的印象还不错，总体来说都很棒！', 'star': 5}
{'descr': '非常好非常好', 'star': 5}
{'descr': '每次到晋中都是住这，还好吧，什么时候能把灯的问题改善了就好了', 'star': 5}
{'descr': '每次到晋中都是住这，还好吧，什么时候能把灯的问题改善了就好了', 'star': 5}
{'descr': '早餐不错，15元一位，不能加床，适合带孩子，处于市中心，有停车场。就是空调声音太大，弄得晚上不太好睡。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '地理位置优越，酒店住着很舒服。', 'star': 5}
{'descr': '不错的酒店，服务态度好，环境不错！确实值得拥有！不错的选择', 'star': 5}
{'descr': '(*@/#&amp;@*e*)', 'star': 5}
{'descr': '就兽霸的人是不一样的确没有理由对你很久很不满的都可以看到一', 'star': 5}
{'descr': '回榆次，就没住过其他地方', 'star': 5}
{'descr': '每次的选择。', 'star': 5}
{'descr': '好好好。老地方。', 'star': 5}
{'descr': '挺好的 不错不错就是那个洗头膏不好用', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '好，不错，锦江之星。', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '很不错', 'star': 5}
{'descr': '很不错', 'star': 5}
{'descr': '房间还行，就是洗澡没有浴霸！太冷啦', 'star': 3}
{'descr': '很干净，环境很好', 'star': 5}
{'descr': '蛮不错的，住了好几次了，很卫生', 'star': 5}
{'descr': '非常不错每次都定', 'star': 5}
{'descr': '还不错，锦江之星也就那样吧', 'star': 4}
{'descr': '地理位置绝对是最佳的！处于最繁华得商业区。酒店双层窗户，隔音好。不过房间内的隔音差一些。这属于是快捷酒店的通病吧，但是不影响休息。卫生还不错，可能是因为每天退房数量太大，服务员打扫不及时。有两次上午出去时挂出清打扫房间的牌子，下午回来还没有打扰。这点需要改进。', 'star': 5}
{'descr': '地理位置绝对是最佳的！处于最繁华得商业区。酒店双层窗户，隔音好。不过房间内的隔音差一些。这属于是快捷酒店的通病吧，但是不影响休息。卫生还不错，可能是因为每天退房数量太大，服务员打扫不及时。有两次上午出去时挂出清打扫房间的牌子，下午回来还没有打扰。这点需要改进。', 'star': 5}
{'descr': '连续住了好几天了，主要就是方便。门前公交出租车很多，方便', 'star': 5}
{'descr': '地理位置绝对是最佳的！处于最繁华得商业区。酒店双层窗户，隔音好。不过房间内的隔音差一些。这属于是快捷酒店的通病吧，但是不影响休息。卫生还不错，可能是因为每天退房数量太大，服务员打扫不及时。有两次上午出去时挂出清打扫房间的牌子，下午回来还没有打扰。这点需要改进。', 'star': 5}
{'descr': '地理位置绝对是最佳的！处于最繁华得商业区。酒店双层窗户，隔音好。不过房间内的隔音差一些。这属于是快捷酒店的通病吧，但是不影响休息。卫生还不错，可能是因为每天退房数量太大，服务员打扫不及时。有两次上午出去时挂出清打扫房间的牌子，下午回来还没有打扰。这点需要改进。', 'star': 5}
{'descr': '挺不错的，干净，安静，推荐，唯一的一点不好就是：在网上订的房间都是挨电梯的', 'star': 5}
{'descr': '非常干净舒适，床睡上去很惬意。服务也不错，如果房间能加台电脑就最好不过了。', 'star': 5}
{'descr': '说酒店在国美上面，结果附近就有3家国美店，而且在修路，就在附近找了半天才找到酒店。房间非常宽敞，很干净舒适。街道对面就是KFC，早上可以去吃6元的早餐。', 'star': 3}
{'descr': '干净、卫生、交通方便、很不错的一家酒店，就是价位有些高，不过榆次好一点的酒店价位都不便宜，下次还会入住。', 'star': 5}
{'descr': '\n酒店挺干净的', 'star': 3}
{'descr': '酒店位置很好，在市中心，在百货大楼对面，酒店设施很好，比如家好多啦，大而且干净，给个好评', 'star': 3}
{'descr': '干净舒适，不错。在修路，901支线不能直达。八一饭店下，打车，倒公交都可以。', 'star': 5}
