{'descr': '很好', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '房间干净纤，服务好，', 'star': 5}
{'descr': '房间很舒适很干净。  酒店服务很贴心。赞一个', 'star': 5}
{'descr': '入住急，还不赖！', 'star': 5}
{'descr': '非常不错 服务态度也很好 开了这么多年了 酒店设施 床品很舒服 淋浴花洒出水量很大  下次朋友过来 首选这边', 'star': 5}
{'descr': '还可以吧，房间比较小', 'star': 5}
{'descr': '不错老客户了', 'star': 5}
{'descr': '不错，挺好的', 'star': 5}
{'descr': '挺好的', 'star': 5}
{'descr': '环境很棒，楼下也有很多饭店，很方便', 'star': 5}
{'descr': '过年不愿来回跑，开个房间住一宿，一直住汉庭，挺好的', 'star': 5}
{'descr': '服务态度挺好，房间够大，也干净，就是空调遥控好像坏了，不能用！还好订的早，登记的时候碰到好多人问有没有房间了', 'star': 5}
{'descr': '挺温馨的，周围生活方便', 'star': 5}
{'descr': '住宿条件不好！', 'star': 4}
{'descr': '太原住宿费都偏高。酒店服务过于生硬，携程续住订单未到就不让进房间，上网手续过于繁琐！', 'star': 4}
{'descr': '太原住宿费都偏高。酒店服务过于生硬，携程续住订单未到就不让进房间，上网手续过于繁琐！', 'star': 4}
{'descr': '经常来这家，给人家的感觉，温暖。   喜欢', 'star': 5}
{'descr': '酒店附近有好多好吃的，购物非常方便，旁边有一家大型超市。酒店房间干净舒适，早餐好吃，是吃货的不错选择。', 'star': 5}
{'descr': '房间特别干净，大姐打扫得应该十分认真。天气比较冷但房间温暖舒适，大厅还有免费的饮料让我们喝，有家的感觉，推荐哦～', 'star': 5}
{'descr': '主要是为考试预定的 环境还行', 'star': 4}
{'descr': '酒店的环境和卫生还是挺干净的。唯一的缺憾就是我入住的那个房间晚上睡觉让人无法入睡，太吵了，一晚上没睡好。由于此酒店坐落于马路边上，楼房的设计属于板楼式，我的房间带窗户而且正对着马路，夜间总有大货车驶过，鸣笛声非常的吵闹。我还发现，窗户外整宿都有发动机在运转的声音。这次入住经历让我非常不爽。房间号我记得不是306就是301 具体忘记了，反正是靠这一排的房间睡着应该都会很吵。', 'star': 1}
{'descr': '酒店位置方便，卫生条件较好，周围商店多，乘坐地铁5号线方便，酒店离天坛公园东门步行5分钟；房间略小，没有电梯，三人房间都在四楼五楼，行李多的不太方便。前台俩男侍应生服务热情、熟练。总体感觉不错，是家很好的旅店，价格略高，酒店房间大小与设施距星级酒店还是有差距的。', 'star': 5}
{'descr': '\n酒店一般,但旁边吃得方便', 'star': 3}
{'descr': '酒店有5层,但是没有电梯,有行李的不方便,周围吃饭的地方倒挺多.', 'star': 1}
{'descr': '条件不错！性价比挺高，就是网速不给力.....', 'star': 5}
{'descr': '条件不错，可以。', 'star': 3}
{'descr': '就是停车太不方便了，只有六个停车位。我去的时候早满了。房间还算不错', 'star': 5}
{'descr': '很不错，挺便宜，就是房间有点小，服务态度还行', 'star': 5}
{'descr': '酒店位置不错，也满干净的，热水很足，暖气也不错，服务态度可以', 'star': 5}
{'descr': '环境不错，服务还可以，可以选择。卫生也还行，以后出差会考虑汉庭的。就是办理会员卡卡费太贵了。', 'star': 5}
{'descr': '真的是很好的服务。超级推荐.....服务员会主动为你打扫房间。也比较干净', 'star': 5}
{'descr': '新春大床房非常好,服务态度也好,就是离火车站有点远', 'star': 3}
{'descr': '舒适  整洁 干净 温馨 推荐给大家 可以去 真心推荐', 'star': 5}
{'descr': '宾馆较旧，但有个小院，可停车。', 'star': 3}
{'descr': '   太小了   就一张床', 'star': 3}
{'descr': '不太喜欢这家酒店，客房服务员还算热情。前台服务员还算可以，但是穿着黑西服的像是主管或者经理的却感觉说话很随便的样子，过于口语化了，非常不够专业。', 'star': 1}
{'descr': '住宿干净，服务态度好，下次会继续光临你的酒店的', 'star': 5}
{'descr': '酒店的隔音效果（进出入门），在别的房间说话吵闹的声音都能听得见。\n而且来入住的人都是外地的旅游团队一大早就大声吵闹，特别影响其他客人的休息。', 'star': 1}
{'descr': '服务态度不错，设施齐全，环境也蛮好，推荐入住。', 'star': 5}
{'descr': '酒店很干净，只是房间略微有一点小。总的来说，感觉还不错。', 'star': 5}
{'descr': '干净', 'star': 3}
{'descr': '回来后很忙，没抽出时间评价。\n酒店环境确实不错，很安静。美中不足的是从天坛东门出地铁后没有明显的标志。希望增加标志牌。', 'star': 5}
{'descr': '感觉还不错房间不算很小卫生也还不错就是打扫的不是很整齐有点将就', 'star': 3}
{'descr': '    酒店的服务不错，设施也可以！就是没有电梯，不过5楼也不算太高！', 'star': 5}
{'descr': '周到、卫生整洁', 'star': 3}
{'descr': '酒店卫生挺好的，连锁酒店这点都不错！！！', 'star': 5}
{'descr': '房间很大，干净舒适，交通便捷，服务热情，很满意', 'star': 3}
{'descr': '暑期价格每周都上调，价格天天涨，服务还是原来的老样子，连瓶纯净水不要收费，房价虚高。', 'star': 1}
{'descr': '房间干净，位置适中，去天坛或乘地铁很方便。楼下吃饭也方便。', 'star': 5}
{'descr': '很干净，服务态度也很好,房间有宽带，也提供小桶的饮用水，出门300米就有地铁站，很方便', 'star': 5}
{'descr': '交通很方便，走几分钟就是天坛东门地铁站。酒店周围有可以吃早餐的地方对面的包子铺就不错~唯一的不足是没有电梯，其他都不错~', 'star': 5}
{'descr': '干净卫生 就是房间有点小 其他很好 服务态度不错 酒店位置很好找 下次还会来 ', 'star': 5}
{'descr': '很好，我很喜欢。我住在这里是为了去山西林业技术职业学院考试的，这个学校很偏僻，周围没什么公交车。从酒店走路过去只要20分钟，打车也就是个起步价，很适合去那里考试的人', 'star': 5}
{'descr': '不错 环境挺干净 人员服务也好 床很舒服 出门还有串店。', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '说办会员卡，结果要198，我没有退了订单，结果第二次开房的价格是169，多了8块，不厚道！！', 'star': 1}
{'descr': '环境不错..服务可以..地方风景秀丽..值得去..', 'star': 5}
{'descr': '干净舒适', 'star': 3}
{'descr': '很好！', 'star': 3}
{'descr': '可以。', 'star': 3}
{'descr': '不错 就是隔音不太好 希望贵店可以注意一下', 'star': 5}
{'descr': '环境很好，地理位置优越，周围设施齐全，下次来还住。 \n', 'star': 5}
{'descr': '酒店的环境非常好，各方面也很满意，以后还会光临', 'star': 5}
{'descr': '不错，就是饮料的量有所减少，希望改善，那个花不了多少成本，但人性化', 'star': 5}
{'descr': '还可以，就是退房时间有点早，延长一个小时又掏了半天房间。服务还可以。', 'star': 5}
{'descr': '还好，洗澡水一直有，不会变凉。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '挺好的，周围还有大超市，环境挺干净', 'star': 3}
{'descr': '酒店设置非常人性化&#183;每个方面都做得很到位&#183;就是电视机不太好使&#183;&#183;&#183;有时候屏幕会模糊&#183;&#183;&#183;', 'star': 5}
{'descr': '酒店干净整洁，内部环境不错！但位置有点偏，有点不方便！', 'star': 5}
{'descr': '汉庭的店还可以，就是电梯有些不太方便，需要刷卡', 'star': 5}
{'descr': '要不是两人都有上网需求，我是不会住那的。', 'star': 3}
{'descr': '预定的时候没想到修路，去的时候绕了半天，第二天是要考试，结果是走着去的，用了半个小时；酒店设施还不错，因为修路晚上反而比较安静；只是周围吃便饭的地方较少，因为是晚上去的，酒店只有早餐，故无法在酒店用餐；房间里居然没有袋泡茶，这可应该是必备的东西啊；大床间的床似乎只有1.4m宽，有点小；卫生间那个洗发护发沐浴三合一的东西让人有所怀疑。。。。。。。，嗯。。。。，有吹风机还是不错的！', 'star': 5}
{'descr': '挺好，就是最近修路，打车不受影响，晚上睡觉反而安静的多。', 'star': 5}
{'descr': '隔音不行，早上比较吵。但是能支持信用卡支付，很方便。', 'star': 5}
{'descr': '客房挺大，很干净。房间里很安静。早餐自助餐比较简单，但也足够了。', 'star': 3}
{'descr': '酒店内的硬件设施比较好，前台服务员很热情，隔音不好。\r\n', 'star': 5}
{'descr': '比较郁闷，这次挑的汉庭正好边上在修路。。。。比较吵。。。。', 'star': 5}
{'descr': '呵呵，又住了一次，特价大床房，也是有窗户的，比其他店强多了。', 'star': 3}
{'descr': '位置略微偏了点，不过性价比很高啊，还会住的。', 'star': 5}
{'descr': '入住时欣燕都红桥酒店外部及周围环境一般，但交通位置不错，离地铁5号线天坛东门B口较近，房间内部干净整洁，且比较安静，整体感觉还不错。', 'star': 5}
{'descr': '该店卫生和服务均好；缺点是电视机信号差，空调制冷效果不好；晚上九点以后附近有一工地晚上施工，影响睡眠。该店地处天坛公园附近，与前门旅游集散中心也很方便。', 'star': 5}
{'descr': '不错。不错。方便。离地铁进近，也很安静，楼下有餐厅比较方便。红桥市场走路不到5分钟', 'star': 5}
{'descr': '我住了大床间，房间虽然小一点，但是经济型酒店可能也就这样了，很干净，住起来没问题。早餐不错。就是酒店西侧有些噪音。', 'star': 5}
{'descr': '为止还不错，有轨道交通，就是外观看上去不怎么好', 'star': 5}
{'descr': '房间热水太小，浴室无门。就是网络电视一体机还行，性价比可以', 'star': 3}
{'descr': '这家酒店位置一流，出门走几分钟就有地铁站，去市中心很方便，门口也有公交站，去欢乐谷也很方便，房间挺干净，床也舒服，就是隔音差些。', 'star': 5}
{'descr': '汉庭快捷酒店（太原胜利桥东店）因为我们本地的汉庭服务都特别的好,所以到了太原就很自觉的来到了汉庭果然不失我所望的,一样的微笑,一样的微笑,让我顿时感到回到了家虽然价钱算不上是很划算,但却还是让我住的很舒服,房间不像我们西安的比较大,这里房间比较小,不过还是很不错的了. 恩,另外呢,最让人有些尴尬的是,房间离居民楼过近了,必须拉上帘子,要不在房间做什么都看的清清楚楚....(尴尬一个),所以这个,唯', 'star': 3}
{'descr': 'hao  ', 'star': 5}
{'descr': '寝具很干净，用餐方便，可单点小炒。离地铁5号线很近，出行方便，天坛公园也不远，去北京站大约打车10min。', 'star': 5}
{'descr': '因为我们本地的汉庭服务都特别的好,所以到了太原就很自觉的来到了汉庭\r\n果然不失我所望的,一样的微笑,一样的微笑,让我顿时感到回到了家\r\n虽然价钱算不上是很划算,但却还是让我住的很舒服,房间不像我们西安的比较大,这里房间比较小,不过还是很不错的了. 恩,另外呢,最让人有些尴尬的是,房间离居民楼过近了,必须拉上帘子,要不在房间做什么都看的清清楚楚....(尴尬一个),所以这个,唯一是让我有点不满意的.', 'star': 5}
{'descr': '地点很好，离地铁3分钟路程，设置简陋点，花洒不能移动，卫生较好，周边没有大的超市，楼下宵夜方便，隔音一般，服务一般，性价比较好，预定的标准房被换成了大床间，和如家天坛店比较的话，地点占优。', 'star': 5}
{'descr': '只是没有停车场，比较遗憾，别的都特满意。', 'star': 3}
{'descr': '房间较小，不含早餐，性价比一般', 'star': 1}
{'descr': '地点十分方便 房间不大 但是舒适干净 没有电梯', 'star': 5}
{'descr': '主要是卫生间太简陋,淋浴房没做隔断,洗完澡整个卫生间地上都是湿的,水也很小,不舒服.其他方面都还不错.不介意这点的朋友住这个酒店还是不错的选择.', 'star': 5}
{'descr': '交通很便捷 打掃衛生也很及時 服務態度很好 下次去北京還會去住 超推薦', 'star': 5}
{'descr': '北京欣燕都连锁（红桥店）位置很好,离天坛东门地铁站很近,出行很方便.性价比还可一.房间设施一般,房间内总是有一股发霉的味道,有点叫人受不了.', 'star': 1}
{'descr': '酒店交通十分便利，离公园很近。服务员服务较满意。', 'star': 5}
{'descr': '酒店给人的第一感觉是很干净，我觉得这点非常重要，因为酒店你需要对客人的健康负责，其他方面的话差不多就可以。', 'star': 5}
{'descr': '经济适用，卫生。，挺好。', 'star': 5}
{'descr': '隔音不好，背马路那边的房间老有个机器在嗡', 'star': 5}
{'descr': '离天坛很近，出门公交、地铁都有，交通便利，房间也够大，住着宽敞。', 'star': 5}
{'descr': '服务态度也不错，房间虽然小一些但是很干净而且提供一些服务还是比较热情，酒店离地铁站也很近，价格也很便宜的，就是说它的隔音效果不是太好，其他方面都还不错。', 'star': 5}
{'descr': '没有停车场，房间有臭味，开了窗户是饭店的气味，很难闻', 'star': 1}
{'descr': '酒店位置不错，可惜没有专属停车位，店内没有餐厅', 'star': 5}
{'descr': '离火车站比较远点，但是环境还是不错的，周围也有大型超市，公交挺方便。', 'star': 5}
{'descr': '给朋友预定，反应还不错', 'star': 5}
{'descr': '床、被褥、房间很洁净，只是卫生间地上发现有未打扫的烟灰。另外有些遗憾的是没有停车场，就是签约的停车场也没有，稍微有些不安，还好，一切平安。', 'star': 5}
{'descr': '房间太小了，除了床连站立都困难，而且几乎没看出什么装修，服务倒是非常好！', 'star': 1}
{'descr': '酒店的配置不齐全没有饮水机喝水很不方便，热水器不是很好，水很少，很早就有服务员敲门硬件配置还是比较舒适的。整体来讲不是很满意。', 'star': 3}
{'descr': '交通便利  住了6天', 'star': 3}
{'descr': '住了6天 `离地铁近`交通还可以`设施一般`安全有点不敢恭维`连着2天晚上睡觉门会有人打开`还好有挂内部链子锁`前台反映以后没有反馈.', 'star': 5}
{'descr': '位置不错，很好找，红桥市场的后面，卫生不错，干净整洁，188元的价格也挺合适，房间面积尚可。', 'star': 5}
{'descr': '给我感觉干净.明快，早餐太好了，全面，其他一般。', 'star': 5}
