{'短评内容': '酒店地理位置交通便利。', '短评打分': 4}
{'短评内容': '酒店地理位置优越，临近商贸城，宾馆设施齐备，房间面积大，家具装修欧式风格。前台服务热情，耐心解答客人问题，热情介绍周边', '短评打分': 4}
{'短评内容': '酒店地理位置优越，临近商贸城，宾馆设施齐备，房间面积大，家具装修欧式风格。', '短评打分': 4}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '早餐还好，免费停车', '短评打分': 5}
{'短评内容': '酒店设施不错，但服务各方面很不专业，前台只顾自己玩手机，不能专心迎宾，现场问他能否手机平台订房支付，当场说可以，但下单后却拒单', '短评打分': 1}
{'短评内容': '非常好.m.', '短评打分': 5}
{'短评内容': '除早餐外，其他都很好。周边酒店中性价比算高的了', '短评打分': 5}
{'短评内容': '空调太旧了，晚上有些冷', '短评打分': 3}
{'短评内容': '代人预订', '短评打分': 5}
{'短评内容': '空调没用', '短评打分': 1}
{'短评内容': '服务很不错，前台很热情，客房服务很贴心，点赞！', '短评打分': 5}
{'短评内容': '服务很不错，前台很热情，客房服务很贴心，点赞！', '短评打分': 5}
{'短评内容': '服务很不错，前台很热情，客房服务很贴心，点赞！', '短评打分': 5}
{'短评内容': '服务很不错，前台很热情，客房服务很贴心，点赞！', '短评打分': 5}
{'短评内容': '房型还可以，服务很不错，前台也好，客房也好，点赞！', '短评打分': 5}
{'短评内容': '一般…没有想象中那么好，不过还行睡得比较舒服装修也还不错', '短评打分': 5}
{'短评内容': '不错的酒店，房间比较大，舒适', '短评打分': 3}
{'短评内容': '房间内陈设都挺新，住宿条件好像都能赶上万豪了，早餐也不错！', '短评打分': 5}
{'短评内容': '这酒店房间设施不错 早餐丰富 只是停车有紧张 孙浩', '短评打分': 3}
{'短评内容': '还不错，就是空调致冷差点，而且声音有点大。', '短评打分': 5}
{'短评内容': '很好，温州挺不错的酒店，餐厅服务不是很好，卫生其他都很好。离市区有些距离需要公交乘几站路。', '短评打分': 5}
{'短评内容': '房间比较大，而且电梯需要刷卡才能乘坐，自助早餐很丰富~~~', '短评打分': 5}
{'短评内容': '价格便宜量又足啊，不错不错，尤其是早餐蛮丰富的，房间设施也比较丰富。', '短评打分': 5}
{'短评内容': '酒店很舒服，楼下的菜品很好吃～这个价格很值！', '短评打分': 5}
{'短评内容': '非常好的酒店，设施很新，卫生很好。二楼餐厅的菜肴很好。下次还入住这里。', '短评打分': 5}
{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '酒店环境很好，我每次出差都住，价格合理，卫生不错，交通很方便！', '短评打分': 5}
{'短评内容': '非常好的酒店，菜也超级好吃！', '短评打分': 3}
{'短评内容': '酒店一切都很好。一连住了四天。酒店的网管特给力，帮我们设置了很多次无线路由的IP，不厌其烦！楼下还有餐厅吃饭，听说餐厅很有名，菜色都不错。PS：很多温州人都不知道这酒店有住宿的，以为都是吃饭的。\n\n就一点不好，打车难，而且附近很荒凉。当时想找个药店都走了很长的路才找到。', '短评打分': 5}
{'短评内容': '这个酒店影响最深地就是餐厅里地东西比较好吃，味道不错，花色也多。', '短评打分': 5}
{'短评内容': '酒店不错，去温州的话是个不错的选择。位置偏了点，其他都挺不错的。', '短评打分': 5}
{'短评内容': '希望前台要注意下服务，有些个别的态度很差。', '短评打分': 5}
{'短评内容': ' 还是一如继往的好！很满意！', '短评打分': 3}
{'短评内容': '位置有些偏，但入住感觉性价比很好的。。。', '短评打分': 5}
{'短评内容': ' 每次来温州都是住这里，依旧非常满意！', '短评打分': 3}
{'短评内容': '很久了才做点评，已经忘记上次住的时候是什么感觉了。', '短评打分': 5}
{'短评内容': '性价比高，可基本达到四星标准，早餐也不错。顶', '短评打分': 5}
{'短评内容': '不错不错，相当不错，优雅中带点浪漫的那种。', '短评打分': 5}
{'短评内容': '非常不错的酒店，房间够大，吃饭也很方便。', '短评打分': 5}
{'短评内容': '很不错的酒店，价格实惠，这个位置就是打的有点难', '短评打分': 5}
{'短评内容': '交通比较便利，唯一不好的是这里靠近马路，有点吵', '短评打分': 5}
{'短评内容': '性价比超好。就是卫生纸太差，不过旁边的还有一个卫生纸不错的。', '短评打分': 5}
{'短评内容': '酒店位置不错, 房间里面设施也可以,尤其是床超级舒服,\n', '短评打分': 5}
{'短评内容': '每个月都有去温州，每次也都会住这个地方，酒店的前台都认识我了，嘿嘿...感觉很亲切，有种家的味道，希望继续发扬，服务有待再次提高啊！！', '短评打分': 5}
{'短评内容': '前台个别接待服务意识极差。房间较大，装修较新，舒适。但是位置偏，周边环境一般，的士比较难打。', '短评打分': 5}
{'短评内容': '房间较大，装修较新，舒适。但是位置偏，周边环境一般，的士比较难打。前台个别接待服务意识极差。', '短评打分': 5}
{'短评内容': '环境好的，早餐也好。', '短评打分': 3}
{'短评内容': '酒店装修较新，餐饮也很好，是个很不错的酒店。', '短评打分': 5}
{'短评内容': ' 值得入住，只是稍微有些偏', '短评打分': 3}
{'短评内容': 'It is very good hotel. I felt safe when I saw without the keyboard one is unable to start the elevator.', '短评打分': 5}
{'短评内容': '住了多次了，感觉很满意！', '短评打分': 3}
{'短评内容': '名字会比较诡异一点 其他都还好 感觉是个很上档次的酒店 早餐也很丰富 各 方面都不错 ', '短评打分': 5}
{'短评内容': '总体不错,但有些小问题,\n1. 停车位不够.\n2. 收视表上有凤凰卫视等电视节目,但实际上没有.', '短评打分': 5}
{'短评内容': '强烈推荐，设施好，性价比优，就是靠大马路的房间隔音较差', '短评打分': 3}
{'短评内容': '可以~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~；~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '性价比不错的酒店，！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '如果房间晚上能送个果盘会更好，显得更有档次，结账速度有待提高', '短评打分': 5}
{'短评内容': '房间较大，舒适。但是位置偏，的士难打，前台一问三不知，送餐服务不好，晚上还有人从门缝下塞小广告......', '短评打分': 1}
{'短评内容': '蛮好！房间也挺舒适，性价比还好！就是床边上没有放纸巾盒没有纸巾不方便。早餐一般，不过我是8点多才去吃的，说不定有些东东没了，呵呵。', '短评打分': 5}
{'短评内容': '地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。。。周围吃饭的地方少。。。。。。地方有点偏。。。', '短评打分': 1}
{'短评内容': '酒店物超所值', '短评打分': 3}
{'短评内容': '温州黄龙商贸城附近不错的酒店,交通方便，而且有美食。', '短评打分': 5}
{'短评内容': '性价比比较的酒店，房间马马虎虎，早餐比较丰富。唯一不足的是酒店比较偏，出租车比较难打。但有时酒店保安会给你叫车。', '短评打分': 5}
{'短评内容': '性价比不错,早餐也可以，就是房间空调太冷，调了也没用。', '短评打分': 5}
{'短评内容': '非常不错，就是位置有点偏\n早餐还不错\n下次还会考虑', '短评打分': 5}
{'短评内容': '就是位置有点偏僻··其他都还行·我挺满意的·还有希望隔音效果能够改进！！！', '短评打分': 5}
{'短评内容': '环境外面很吵杂，，里面的环境还不错。。。早餐也挺好。。服务不错。', '短评打分': 5}
{'短评内容': '环境还不错，但是外面环境太乱了，总体感觉还好，值得推荐。。', '短评打分': 5}
{'短评内容': '虽然在郊区，前面在修路，外面环境不是很好，但酒店本身很不错，细节做得很好。', '短评打分': 5}
{'短评内容': '干净 就是少点星级的感觉 建议可以向3星靠拢，譬如房间可以送个水果盘什么的', '短评打分': 5}
{'短评内容': '酒店地址似乎有点偏远，出门都需打的，还好基本上起步价都可以到达目的地。性价比挺好。', '短评打分': 5}
{'短评内容': '房间内部挺干净，服务态度经向总经理投诉后大有改善。含丰富早餐，性价比挺高。', '短评打分': 5}
{'短评内容': '性价比算是比较高的一家酒店，每次都会选择这里', '短评打分': 5}
{'短评内容': '气派，室内装潢和设施相当不错，以后还住这儿！', '短评打分': 5}
{'短评内容': '已经入住，房间设施很好，早餐也不错，很满意！', '短评打分': 5}
{'短评内容': '餐厅服务实在不敢恭维，点完饭菜半小时后上菜，再过了半小时才上饭，而且还要反复催促，房间还行', '短评打分': 5}
{'短评内容': '酒店较新，早餐也好，如果房间能再送个水果盘的话更好', '短评打分': 5}
{'短评内容': '＋还好', '短评打分': 3}
{'短评内容': 'ood.............................................................................', '短评打分': 5}
{'短评内容': '能不能不点评啊，不知道说啥了，也没事儿说的。', '短评打分': 5}
{'短评内容': '还不错，酒店设施比较新\n可以的\n打车也方便，离机场稍微有点远', '短评打分': 5}
{'短评内容': '三星级的价格四星级的服务五马美食林值得推荐', '短评打分': 3}
{'短评内容': '性价比高，交通便利', '短评打分': 3}
{'短评内容': '1，希望隔音能尽快解决，晚上很吵的，本身我的睡眠就不怎么好，这么一吵的话我几乎很难睡着的，希望改善啦！\n2，送餐的服务费，不知道是怎么付的，是百分之十还是百分之二十，有些小贵哦！希望在送餐单上注明下，这样顾客消费也明确！\n3，客房服务员在打扫房间的时候希望注意下某些小细节，不要只顾表面，大体是感觉不错了，都弄好了，可是细节要掌握好，这样客人才觉得贴心。\n4，希望结账的时候稍微速度些，在我记忆中，没', '短评打分': 5}
{'短评内容': '现在酒店的送餐服务费有些高，比起之前的时候贵了一半，还有就是房间的服务员在收拾房间的时候不怎么仔细，自此住这个酒店还真的没什么好的印象。', '短评打分': 5}
{'短评内容': '不错，已经第二次入住，提两点：1、大唐有苍蝇飞 2、房间晚上能加送个水果盘，会更好点', '短评打分': 5}
{'短评内容': '服务到位，安静舒适！已经住了好多次了!很满意！下次还会再来的！', '短评打分': 5}
{'短评内容': '不错的选择,价格合理,吃饭很方面,值得再次入住.结帐要快点啦.', '短评打分': 5}
{'短评内容': '好酒店，房间装修的还是挺漂亮的！', '短评打分': 3}
{'短评内容': '酒店房间蛮大的，干净明亮。不过晚上会有人敲门发卡，这点比较不好', '短评打分': 5}
{'短评内容': '较新，早餐也不错，就是有点远。客吧价格记得及时更新', '短评打分': 5}
