{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间很干净，服务很好。', '短评打分': 5}
{'短评内容': '第一次来杭州，故意挑的便宜点的酒店，没想到环境这么好，非常适合旅游暂住，及接待宾客，干净卫生，舒适宜人', '短评打分': 5}
{'短评内容': '很干净，设施也比较新', '短评打分': 5}
{'短评内容': '服务很好，免费升级了房间～', '短评打分': 5}
{'短评内容': '验证速度要提高点', '短评打分': 5}
{'短评内容': '还可以，等下去开发票啊', '短评打分': 5}
{'短评内容': '环境还行，不吵，房间干净', '短评打分': 5}
{'短评内容': '服务很好！价格也挺实惠。', '短评打分': 5}
{'短评内容': '这家店位置还不错，价格也便宜，住宿条件也有值', '短评打分': 5}
{'短评内容': '很不错，住了半个多月，下次还会住这里', '短评打分': 5}
{'短评内容': '服务很好！', '短评打分': 5}
{'短评内容': '环境好，服务到位', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '在杭州这位置，这个价格挺实惠的，这里离西溪湿地也很近，林隐寺也不远～～～～～～～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '标准连锁酒店，没啥特殊的', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '总体还可以，关键也是便宜。', '短评打分': 5}
{'短评内容': '便宜，干净。', '短评打分': 4}
{'短评内容': 'It is a good hotel', '短评打分': 5}
{'短评内容': '出差订的房间，条件还算可以，周围吃饭挺方便', '短评打分': 5}
{'短评内容': '交通便利，靠近西溪公园 走路过去就可以了  旁边还有一家外婆家 可惜没有等到号，听说很好吃', '短评打分': 5}
{'短评内容': '环境安静整洁，很舒适，住的很开心，很满意，下次还会光顾', '短评打分': 5}
{'短评内容': '很好  赶紧  卫生  就是隔音有点差', '短评打分': 5}
{'短评内容': '如家不多说，比边上的万好万家好点。。如家不多说，比边上的万好万家好点。。如家不多说，比边上的万好万家好点。。如家不多说，比边上的万好万家好点。。', '短评打分': 5}
{'短评内容': '比较方便，挺不错的酒店。离出差公司比较近，挺好的', '短评打分': 5}
{'短评内容': '出差住的地方，还不错  位置偏了点 但是离古荡软件园很近 ', '短评打分': 5}
{'短评内容': '比较方便的酒店，服务质量也比较好。离出差公司比较近，很方便', '短评打分': 5}
{'短评内容': '环境很好很干净', '短评打分': 3}
{'短评内容': '还不错吧，总体来说。交通还算方便，价位还好', '短评打分': 5}
{'短评内容': '酒店很棒，推荐入驻，相信每一个住进去的都会喜欢这里吧。', '短评打分': 5}
{'短评内容': '价格合适，环境还不错,离出差地点近，比较方便。是个不错的出差选择', '短评打分': 5}
{'短评内容': '首先此酒店位置偏僻  对于购物和吃饭都不便利  附近无超市  最可恶的是KFC不给外送  房间隔音效果非常非常差  晚上睡觉能听到隔壁打呼噜的声音  不过前台服务态度很好  我点播的电视无法播放  退回了了点播费  ', '短评打分': 1}
{'短评内容': '地方比较偏，但离我要去的天目山医院很方便，离西溪湿地也很近\n房间很干净很温馨，就是面积太小，而且窗户太小，隔音一般。', '短评打分': 5}
{'短评内容': '酒店还算干净，也比较安静，离西站和西溪湿地也不远，就是吃饭不方便，而且还不提供有偿晚餐', '短评打分': 5}
{'短评内容': '房间很干净，很舒服。要是在我们咨询乘车线路时前台客服再热情一点就好了。', '短评打分': 5}
{'短评内容': '离市区有点远，离西溪很近。周边超市、饭馆少。环境还是很干净的。', '短评打分': 5}
{'短评内容': '快捷方便', '短评打分': 3}
{'短评内容': '还可以,推荐!!!!!!!!!!!!!!!!!1', '短评打分': 5}
{'短评内容': '还可以,就是房间气味有点大!!!!!!!!!!1', '短评打分': 5}
{'短评内容': '还不错，隔音差了点，睡过头延迟退房态度也挺好的', '短评打分': 5}
{'短评内容': '酒店地址很好找,服务态度很好,房间和其他店面一样,很如家。唯一可惜的是附近吃饭的地方不是很多。', '短评打分': 3}
{'短评内容': '酒店在天目山路上，位置不错，晚上还是很安静，卫生也不错。', '短评打分': 5}
{'短评内容': '卫生不错，环境也很温馨，喷水龙头很给力，水量很大，洗澡爽的很，比第二天去千岛湖的五星级的还爽。就是房间很小。', '短评打分': 5}
