{'descr': '在360 老高层了环境差 地点是中心', 'star': 3}
{'descr': '一般 私人公寓', 'star': 4}
{'descr': '太差了，什么都是坏的', 'star': 3}
{'descr': '户型略显狭小', 'star': 4}
{'descr': '价格比较便宜', 'star': 5}
{'descr': '店家服务很好 之前在携程网只订了一晚 第二天继续续住了一晚 房间暖气很好 晚上都没有盖被子 24小时热水 下次来旅游还住枫叶', 'star': 5}
{'descr': '环境特别好，住的很舒服，地方也干净。下次还去', 'star': 3}
{'descr': '在中央大街，哈一百，透笼，购物佷方便', 'star': 5}
{'descr': '条件很一般，没有想象中的好，整体环境不如快捷宾馆', 'star': 3}
{'descr': '公寓式旅馆，设施较一般，离中央大街等景点较近，价格实惠。', 'star': 4}
{'descr': '给朋友订的，说是挺好的。', 'star': 4}
{'descr': '给朋友订的，说是挺好的。', 'star': 4}
{'descr': '房间好卫生差，瞎那房子了。好好改改吧。想不想赚钱了。', 'star': 1}
{'descr': '房间好卫生差，瞎那房子了。好好改改吧。想不想赚钱了。', 'star': 1}
{'descr': '去中央大街还是蛮方便的，就是房间卫生和配套设施不够，很多东西都没有，冰箱没插电，水壶看到就不想用了，床上用品卫生不够，总体来说一般吧。', 'star': 1}
{'descr': '去中央大街还是蛮方便的，就是房间卫生和配套设施不够，很多东西都没有，冰箱没插电，水壶看到就不想用了，床上用品卫生不够，总体来说一般吧。', 'star': 1}
{'descr': '酒店房间不错，就是不好找，在一个高层里面', 'star': 5}
{'descr': '酒店房间不错，就是不好找，在一个高层里面', 'star': 5}
{'descr': '住家公寓式的，蛮好的。住两晚了，回程时还住这', 'star': 3}
{'descr': '住家公寓式的，蛮好的。住两晚了，回程时还住这', 'star': 3}
{'descr': '虽说才三年的房子，但很破，室内的装修设施也很一般', 'star': 3}
{'descr': '虽说才三年的房子，但很破，室内的装修设施也很一般', 'star': 3}
{'descr': '价位还可以，房间环境也不错，算是性价比比较高', 'star': 5}
{'descr': '价位还可以，房间环境也不错，算是性价比比较高', 'star': 5}
{'descr': '地理位置不错，离索菲亚和中央大街都挺近，只是开发票得另加税', 'star': 3}
{'descr': '地理位置不错，离索菲亚和中央大街都挺近，只是开发票得另加税', 'star': 3}
{'descr': '很好很好 很满意 住得很舒服 离中央大街、火车站、透笼、教堂都很近。采光很好、服务态度也很好。好评好评！', 'star': 5}
{'descr': '很好很好 很满意 住得很舒服 离中央大街、火车站、透笼、教堂都很近。采光很好、服务态度也很好。好评好评！', 'star': 5}
{'descr': '感觉还不错，价格比较低，但住房环境还不错，服务也比较到位，地理位置也很不错，推荐~~~', 'star': 5}
{'descr': '感觉还不错，价格比较低，但住房环境还不错，服务也比较到位，地理位置也很不错，推荐~~~', 'star': 5}
{'descr': '家庭式旅店，舒服，还算整洁。服务很细心。物美价廉，以后还会再来！', 'star': 5}
{'descr': '家庭式旅店，舒服，还算整洁。服务很细心。物美价廉，以后还会再来！', 'star': 5}
{'descr': '房间大小正好，卫生非常好，基本设施都有，住的还算舒适。', 'star': 5}
{'descr': '房间大小正好，卫生非常好，基本设施都有，住的还算舒适。', 'star': 5}
{'descr': '非常干净舒适，风景也不错，下次还会光顾的。', 'star': 5}
{'descr': '非常干净舒适，风景也不错，下次还会光顾的。', 'star': 5}
{'descr': '服务挺好，卫生不错，房间住的也挺舒适，就是没有早餐，感觉不是很方便。', 'star': 3}
{'descr': '服务挺好，卫生不错，房间住的也挺舒适，就是没有早餐，感觉不是很方便。', 'star': 3}
{'descr': '挺不错，交通便利，服务随叫随到，卫生也挺好的。', 'star': 5}
{'descr': '挺不错，交通便利，服务随叫随到，卫生也挺好的。', 'star': 5}
{'descr': '位于中央大街上，购物交通还是蛮方便的，酒店打扫挺干净，这点挺满意。', 'star': 5}
{'descr': '位于中央大街上，购物交通还是蛮方便的，酒店打扫挺干净，这点挺满意。', 'star': 5}
{'descr': '房间还好，挺干净，通风也挺好，床睡的挺舒适的。', 'star': 3}
{'descr': '房间还好，挺干净，通风也挺好，床睡的挺舒适的。', 'star': 3}
{'descr': '环境挺好，设施挺齐全，整体感觉挺温馨挺舒适的。', 'star': 5}
{'descr': '环境挺好，设施挺齐全，整体感觉挺温馨挺舒适的。', 'star': 5}
{'descr': '服务质量很好，设施很齐全，周边环境很好，出行很方便。', 'star': 5}
{'descr': '服务质量很好，设施很齐全，周边环境很好，出行很方便。', 'star': 5}
{'descr': '服务质量很好，设施很齐全，周边环境很好，出行很方便。', 'star': 5}
{'descr': '位置挺好，离中央大街挺近，房间舒适度还好，卫生挺不错的，这次住的挺满意。', 'star': 5}
{'descr': '位置挺好，离中央大街挺近，房间舒适度还好，卫生挺不错的，这次住的挺满意。', 'star': 5}
{'descr': '位置挺好，离中央大街挺近，房间舒适度还好，卫生挺不错的，这次住的挺满意。', 'star': 5}
{'descr': '挺好，服务到位，设施完善，出行方便，这次住的非常满意。', 'star': 5}
{'descr': '挺好，服务到位，设施完善，出行方便，这次住的非常满意。', 'star': 5}
{'descr': '挺好，服务到位，设施完善，出行方便，这次住的非常满意。', 'star': 5}
