{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间很不错，和朋友一起出来玩，两个人在一起住一晚价格也还不错。蛮干净的。', '短评打分': 5}
{'短评内容': '还可以啊', '短评打分': 4}
{'短评内容': '价格比较便宜，设施和服务在这个价格上就算过得去了。', '短评打分': 4}
{'短评内容': '酒店环境还可以，就是楼层太低，电视比较小。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好 还舒服', '短评打分': 5}
{'短评内容': '性价比较好，服务亲切', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 4}
{'短评内容': '性价比较好，服务亲切', '短评打分': 5}
{'短评内容': '房间很不错的呢，设备也还可以，不错', '短评打分': 5}
{'短评内容': '性价比较高，服务亲切', '短评打分': 5}
{'短评内容': '性价比较好，服务亲切', '短评打分': 5}
{'短评内容': '性价比较好，服务亲切', '短评打分': 5}
{'短评内容': '性价比较好，服务亲切', '短评打分': 5}
{'短评内容': '还可以的吧！卫生方面还有待加强！去的时候房间还没打扫出来！可能是因为刚打扫过的原因！有股气味！开过窗了就好多了', '短评打分': 3}
{'短评内容': '还不错，就房门不大好用', '短评打分': 5}
{'短评内容': '将就', '短评打分': 2}
{'短评内容': '总体来说，环境还可以就是中央空调一点狗不好！晚上睡觉的时候我都差点热死！还有等也有问题，一闪一闪的！', '短评打分': 3}
{'短评内容': '不错，干净，卫生，交通方便', '短评打分': 5}
{'短评内容': '破酒店。连定三次都不会预留房间，去到前台就说没房了。有一次还加钱了才有。三次定了都这样没房。鬼还敢去住。奉劝大家都不要去住这个酒店，更不要预定，去了也不会有房，有房也会加钱员工说携程定的价格不算。跟携程爱做不做都无所谓。差评到极点。', '短评打分': 1}
