{'短评内容': '很好', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '性价比不高，谨慎选择', '短评打分': 3}
{'短评内容': '不错的环境', '短评打分': 5}
{'短评内容': '酒店前台接待很温和，酒店条件也不错，到速8酒店就像回到自己家里一样，住的特别舒服，安心，下次一定还住这家酒店', '短评打分': 5}
{'短评内容': '房间挺大的 设施有些旧 但是挺干净的 酒店服务员和保安都很热情 毕竟是老牌连锁店 还是不错的 离泰山很近  周围购物环境也不错 附近吃饭很方便  味道也不错 住这里是个不错的选择', '短评打分': 5}
{'短评内容': '房间性价比很高，不错不错', '短评打分': 5}
{'短评内容': '挺好挺快挺给力的。。。。', '短评打分': 5}
{'短评内容': '住过好几次，挺好的', '短评打分': 5}
{'短评内容': '环境很好 服务很好 干净宽敞 适合出游出差', '短评打分': 5}
{'短评内容': '隔音不好', '短评打分': 4}
{'短评内容': '还不错，挺干净的样子，不过连锁酒店就免不了床单集合起来大卡车运出去一块洗的，是不是新闻上说的都用强碱就不知道了。总之还不错，不贵，该有的都有。', '短评打分': 4}
{'短评内容': '睡睡觉就可以了，要求不高', '短评打分': 4}
{'短评内容': '还可以吧', '短评打分': 5}
{'短评内容': '窗户很高的那种，不能打开，一次性洗刷用品是去前台要的，打扫房间的阿姨人很好。', '短评打分': 3}
{'短评内容': '一般吧。不提供免费的洗漱用品，4元一套', '短评打分': 3}
{'短评内容': '很好，以后会经常去的', '短评打分': 3}
{'短评内容': '酒店还不错，给个好评吧', '短评打分': 3}
{'短评内容': '好 真心不错 价格便宜。', '短评打分': 3}
{'短评内容': '住了那么多酒店，第一次听说中午12点退房，服务态度很一般！', '短评打分': 5}
{'短评内容': ' 环境很好', '短评打分': 3}
{'短评内容': '很干净，很舒服，服务态度也很好，离泰山很近，出行很方便\n', '短评打分': 5}
{'短评内容': '干净整洁、服务好，出入游玩交通很方便，下次还定这里。', '短评打分': 5}
{'短评内容': '我们非常重视虚假点评的问题，我们投入了大量的资源和人力保证网站内容的真实性。如果我们发现虚假点评，我们会从网站中删除该点评。\n\n', '短评打分': 5}
{'短评内容': '，交通方便，服务满意，卫生但设施维修及时掌控欠及时。基本满意', '短评打分': 3}
{'短评内容': '离火车站近，特价房设施可以的。打的到红门就是起步费。总而言之，对得起这个价格。', '短评打分': 5}
{'短评内容': '什么都好就是不隔音', '短评打分': 3}
{'短评内容': '价格比较实惠，早餐不是很丰盛。。。。。。', '短评打分': 5}
{'短评内容': '网速还行，不过地毯有点脏，浴室的水冷热没法调，要么烫，要么冷。', '短评打分': 1}
{'短评内容': ' 标间还可以，单间大床和无窗房有点吵！', '短评打分': 3}
{'短评内容': '隔音效果相当差，环境还算是比较优雅，床单不经常换！！', '短评打分': 1}
{'短评内容': '隔音太差了，简直跟没有墙一样！\n前台的值班经理经常忙的忘记自己该做什么了！把我让到沙发上晾了半个多小时，最后说：把你忘了！', '短评打分': 5}
{'短评内容': '交通便利\n就是隔音不是很好\n网速快，服务态度好', '短评打分': 5}
{'短评内容': '服务不错,我预订8点之前到的,因为车晚点了九点才到,幸亏还有房间,干净舒适,但隔音效果不好', '短评打分': 3}
{'短评内容': '除了有点儿小之外 其他还可以 只是因为晚上喝醉了 吐到被子和床单上了 结账时被罚了200元 小贵....', '短评打分': 5}
{'短评内容': '卫生干净，环境还行，就是隔音特别差，正好赶上装修，噪音挺大', '短评打分': 5}
{'短评内容': '我是2012年1月24号下午5点多入住的，离火车站很近，环境还可以，就是房间硬件配置不到位，服务还好效率挺快的离天外天走25分钟就到了。总体可以希望硬件设施到位。', '短评打分': 5}
{'短评内容': '房间有一股味道，晚上老有噪音。', '短评打分': 3}
