{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '酒店设施很贴心，还有洗衣机，房间也很大，住的很舒服，交通也方便，很好的一家酒店，推荐', '短评打分': 5}
{'短评内容': '房间有些脏，有卫生死角。毕竟只是公寓吧，但地理物质优越，步行去九眼桥酒吧街，春熙路，太古里都很方便', '短评打分': 4}
{'短评内容': '地理位置特好，房间也挺舒服', '短评打分': 5}
{'短评内容': '又来住啦！这次换了一个房间！设施升级！也干净了许多！出行方便，旁边就是春熙路，很多火锅店和吃的！！这个价格很合适！', '短评打分': 5}
{'短评内容': '还可以，在市中心！出行非常方便！设施该有的都有！服务也挺好的，因为我出门很早，前台也给我解决了问题！总体还行！就是地毯有一丢丢脏！', '短评打分': 5}
{'短评内容': '挨春熙路很近，环境很好，清静，环境和设施十分满意，价格也很实惠。', '短评打分': 5}
{'短评内容': '比较了很多家，看评价，看照片,最后决定选这家，很划算，很干净，房间很大，位置也比较好找，设施也不错，在成都最繁华的春熙路，还会选择这里！', '短评打分': 5}
{'短评内容': '酒店很不错，位置方便好找，离春熙路近。室内环境也不错，干净整洁，住在这里哪里都方便。晚上周围也很安静，棒棒的，下次去成都还要住这里！', '短评打分': 5}
{'短评内容': '服务不错，房间卫生还蛮可以，在这个位置也很有性价比的，还会继续住这家店', '短评打分': 5}
{'短评内容': '酒店很好，不错的选择，干净，就是热水是用电的，需要控制时间', '短评打分': 4}
