{'短评内容': '环境很好', '短评打分': 5}
{'短评内容': '环境很优美的酒店，在酒店散步有许多美景，园林式酒店，房间很大宽敞明亮，窗外景色很美。客房服务及时，工作人员会主动热情招呼客人，主动问询是否需要代叫出租。酒店早餐很丰富，有醉螺，还有烤鳗，很美味。礼宾部，前台，客房服务人员都很好。几点不足之处:1.酒店淋浴和浴缸是一体的，而且浴缸比较高，花晒可以拿下，但是不能调整角度，洗浴很不方便。见图一，二，三。2，窗户那里有个小台阶，没有特别注明，小心被撞。见图', '短评打分': 4}
{'短评内容': '很好', '短评打分': 4}
{'短评内容': '环境优美，安静，休闲商务极佳住所！要是能出行接送就更好了', '短评打分': 5}
{'短评内容': '服务周到，确认快，非常便捷，京东值得信赖', '短评打分': 5}
{'短评内容': '服务周到，确认快，非常便捷，京东值得信赖', '短评打分': 5}
{'短评内容': '感觉还不错哦，比较满意的。', '短评打分': 5}
{'短评内容': '环境优雅，适合旅游，休闲休息的好场所。', '短评打分': 5}
{'短评内容': '环境优美，安静。餐饮不够丰富', '短评打分': 5}
{'短评内容': '没得说，环境超一流', '短评打分': 5}
{'短评内容': '啥都不说了，直接上图', '短评打分': 5}
{'短评内容': '当天天气很好，就有闲情逸致在酒店园区中走走逛逛，很多植被，路过湖边还遇到4只鸭子，很可爱！游泳池水温很赞！就我一人！有包场的感觉～早餐花样的确不多，不过本来早上也没啥胃口，无所谓了。1楼中餐厅一直很喜欢，本帮菜。但之前米饭一直很难 吃，很黄，感觉是苏北陈米，没有嚼劲。最近终于换米了，好吃极了！又白又糯，希望今后也要坚持下去！', '短评打分': 5}
{'短评内容': '这是一个适合散心的地方，让灵魂慢下来', '短评打分': 5}
{'短评内容': '酒店环境很多，房间也不错，就是早餐太差了，', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '超级爱的环境，去了北京，才知道什么是江南，什么是北京', '短评打分': 5}
{'短评内容': '超级爱的环境，去了北京，才理解什么是江南，什么是上海', '短评打分': 5}
{'短评内容': '酒店环境超级好，设施不算很新，房间挺大的', '短评打分': 5}
{'短评内容': '服务还算周到，但价格还有优惠空间', '短评打分': 5}
{'短评内容': '公园？私家园林？还是酒店？奢华的酒店住过，但是在这确实不一样，放眼四周全是绿意。', '短评打分': 5}
{'短评内容': '很美好很美好很美好很美好很美好很美好很美好很美好很美好很美好很美好很美好很美好很美好很美好', '短评打分': 5}
{'短评内容': '为了将好感觉与他人分享，今天加订了一间房间，把同事从浦西拉来了。', '短评打分': 5}
{'短评内容': '据说酒店院子里面的大树都是移栽来的，花了不少钱。', '短评打分': 5}
{'短评内容': '本来去浦西办事，应该住浦西的，但朋友感觉很好，又延住了一天。', '短评打分': 5}
{'短评内容': '给朋友订的套间，非常宽敞，朋友满意，表示来浦东还要住东郊宾馆。', '短评打分': 5}
{'短评内容': '豪华舒适，环境优美。对于喜欢晨练的朋友来讲，这是个不二的选择。', '短评打分': 5}
{'短评内容': '上海最漂亮的花园酒店，环境一流，服务优秀，客房很舒适。已经来了多次，以后还会再来。', '短评打分': 5}
{'短评内容': '环境优美，服务周到，设施豪华典雅，价格适中。', '短评打分': 5}
{'短评内容': '非常漂亮的一家花园酒店，环境是一流的，服务也绝对到位。还会再来。', '短评打分': 5}
{'短评内容': '几乎是我住过的最好的一家花园酒店，交通方便，离市区又很近，下次还会再来。', '短评打分': 5}
{'短评内容': '环境优美，空气很好。非常满意。还会再次入住。', '短评打分': 5}
{'短评内容': '环境非常好，领导非常满意。下次来还会入住。', '短评打分': 5}
{'短评内容': '非常漂亮的花园酒店，环境一流，的确物有所值。已经来了多次，以后还会再来。', '短评打分': 5}
{'短评内容': '酒店很好，环境不错，在上海这家酒店的自然环境算了一流了。', '短评打分': 5}
{'短评内容': '酒店是一流的，环境非常好，设施和服务也很不错，值得推荐。', '短评打分': 3}
{'短评内容': '入住东郊宾馆很满意，谢谢！', '短评打分': 3}
{'短评内容': '价格适中', '短评打分': 3}
{'短评内容': '酒店的一切都是一流的，唯一感到遗憾的是，入住前一天，想再增订一间客房，却被告知所有客房均已满，生意怎么这么好啊？', '短评打分': 5}
{'短评内容': '环境非常好，入住的时候桂花谢了，要是早两天入住就好了。', '短评打分': 5}
