{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境可以，性价比高，还有早餐，很不错', '短评打分': 5}
{'短评内容': '不错，位置离市中心很近', '短评打分': 5}
{'短评内容': '不错，干净安静，交通便捷', '短评打分': 5}
{'短评内容': '早餐好吃', '短评打分': 5}
{'短评内容': '总的不错，电视有点旧', '短评打分': 5}
{'短评内容': '没吃早餐 房间卫生不错 ', '短评打分': 5}
{'短评内容': '比较好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '帮老公预定的，应该还不错，信赖京东，很不错哦。', '短评打分': 5}
{'短评内容': '帮老公预定的，应该还不错，信赖京东，很不错哦。', '短评打分': 5}
{'短评内容': '送货很快，不错。', '短评打分': 5}
{'短评内容': '交通方便，附近吃烧烤方便，安静', '短评打分': 5}
{'短评内容': '一分都不想给', '短评打分': 1}
{'短评内容': '还不错，价格也合适', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '地理位置比较方便', '短评打分': 5}
{'短评内容': '一直在这里住，不错，就是价格有波动', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 4}
{'短评内容': '来自贡基本都住这里，房间设施还可以，缺少晾衣服的地方，服务态度尚可，早餐一样比较简单，今天早上9点去（九点半结束），竟然没有热菜了，大冷天的吃了馒头，稀饭，凉菜，鸡蛋结束。酒店对面富顺蹄花不错，土鸡腿超好吃。旁边颜之鲜小米兔丁极度推荐。', '短评打分': 5}
{'短评内容': '整体还是不错的', '短评打分': 5}
{'短评内容': '值得推荐', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '不知道是什么原因，这家酒店在自贡很出名，基本上出租车司机都知道（文化路37号），房间设施和无线网络都不错，挑不出什么毛病，美中不足的是早餐确实比较简单，我一般都吃点小菜，一个馒头，一碗稀饭，再来杯牛奶，基本上只能凑合吃了。旁边有家叫颜之味的，小米椒炒兔丁非常好吃，基本上每次去都要吃一次。酒店对面有家饭馆（好像叫富顺什么的），做的猪蹄很软很好吃，而且这家的土鸡腿是真的土鸡奥，我吃过，味道真的很不错，', '短评打分': 4}
{'短评内容': '干净舒适、酒店比较新，就是早餐太一般了，下次出差还会去住的。', '短评打分': 5}
{'短评内容': '房间干净。清静。不错，下次还住,值得推荐！', '短评打分': 5}
{'短评内容': '地理位置，停车，干净程度都不错，强烈推荐！！！', '短评打分': 3}
{'短评内容': '开业不久，什么都还好，就是地毯太脏！！！！！！！！！！', '短评打分': 5}
