{'短评内容': '1', '短评打分': 5}
{'短评内容': '1', '短评打分': 5}
{'短评内容': '太好了', '短评打分': 5}
{'短评内容': '除了房间比较小，其它还不错的。', '短评打分': 4}
{'短评内容': '房间够大 卫生条件好 洗澡水也够大 离昆明站两公里 都没坐地铁直接推箱子走到的 ', '短评打分': 5}
{'短评内容': '屋里面烟味太重、睡一夜很难受、订的明明白白写的含双早餐的、前台却说只能打折、让我跟携程打电话！一种被骗的感觉、最后又说送我早餐、说的好像我占你们便宜一样！我也是出了早餐钱的、好吧？！', '短评打分': 1}
{'短评内容': '酒店的设施都蛮新的，关键是交通比较方便', '短评打分': 5}
{'短评内容': '很好的一家，离火车站近', '短评打分': 5}
{'短评内容': '挺不错的，挺不错的。', '短评打分': 5}
{'短评内容': '房间很一般', '短评打分': 3}
{'短评内容': '很好。非常不错', '短评打分': 5}
{'短评内容': '很好。非常不错', '短评打分': 5}
{'短评内容': '比较方便', '短评打分': 5}
{'短评内容': '还可以  就是停车场太小了', '短评打分': 5}
{'短评内容': '很满意，好评', '短评打分': 5}
{'短评内容': '还不错哦，可以发了吗吗吗吗吗？', '短评打分': 5}
{'短评内容': '整体房间干净，设施齐全，需要便签纸等文具也想办法给予满足。就是房价不报早餐，需要单独后卖，而且早餐太单一。', '短评打分': 5}
{'短评内容': '不错的酒店！还是可以的！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '房间太小，隔壁9点开始装修非常吵！', '短评打分': 3}
{'短评内容': '已入住昆明汉庭快捷（北京路）1115房间', '短评打分': 3}
{'短评内容': '对<如家快捷酒店（上海世博南外滩西藏南路店对<如家快捷酒店（上海世博南外滩西藏南路店对<如家快捷酒店（上海世博南外滩西藏南路店', '短评打分': 5}
{'短评内容': '环境卫生都不错，服务态度好！值得推荐！！', '短评打分': 5}
{'短评内容': '这次入住的房间是住过的汉庭里最大的一间了，虽然在最里面，但面积应该是其他房间的1.5倍以上了，感觉不错。15楼的餐厅人员很热情，问过两次需不需要添不添加什么，不过第二天结账时，竟然要收我3次套餐价格，嘿嘿！\n另外，到街对面打的话，需要走一段，有点麻烦。', '短评打分': 5}
{'短评内容': '给朋友订的房，反响还可以！沿街吵！服务不够耐心！', '短评打分': 5}
{'短评内容': '地理位置还可以，卫生不错，服务不是很耐心，沿街不太安静，早餐一般！', '短评打分': 5}
{'短评内容': '给朋友订的房，反响还可以，就是不方便停车！', '短评打分': 5}
{'短评内容': '方便整齐，价格一般，离车站近，去机场也方便，如果对住店服务不挑剔的话，就可以了。', '短评打分': 5}
{'短评内容': '房间很大，干净卫生，床感觉也很舒服，赞一个！', '短评打分': 3}
{'短评内容': '房间比较小，但属性价比比较高的快捷酒店，值得推荐', '短评打分': 5}
{'短评内容': '从进酒店门厅开始，就觉得到了旅社一样，几乎没有大厅，客房也小，也许这家汉庭的特色就是以小取胜。', '短评打分': 1}
{'短评内容': 'en，整体感觉还挺好的，房间很干净，热水也很热，就是前台服务员太忙了，想咨询去机场的时间还去了两次，还有就是客房的面积有点小~', '短评打分': 5}
{'短评内容': '服务、卫生都不错~下次再来的话还回来这住', '短评打分': 5}
{'短评内容': '一般般~前台只有一个接待  态度中规中矩 服务还可以~ 感觉服务没有如家好', '短评打分': 5}
{'短评内容': '我们是半夜12点左右入住的，直接给酒店打电话做的延时，刚入住的时候感觉非常好，房间和卫生间都很大，还有独立的一间小书房，孩子非常喜欢，只是休息时发现窗子下的空调室外机非常吵，好像是睡在工地上，而且这部室外机不知道是哪个房间的，叫服务员看了几次都解决不了，几乎整晚没睡。酒店后来赠送了免费早餐做为补偿，并且承诺说第二天就会修好，如果确实是修好了的话我还是推荐的，毕竟这里的硬件相对其他快捷酒店来说还是挺', '短评打分': 5}
{'短评内容': '汉庭昆明北京路店，入住一晚，环境良好，房间干净卫生，大床房稍微狭窄了点。', '短评打分': 3}
{'短评内容': '还不错.尤其服务员的态度非常好!发自内心,很用心,对待顾客很真诚,热心.感觉很舒服.下次出门还要住这里.工作效率也很高.', '短评打分': 5}
{'短评内容': '干净，屋内环境也很舒服，服务还行，就是临街的屋子比较吵', '短评打分': 5}
{'短评内容': '地理位置好，周边环境不错，酒店房间补算太大，但设施齐全，干净舒适，值得推荐。', '短评打分': 5}
{'短评内容': '离客户近，选了这家，性价比一般般.附近在修地铁，打车超级无敌堵', '短评打分': 5}
{'短评内容': '酒店很干净，服务也很好。', '短评打分': 3}
{'短评内容': '房间舒适整洁，比较宽敞明亮。服务较好，但是因为临街，所以比较嘈杂', '短评打分': 5}
{'短评内容': '环境不错，干净。', '短评打分': 3}
{'短评内容': '单人房，挺小，设施挺好，但是卫生间太窄了，还行', '短评打分': 5}
{'短评内容': '非常好喔，真是价格实惠住得舒服，睡得我都不想离开了', '短评打分': 3}
{'短评内容': '很不错下次还来，美中不足是房间没有电脑需要自带笔记本', '短评打分': 3}
{'短评内容': '从机场过来十七块钱，很便捷，因为修地铁路有点堵，不过还好啦。酒店安全还是有保障，百元房很大，比上海的性价比高。临街九楼也不吵，但是房间隔音不好，隔壁洗漱声音太响了。', '短评打分': 3}
{'短评内容': '房间干净，但是因为修地铁的缘故，这个地方车不多，晚上打车很难，我们不得不走几百米到下一个路口才打到车，差点赶不上飞机，汗！后勤服务不够，我们的一个包的吊带坏了，找他们借针线包，没有，要一个大的塑料袋，也没有，而且态度漠然，后来在我们的坚持下，他们才去找了个大的塑料袋。', '短评打分': 1}
