{'短评内容': '很好', '短评打分': 5}
{'短评内容': '卫士很差全是灰', '短评打分': 2}
{'短评内容': '第一次住，环境一般，价格划算。', '短评打分': 5}
{'短评内容': '总体上不错，感觉整洁，但是早餐没有了，无线网信号也不好，总是断，性价比还是很高的，再就是周围停车比较麻烦，都是收费的。', '短评打分': 5}
{'短评内容': '房间设施老旧，卫生差，水使不了，特别不好，枕头非常脏！', '短评打分': 3}
{'短评内容': '订错了没有去上，', '短评打分': 5}
{'短评内容': '价格实惠，性价比可以。', '短评打分': 4}
{'短评内容': '干净，设施比较老，附近是商圈，服务很好，早餐很一般', '短评打分': 5}
{'短评内容': '物有所值，毕竟价格不贵，设施有点年头，但不算破，有钱住高档的，没钱请选择实惠的，按价钱来说，还不错。', '短评打分': 4}
{'短评内容': '可还可以', '短评打分': 4}
{'短评内容': '还可以吧', '短评打分': 4}
{'短评内容': '挺好，每次都住', '短评打分': 5}
{'短评内容': '不错，没次来抚顺都住这价格很便宜', '短评打分': 5}
{'短评内容': '住过很多次了，不错', '短评打分': 5}
{'短评内容': '一直住他家环境挺好出门也方便', '短评打分': 5}
{'短评内容': '不错，房间舒适', '短评打分': 5}
{'短评内容': ' 还不错', '短评打分': 3}
{'短评内容': '房间很干净 交通便利 性价比比较高 唯一不足的就是电脑不能上网 但是出去玩也不是为了上网...总体比较满意', '短评打分': 5}
{'短评内容': '这次入住的是商务大床间，房间大了一些，其他都没什么变化，性价比还是很高的酒店……！', '短评打分': 5}
{'短评内容': '房间够大。早晚餐巨难吃。前台服务还行。客房部实在差劲，并不是我损坏的东西，硬加在我头上，结账时多次回到房间与其对峙。因为赶时间实在无奈磨不过，还赔了钱。提醒大家千万注意。我是再也不会入住了。', '短评打分': 1}
{'短评内容': '酒店的位置不太好找，房间的卫生很干净，我们在前台登记后，到房间服务员要我们等一下，说是有经理要来检查卫生（我们是下午5点到店的），没过一会经理就来了，说耽误几分钟检查卫生，我不知道他们检查卫生的目的是什么？如果检查的卫生不合格怎么办？是需要我们重新登记房间还是要我们继续在房间门口等到他们检查合格吗？希望酒店以后把卫生检查通过的房间登记给客人！', '短评打分': 5}
{'短评内容': '交通便利，周边服务齐全，期待下次入住,性价比很高的宾馆，可以刷卡，服务员态度很好。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店位置很好，繁华热闹，交通方便，吃东西，购物最方便，态度好 隔音差 房间冷 设施陈旧 价格便宜 位置方便 还配电脑，性价比较高，不好的就是窗户对着楼有炸鱼的气味。', '短评打分': 5}
{'短评内容': '地理位置很好，关键是紧挨抚顺市中心的商业街，吃喝行全部方便的很～～当然，吃占主导地位，ＨＯＨＯ～～～哈哈哈哈，推荐推荐～～～ \n', '短评打分': 5}
{'短评内容': '酒店人员服务很好，房间性价比很高，很好，预定的是无窗大床房，后来给我开的是有窗的大床房，还配有电脑；对于出差或旅游的人，入住的都很实惠。配有的早餐没有去吃，暂不评价。', '短评打分': 5}
{'短评内容': '服务还好，卫生也可以，但房间小了些，桌上也没有灯。', '短评打分': 5}
{'短评内容': '房间基本过得去，周边比较热闹，离抚顺南站很近。', '短评打分': 5}
{'短评内容': '不错,在市中心，很好找，有宽带，热水，还有早餐', '短评打分': 5}
{'短评内容': '总体感觉还是可以的。就是一开始的时候服务员态度不好，我们晚上六点半去的，非说只给留到下午四点，可网上都写的是19:00，他家还不认账，后来又说什么我订的那款没有了，真是搞笑死了，让他双倍赔偿之后他又变出来我要的那款房间了。后来就都挺好的，就是打扫房间等了半个小时，屋子里确实有下水道的味道，可能是因为没有窗而且厕所又在房间里造成的，不过之前看过大家的评价所以心里还是有准备的也就比较容易接受，而且他家', '短评打分': 5}
