{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店马上要装修了，算是对得起这价格。就是服务员也太乡村大妈了，懒得接我的预订，非要我上携程订！', '短评打分': 3}
{'短评内容': '一大早就来到大理，就直接入住了，这点很窝心。院里环境很好，老板也不错，赞个', '短评打分': 5}
{'短评内容': '還不錯的地方，我還挺喜歡', '短评打分': 4}
{'短评内容': '三层观景大床非常赞，刚上楼梯哪儿还有个天台，貌似是不让上去的，不过偷偷爬上去了，景色棒棒棒！', '短评打分': 3}
{'短评内容': '很赞，这个客栈很受外国人欢迎，各方面比较舒适', '短评打分': 3}
{'短评内容': '原本定得是老木屋，到店说升级房间，结果给我们降到观景房，价格比我定的还低，想想就住一晚就算了，但是房间环境很不好，在后院三楼，就是一个阁楼，房梁很低，住的很压抑………采光和通风真是一个差！服务态度就更别说了', '短评打分': 3}
{'短评内容': '环境不错，门口花开的好，停车也方便，早夕自己放的调料.顿时觉得米粉好好吃.', '短评打分': 5}
{'短评内容': '酒店太旧了，隔音也不大好，不过早上有早餐，还有停车场，这个还是不错的。', '短评打分': 3}
{'短评内容': '环境还不错 挺有味道的 感觉背包客会很喜欢 安静的小院子 但是我们去的时候太晚了 已经没有像样的房间了 房间比较老旧 卫生设施也不太好 所以住了一晚就走了 后来退房的时候 老板娘还觉得不好意思 送了我一块蛋糕 蛮好吃的', '短评打分': 5}
{'短评内容': ' 老板人不错，房间也不错', '短评打分': 3}
{'短评内容': '酒店配置太老化，由于工作人员的疏忽（酒店人员没有蓄水）导致到酒店后无法洗澡，等待了一个多小时后才能洗，等待的时候叫一个痛苦啊，屋里又热又闷，屋里有空调没遥控器，和前台要，前台说需要收费，说就是这个规定，您要有这规定麻烦您到给安个纱窗啊，屋里这么闷，一开窗这苍蝇，虫子都往里跑，酒店说的好听，这虫子是受天气影响，进来飞一会就走了，这是什么回答啊！！ 苍蝇虫子往床上落，不TM脏啊！！！！', '短评打分': 1}
{'短评内容': '客栈是在古城外的，对于喜欢像我一样喜欢安静一点悠闲旅游的客人，离南门非常近，步行5分钟就能站在南门下了。房间每天都打扫，比较干净，第一天的时候洗澡水有点问题，工作人员马上就给解决了，而且客栈内提供的旅游服务也很不错，尾数7215的当地导游讲解得很详细，也会善意的告诉你哪些东西和景点没必要开销，比较实在。客栈内的工作人员都很热情，24小时有保安，无限网络随便玩，都是很方便的。', '短评打分': 5}
{'短评内容': '环境真的非常棒，是一个适合文艺青年和驴友的地方。可能在大理有很多家青年旅社，但是我觉得MCA最棒的在于有一个非常美丽的庭院和充满艺术气息的氛围。', '短评打分': 5}
{'短评内容': '房子有民族风，院子里环境很美，不过设施真心一般，前台服务态度也很一般。', '短评打分': 3}
