{'descr': '一般吧？环境太吵了', 'star': 3}
{'descr': '服务很好，晚上到达淮安，老板怕找不到还去接了我，赞一个@！~', 'star': 5}
{'descr': '＋环境一般，服务态度也一般，二星', 'star': 3}
{'descr': '＋环境一般，服务态度也一般，二星', 'star': 3}
{'descr': '一直都喜欢住锦江之星，干净，住的舒心，服务还挺好的，值得推荐，', 'star': 3}
{'descr': '一直都喜欢住锦江之星，干净，住的舒心，服务还挺好的，值得推荐，', 'star': 3}
{'descr': '房间大，干净。周边吃饭方便。', 'star': 3}
{'descr': '房间大，干净。周边吃饭方便。', 'star': 3}
{'descr': '每次来太原都住在这里，感觉确实不错。尤其是锦江之星的早餐，煎饺最是好吃。', 'star': 5}
{'descr': '每次来太原都住在这里，感觉确实不错。尤其是锦江之星的早餐，煎饺最是好吃。', 'star': 5}
{'descr': '来太原基本上都住这儿，地处闹市，出行方便。', 'star': 3}
{'descr': '来太原基本上都住这儿，地处闹市，出行方便。', 'star': 3}
{'descr': '方便、舒适', 'star': 3}
{'descr': '方便、舒适', 'star': 3}
{'descr': '很好，房间干净明亮，酒店位置好，只是毛巾太旧了', 'star': 5}
{'descr': '很好，房间干净明亮，酒店位置好，只是毛巾太旧了', 'star': 5}
{'descr': '位置好，环境还行，比较干净，舒适度一般，比起锦麟东方差点，但是比如家好点。', 'star': 5}
{'descr': '位置好，环境还行，比较干净，舒适度一般，比起锦麟东方差点，但是比如家好点。', 'star': 5}
{'descr': '环境好，离商业区近，对面就是茂业，很方便。', 'star': 5}
{'descr': '环境好，离商业区近，对面就是茂业，很方便。', 'star': 5}
{'descr': '条件一般，不如市府那家的好，位置还不错。', 'star': 1}
{'descr': '条件一般，不如市府那家的好，位置还不错。', 'star': 1}
{'descr': '还是锦江好。窗明几净。服务标准。', 'star': 3}
{'descr': '还是锦江好。窗明几净。服务标准。', 'star': 3}
{'descr': '位置好，旁边有家六味斋，东西做的不错，实惠好吃', 'star': 5}
{'descr': '位置好，旁边有家六味斋，东西做的不错，实惠好吃', 'star': 5}
{'descr': '整体的环境不错。服务也到位，下次还会继续入住！', 'star': 5}
{'descr': '整体的环境不错。服务也到位，下次还会继续入住！', 'star': 5}
{'descr': '酒店交通方便靠近柳巷商业区，房间布置以及用品都很新，卫生不错，总的来说是很不错的酒店。', 'star': 5}
{'descr': '酒店交通方便靠近柳巷商业区，房间布置以及用品都很新，卫生不错，总的来说是很不错的酒店。', 'star': 5}
{'descr': '还行，就是太简单了', 'star': 3}
{'descr': '还行，就是太简单了', 'star': 3}
{'descr': '酒店房间比较大，干净、整洁，没有太虚的东西，服务很实在，酒店地理位置相当不错，进出方便，逛街近在咫尺。', 'star': 5}
{'descr': '酒店房间比较大，干净、整洁，没有太虚的东西，服务很实在，酒店地理位置相当不错，进出方便，逛街近在咫尺。', 'star': 5}
{'descr': '地理位置绝对是一流，商业购物方便呀，但车库离得有些远了，而且门前是单行道只能由北向南有点儿不方便', 'star': 5}
{'descr': '地理位置绝对是一流，商业购物方便呀，但车库离得有些远了，而且门前是单行道只能由北向南有点儿不方便', 'star': 5}
{'descr': '住宿还行，只是打车回旅店不方便，绕行太多。', 'star': 5}
{'descr': '住宿还行，只是打车回旅店不方便，绕行太多。', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '因为坐落在最繁华的地方，所以开车过去实在费劲，而且门口是单行线，不过酒店本身真的是非常的不错，干净，安静，房间宽敞，性价比很高，非常好，很满意', 'star': 5}
{'descr': '因为坐落在最繁华的地方，所以开车过去实在费劲，而且门口是单行线，不过酒店本身真的是非常的不错，干净，安静，房间宽敞，性价比很高，非常好，很满意', 'star': 5}
{'descr': ' 宾馆还算可以，少电吹风，毛巾不够白', 'star': 3}
{'descr': ' 宾馆还算可以，少电吹风，毛巾不够白', 'star': 3}
{'descr': '好评！很干净！很明亮！', 'star': 3}
{'descr': '好评！很干净！很明亮！', 'star': 3}
{'descr': '总体不错 值得住', 'star': 3}
{'descr': '总体不错 值得住', 'star': 3}
{'descr': '服务很好。', 'star': 3}
{'descr': ' 房间很干净很安静！第二次入住了。不错！柳巷商业街中心 ', 'star': 3}
{'descr': ' 房间很干净很安静！第二次入住了。不错！柳巷商业街中心 ', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '地点处于闹市区，有些乱，房间还行，比较大,...............................', 'star': 1}
{'descr': '地点处于闹市区，有些乱，房间还行，比较大,...............................', 'star': 1}
{'descr': ' 酒店地处太原最繁华商业街！周围地理位置很方便 购物逛街方便！干净！卫生！不错', 'star': 3}
{'descr': ' 酒店地处太原最繁华商业街！周围地理位置很方便 购物逛街方便！干净！卫生！不错', 'star': 3}
{'descr': '地理位置很好，非常热闹。离酒店步行10分钟左右有个郝刚刚羊杂，味道很鲜美。\n服务态度不错，下次还来住。就是价格有点偏高了。', 'star': 5}
{'descr': '地理位置很好，非常热闹。离酒店步行10分钟左右有个郝刚刚羊杂，味道很鲜美。\n服务态度不错，下次还来住。就是价格有点偏高了。', 'star': 5}
{'descr': '已经入住在商业街边上', 'star': 3}
{'descr': '已经入住在商业街边上', 'star': 3}
{'descr': '吃，玩，看电影，购物很方便，位置虽然很热闹，但是打车不方便，卫生间积水严重，脚都没有地方站，床单太旧和脏了，住了一天就找其他地方住。', 'star': 1}
{'descr': '吃，玩，看电影，购物很方便，位置虽然很热闹，但是打车不方便，卫生间积水严重，脚都没有地方站，床单太旧和脏了，住了一天就找其他地方住。', 'star': 1}
{'descr': '房间够大，价格偏高，交通糟糕。五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字', 'star': 5}
{'descr': '房间够大，价格偏高，交通糟糕。五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字 五十字', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '环境不错', 'star': 3}
{'descr': '挺不错的，位于柳巷，吃喝拉撒都很方便，而且算比较干净了，满意。', 'star': 5}
{'descr': '挺不错的，位于柳巷，吃喝拉撒都很方便，而且算比较干净了，满意。', 'star': 5}
{'descr': '没有发票，中午没到12点，房卡就打不开了！', 'star': 1}
{'descr': '没有发票，中午没到12点，房卡就打不开了！', 'star': 1}
{'descr': '还不错，下次还应该会入住的！一定要继续加油哦!', 'star': 5}
{'descr': '还不错，下次还应该会入住的！一定要继续加油哦!', 'star': 5}
{'descr': '位置好就在商业街上。房间大卫生也很好。距离火车站也不远，周围有好好吃锅盔、六味斋等小吃店。', 'star': 5}
{'descr': '位置好就在商业街上。房间大卫生也很好。距离火车站也不远，周围有好好吃锅盔、六味斋等小吃店。', 'star': 5}
{'descr': '位于太原最繁华的柳巷，房间很大，周围吃的很多，只是停车要去对面的商场地下停，不太方便', 'star': 5}
{'descr': '位于太原最繁华的柳巷，房间很大，周围吃的很多，只是停车要去对面的商场地下停，不太方便', 'star': 5}
{'descr': '饭店地理位置非常好，购物吃饭都太方便了！饭店房间很大，很卫生，服务也还好，各方面都还不错！', 'star': 5}
{'descr': '饭店地理位置非常好，购物吃饭都太方便了！饭店房间很大，很卫生，服务也还好，各方面都还不错！', 'star': 5}
{'descr': '地处闹市中心，地段很好，服务态度很不错。隔音也不错。', 'star': 5}
{'descr': '地处闹市中心，地段很好，服务态度很不错。隔音也不错。', 'star': 5}
{'descr': '房间比较简洁 但很干净。9楼餐厅的早餐挺不错，但需另外加收18元。', 'star': 5}
{'descr': '房间比较简洁 但很干净。9楼餐厅的早餐挺不错，但需另外加收18元。', 'star': 5}
{'descr': '性价比不错，就是隔音了，隔壁打了一晚呼噜，听得一清二楚。', 'star': 5}
{'descr': '性价比不错，就是隔音了，隔壁打了一晚呼噜，听得一清二楚。', 'star': 5}
{'descr': '酒店整体来说不错,房间空间也比较大,卫生也干净,网络还可以.又在商业街.下次还会住.', 'star': 5}
{'descr': '酒店整体来说不错,房间空间也比较大,卫生也干净,网络还可以.又在商业街.下次还会住.', 'star': 5}
{'descr': '总体不错,就是房间装修有些陈旧,而且有些味道.', 'star': 1}
{'descr': '总体不错,就是房间装修有些陈旧,而且有些味道.', 'star': 1}
{'descr': '挺不错的', 'star': 3}
{'descr': '挺不错的', 'star': 3}
{'descr': '交通还算方便，周边就是商业区，房间也干净整洁', 'star': 5}
{'descr': '交通还算方便，周边就是商业区，房间也干净整洁', 'star': 5}
{'descr': '价格和设施不配套', 'star': 3}
{'descr': '价格和设施不配套', 'star': 3}
{'descr': '不错  紧靠繁华区域 购物方便  卫生不错 服务好', 'star': 5}
{'descr': '不错  紧靠繁华区域 购物方便  卫生不错 服务好', 'star': 5}
{'descr': '很干净，不错，周围比较繁华，房间比较大，很不错哦', 'star': 5}
{'descr': '很干净，不错，周围比较繁华，房间比较大，很不错哦', 'star': 5}
{'descr': '環境不錯,位置優勝,清潔但洗手間有味,價格畸貴', 'star': 5}
{'descr': '環境不錯,位置優勝,清潔但洗手間有味,價格畸貴', 'star': 5}
{'descr': '不错、、、、、、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '不错、、、、、、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '地理位置很好，设备就是一般经济酒店的样子', 'star': 5}
{'descr': '地理位置很好，设备就是一般经济酒店的样子', 'star': 5}
{'descr': '房间还算干净  就是毛巾有点旧了     如果房间能放点小植物就很好了 ', 'star': 5}
{'descr': '房间还算干净  就是毛巾有点旧了     如果房间能放点小植物就很好了 ', 'star': 5}
{'descr': '给朋友订的。朋友很满意。酒店距离柳巷和大南门都不远，很方便。', 'star': 5}
{'descr': '给朋友订的。朋友很满意。酒店距离柳巷和大南门都不远，很方便。', 'star': 5}
{'descr': '入住了，房间很大比较干净卫生，整体都还不错。', 'star': 3}
{'descr': '入住了，房间很大比较干净卫生，整体都还不错。', 'star': 3}
{'descr': '很干净 服务很好 交通便利...就是无线网很慢', 'star': 5}
{'descr': '很干净 服务很好 交通便利...就是无线网很慢', 'star': 5}
{'descr': '干净宽敞明亮', 'star': 3}
{'descr': '干净宽敞明亮', 'star': 3}
{'descr': '地理位置很优越！但是，房间内的桌子太小，除了电视机以外，就就没有多少地方了，不便于使用笔记本上网，建议换成大一点的桌子，方便可让使用电脑。卫生间内地面有问题，洗澡产生的积水排不出去，需要改进。', 'star': 5}
{'descr': '地理位置很优越！但是，房间内的桌子太小，除了电视机以外，就就没有多少地方了，不便于使用笔记本上网，建议换成大一点的桌子，方便可让使用电脑。卫生间内地面有问题，洗澡产生的积水排不出去，需要改进。', 'star': 5}
{'descr': '位置不错，中规中矩的经济型酒店，出行很方便', 'star': 3}
{'descr': '位置不错，中规中矩的经济型酒店，出行很方便', 'star': 3}
{'descr': '相当方便的地方，逛街出行吃饭都很方便。房间比普通的锦江之星大很多。', 'star': 5}
{'descr': '相当方便的地方，逛街出行吃饭都很方便。房间比普通的锦江之星大很多。', 'star': 5}
{'descr': '闹市区。。。。很好，今后还会去住。。。。。。', 'star': 5}
{'descr': '闹市区。。。。很好，今后还会去住。。。。。。', 'star': 5}
{'descr': '位置不错，设施什么的都中规中矩。就等于住在北京的王府井，到哪里都很方便。', 'star': 5}
{'descr': '位置不错，设施什么的都中规中矩。就等于住在北京的王府井，到哪里都很方便。', 'star': 5}
{'descr': '交通方便。。。。环境还不错。。。。。。。。。。。。', 'star': 5}
{'descr': '交通方便。。。。环境还不错。。。。。。。。。。。。', 'star': 5}
{'descr': '环境好，卫生条件好，是住宿的好选择。下次会再次光临，就是价位有点高。', 'star': 5}
{'descr': '环境好，卫生条件好，是住宿的好选择。下次会再次光临，就是价位有点高。', 'star': 5}
{'descr': '这家锦江之星地里位置不错，出行很方便。服务也不错，推荐可以考虑的住宿选择！', 'star': 3}
{'descr': '这家锦江之星地里位置不错，出行很方便。服务也不错，推荐可以考虑的住宿选择！', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '地理位置优越，服务态度良好，房间卫生干净整洁。早餐品种多，营养合理搭配。', 'star': 5}
{'descr': '地理位置优越，服务态度良好，房间卫生干净整洁。早餐品种多，营养合理搭配。', 'star': 5}
{'descr': '有点不少,适合出差.就不一一介绍了.\n酒店提供Vifi,非常适合出差，就是信号稍差。', 'star': 5}
{'descr': '有点不少,适合出差.就不一一介绍了.\n酒店提供Vifi,非常适合出差，就是信号稍差。', 'star': 5}
{'descr': '酒店环境还行,没有中央空调!', 'star': 3}
{'descr': '酒店环境还行,没有中央空调!', 'star': 3}
{'descr': '很干净，但是隔音不好，适合年轻情侣住。很干净，但是隔音不好，适合年轻情侣住。', 'star': 5}
{'descr': '很干净，但是隔音不好，适合年轻情侣住。很干净，但是隔音不好，适合年轻情侣住。', 'star': 5}
{'descr': '服务不错，干净卫生…就是隔音效果不怎么好！', 'star': 3}
{'descr': '服务不错，干净卫生…就是隔音效果不怎么好！', 'star': 3}
{'descr': '挺满意的，希望卫生间可以配备一对塑料拖鞋', 'star': 5}
{'descr': '挺满意的，希望卫生间可以配备一对塑料拖鞋', 'star': 5}
{'descr': '这个酒店处于太原最繁华的地段, 购物,吃饭都十分方便', 'star': 5}
{'descr': '这个酒店处于太原最繁华的地段, 购物,吃饭都十分方便', 'star': 5}
{'descr': '除了位置优越，其他一般。房间设施稍显陈旧，关键屋内暖气不热，房间内温度较低。停车也不是很方便。', 'star': 1}
