{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '好好好', '短评打分': 5}
{'短评内容': '离黑龙潭很近。', '短评打分': 5}
{'短评内容': '当地的四星级酒店，因为没有游泳池一直没有评上五星级。', '短评打分': 5}
{'短评内容': '停车方便，价格稍高', '短评打分': 5}
{'短评内容': '房间挺有意思的，我很喜欢那个大浴缸。客厅，浴室和淋浴房都有落地窗。不过冬天房间真心很冷，可以加被子，但冬天还是不太推荐。', '短评打分': 5}
{'短评内容': '环境优美 服务态度好 适合居住', '短评打分': 5}
{'短评内容': '很好，去的时候窗外有樱花，很满意', '短评打分': 5}
{'短评内容': '再次入住，感觉不错', '短评打分': 5}
{'短评内容': '离办事的单位非常近，现在算北市区好一点的酒店了，满意', '短评打分': 5}
{'短评内容': '喜欢 方便   舒适', '短评打分': 5}
{'短评内容': '很好，老公每次都这里，就是小贵！', '短评打分': 5}
{'短评内容': '不错，就在农大边上', '短评打分': 5}
{'短评内容': '酒店餐厅不错，住宿房间豪华', '短评打分': 5}
{'短评内容': '位于昆明郊区，三环外，开车从市中心到酒店半小时，夜晚回酒店路上全是灰尘。酒店餐厅出品不错，特别是小锅米线和扣肉。距离云南农大、植物园和黑龙潭公园很近，在附近出差办事可选。', '短评打分': 2}
{'短评内容': '已经住过好几次了 服务一直都很好 早餐也很好吃 跟爸爸妈妈一起很开心', '短评打分': 5}
{'短评内容': '环境不错。小贵了', '短评打分': 5}
{'短评内容': '地理位置不错，环境好，早餐好，干净卫生，服务不错，适合商务出差和旅游。下次出差还会考虑入住。网络也不错。', '短评打分': 4}
{'短评内容': '地理位置不错，环境好，早餐好，干净卫生，服务不错，适合商务出差和旅游。下次出差还会考虑入住。网络也不错。', '短评打分': 4}
{'短评内容': '地理位置不错，环境好，早餐好，干净卫生，服务不错，适合商务出差和旅游。下次出差还会考虑入住。网络也不错。', '短评打分': 4}
{'短评内容': '地理位置不错，环境好，早餐好，干净卫生，服务不错，适合商务出差和旅游。下次出差还会考虑入住。网络也不错。', '短评打分': 4}
