{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '服务很好，周边也很便利。', '短评打分': 5}
{'短评内容': '我住的房间有异响', '短评打分': 4}
{'短评内容': '酒店交通方便，有自己的免费停车场。设施中规中矩，各项服务都不错。但是，但是，二楼餐厅这一层有类似装修的味道，早上退房高峰期有些小忙乱，楼梯有，但是不能通到一楼前台，而且通往宾馆后门，有些不方便。', '短评打分': 4}
{'短评内容': '还行吧，考试的时候住的', '短评打分': 5}
{'短评内容': '出差在外不论在哪里，经常选如家住宿，感觉很温馨，很不错，这种感觉心里也很踏实', '短评打分': 5}
{'短评内容': '中规中矩，还是可以的', '短评打分': 5}
{'短评内容': '干净卫生', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '温馨。。', '短评打分': 5}
{'短评内容': '感觉很好的，不错啊', '短评打分': 5}
{'短评内容': '不错，干净', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '一般有点冷', '短评打分': 4}
{'短评内容': '环境还可以。服务态度一般情况。', '短评打分': 3}
{'短评内容': '交通方便 很划算', '短评打分': 4}
{'短评内容': '位置好找，交通方便，干净卫生，前台服务还是一如既往的好！', '短评打分': 5}
{'短评内容': '如家各方面条件不错，出行方便，宾馆干净卫生，推荐住宿~~~', '短评打分': 5}
{'短评内容': '服务态度好，比较安静。就是房间的窗太小，不敞亮。另外卫生间的设置不太合理，显拥挤。', '短评打分': 5}
{'短评内容': '挺好的，如家的标准，干净整洁，服务态度也挺好，早饭也可以', '短评打分': 5}
{'短评内容': '酒店地理位置很好，房间还可以，就是中午晚上都不提供饮食，希望下次入住时有改观。', '短评打分': 5}
{'短评内容': '一样的如家,还不错.一样的如家,还不错.一样的如家,还不错.一样的如家,还不错.', '短评打分': 5}
{'短评内容': '和其他如家一样吧....和其他如家一样吧....和其他如家一样吧....和其他如家一样吧....', '短评打分': 5}
{'短评内容': '环境都差不多，布局有些不方便，还可以，就是冷点', '短评打分': 5}
{'短评内容': '很温馨很舒适，有一点不称心的地方就是隔音不是特别好', '短评打分': 5}
{'短评内容': '酒店很安静，也很干净。就是附近吃饭的地方少了点。', '短评打分': 5}
{'短评内容': '还不错.', '短评打分': 3}
{'短评内容': '酒店干净，整洁，很舒服，要是电视机比较小。。。', '短评打分': 5}
{'短评内容': '可能因为是新开的店面，位置不错，停车位也可以。隔音和电视什么的差了点。', '短评打分': 5}
{'短评内容': '酒店挺好值得推荐，小瑕疵是马桶离洗手盆近了点', '短评打分': 5}
{'短评内容': '屋里在多个椅子好了……餐厅特温馨 真好~~~', '短评打分': 5}
{'短评内容': '如家快捷酒店（淄博世纪路店）还不错吧，早餐一般，性价比还可以。。', '短评打分': 5}
{'短评内容': '很温馨，挺干净的。我们去外地一般都会住这·建议办个会员会便宜点。', '短评打分': 5}
{'短评内容': '在京东上订的，去时前台根本不懂在京东上订房间是什么意思。在京东上订的142，去了前台要收146。床上有别人的头发，水流速特慢，电视还是大头电视，，，很不满意，不会再来', '短评打分': 1}
