{'descr': '很好', 'star': 5}
{'descr': '酒店位置还可以，周边吃饭挺方便。', 'star': 5}
{'descr': '环境可以，早餐一般', 'star': 5}
{'descr': '感觉不是很好，不是铂尔曼', 'star': 3}
{'descr': '什么叫做“价格贵！服务差，卫生差！”，你去一趟这个酒店就知道了！本来是想住隔壁的如家精选（上次去了感觉还不错），无奈没有房间了。凌晨11点多就近去的这家隔壁酒店，看看价格600多想想总是还好，服务员张口就是最低价698（说携程上低于这个价格都是定不到的），后来携程上628订单还是确认了，进了房间简直是90年代装修水平，房间大小虽然还可以当时设施简陋、卫生相当恶心！半夜两个家庭带了小孩子再换地方也很', 'star': 1}
{'descr': '还不错', 'star': 5}
{'descr': '干净优雅，位置好，清净舒适，视野好。', 'star': 5}
{'descr': '性价比不高，类似3星酒店， 早饭一般，环境太一般。', 'star': 3}
{'descr': '价格不成正比卫生不好设施比较旧，', 'star': 3}
{'descr': '卫生死角多，酒店偏旧。服务一般，房卡问题都让我16楼跑两次！应该前台处理好了送上来才对吧！周边环境还可以。', 'star': 3}
{'descr': '性价比有点贵', 'star': 4}
{'descr': '交通便利，附近餐饮也方便', 'star': 4}
{'descr': '实在太差，居然好意思说四星，快捷酒店都不如', 'star': 3}
{'descr': '携程描述高级大床房2.2米大床实际只有1.5米 欺骗消费者', 'star': 1}
{'descr': '昆山波尔漫酒店前台服务超级差。预订好的却说没有。头一回入住这酒店，没有下回再入住这酒店了。大家也不要入住这个酒店。信誉太差了。。。', 'star': 1}
{'descr': '酒店花了些心思，房间很大，地点不错，早餐差了点，楼层没电话不方便。', 'star': 3}
{'descr': '酒店花了些心思，房间很大，地点不错，早餐差了点，楼层没电话不方便。', 'star': 3}
{'descr': '同等酒店标间房价440元过高，其它设施还好', 'star': 5}
{'descr': '同等酒店标间房价440元过高，其它设施还好', 'star': 5}
{'descr': '交通方便，价格合理，下次有机会还会选择。', 'star': 5}
{'descr': '交通方便，价格合理，下次有机会还会选择。', 'star': 5}
{'descr': '1. 交通虽然还算方便，但是速食店完全不外送，即使在一公里之内都不送\n\n2. 入住的几天，正好天气闷热，但空调完全无法使用，只能让客人在那边受热，连续住了三晚，后悔极了\n\n3. 网路完全无法使用，虽然提供两个网点，但都是无法使用的', 'star': 1}
{'descr': '1. 交通虽然还算方便，但是速食店完全不外送，即使在一公里之内都不送\n\n2. 入住的几天，正好天气闷热，但空调完全无法使用，只能让客人在那边受热，连续住了三晚，后悔极了\n\n3. 网路完全无法使用，虽然提供两个网点，但都是无法使用的', 'star': 1}
{'descr': '很不错的酒店，很新。值得推荐。\n很整洁。还有唱歌的地方。 \n\n', 'star': 5}
{'descr': '很不错的酒店，很新。值得推荐。\n很整洁。还有唱歌的地方。 \n\n', 'star': 5}
{'descr': '很不错的酒店，很新。值得推荐。\n很整洁。还有唱歌的地方。 \n', 'star': 5}
{'descr': '很不错的酒店，很新。值得推荐。\n很整洁。还有唱歌的地方。 \n', 'star': 5}
{'descr': '酒店较新，房间稍有装修味道，前台服务态度好，硬件都不错。酒店有点偏，入住的1106房间网络端口坏，润肤露瓶破损。早餐品种少，但晚上的自助餐还比较价廉物美。', 'star': 5}
{'descr': '酒店较新，房间稍有装修味道，前台服务态度好，硬件都不错。酒店有点偏，入住的1106房间网络端口坏，润肤露瓶破损。早餐品种少，但晚上的自助餐还比较价廉物美。', 'star': 5}
{'descr': '很不错的酒店，很新。值得推荐。\n很整洁。还有唱歌的地方。', 'star': 5}
{'descr': '很不错的酒店，很新。值得推荐。\n很整洁。还有唱歌的地方。', 'star': 5}
{'descr': '酒店设施还好，可能是新开业的吧，走廊卫生还待改进。。。', 'star': 5}
{'descr': '酒店设施还好，可能是新开业的吧，走廊卫生还待改进。。。', 'star': 5}
{'descr': '优点是设施比较新，服务态度挺好，缺点是房间档次不够高，500多元的房间，水准有点低了，而且地毯好脏，当然我说的只是我房间的情况。', 'star': 5}
{'descr': '优点是设施比较新，服务态度挺好，缺点是房间档次不够高，500多元的房间，水准有点低了，而且地毯好脏，当然我说的只是我房间的情况。', 'star': 5}
{'descr': '还不错，就是门口有小卡片,整洁干净，明天去试试早餐', 'star': 5}
{'descr': '还不错，就是门口有小卡片,整洁干净，明天去试试早餐', 'star': 5}
{'descr': '酒店很新，设施不错，但是位置比较偏，旁边除了洗浴中心就没什么设施了，吃个饭还得打车', 'star': 5}
{'descr': '酒店很新，设施不错，但是位置比较偏，旁边除了洗浴中心就没什么设施了，吃个饭还得打车', 'star': 5}
{'descr': '房间很大很舒适，就是有装修味道，我想下次会好一点', 'star': 5}
{'descr': '房间很大很舒适，就是有装修味道，我想下次会好一点', 'star': 5}
