{'短评内容': '很好', '短评打分': 5}
{'短评内容': '停业中', '短评打分': 3}
{'短评内容': '总体一般，装修有点旧', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '房型都是一樣，沒有分的，是沒有窗的', '短评打分': 3}
{'短评内容': '酒店裡邊很贊 鏡子多燈光好 但是無窗不通風氣味實在太難聞了', '短评打分': 5}
{'短评内容': '还可以，？', '短评打分': 4}
{'短评内容': '从大堂进来的地毯很脏，一进房间有股潮湿的味道，吹风机是坏的，床铺硬的要死，洗面台周围经常有长头发，我是看了网评才订的，没想到......水军吧？下次绝对不会再住了！', '短评打分': 2}
{'短评内容': '房间卫生差，地面潮湿有虫子，室外嘈杂，床垫太硬不舒服。客服人员态度不好，唯一优点就是离深圳市中心公园近。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '位置很好，附近有很多吃东西的地方，门口就有公交能到我要去的地方，离地铁华强站也只是10分钟的路程。房间除了没窗，其他都很好～    ', '短评打分': 4}
{'短评内容': '酒店很敞亮，干净，舒适。', '短评打分': 4}
{'短评内容': '以前经常去，现在不大想去了，感觉没以前舒服。', '短评打分': 3}
{'短评内容': '不錯。。。好满意  。。', '短评打分': 3}
{'短评内容': '房间不错~', '短评打分': 3}
{'短评内容': '酒店干净、整洁，就是离地铁站有点远，其间有一晚边上的客人凌晨3 4点还在大声吵吵嚷嚷。', '短评打分': 5}
{'短评内容': '第二次入住了，房间不错,干净。这个地段还有这个价钱的酒店算可以了。', '短评打分': 3}
{'短评内容': '不错的酒店，很干净，交通也方便。美中不足的有不少蚊子。', '短评打分': 5}
{'短评内容': '第二天出去办事,晚上回到酒店就被前台告知,电脑系统坏了,我的房卡开不开门了,需要通知服务员去为我开门,结果我等了半天,服务员也给我开不开,结果服务员又去别处,等再找来总房卡,还开不开门,最后还是找到了一大串钥匙,才把房门打开.', '短评打分': 5}
{'短评内容': '本人以前住过该酒店,这次是再此入住了,但是办理完入住手续后,上楼刷卡开门\\,但门说什么也打不开,最后找了半天服务员,最终由服务员将门打开,可把我憋得够呛.', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '环境很好 都很好 吃住很方便！以后住还回选择这家！', '短评打分': 3}
{'短评内容': '为朋友订的，反映一般，空调不是很好，希望能够改善。', '短评打分': 5}
{'短评内容': '感觉还不错，但是自己来住房间还好很多！定的便宜点。但是没有那么好！', '短评打分': 5}
{'短评内容': '价格便宜  中心地带   。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'I think this hotel is so far so good.', '短评打分': 5}
{'短评内容': '服务：\n到酒店服务员对我突然说从今天按照某个规定增加50RMB.\n提前没有联系到前台说也所有的人肯定不能接受.我拒绝多50RMB交了。\n环境：\n很差。绝对没有碰到过这个水平的酒店。\n进了房间有下水道(污水)的味道.\n房间里没有桌子，椅子，衣柜/衣架也都没有。让客人西服/外套该放哪里？\n矿泉水也没有赠送，一瓶5RMB。\n热烈推荐7天，如家那种商务酒店。\n下周也有机会去深圳但是再也不能选择这个“旅馆”', '短评打分': 1}
{'短评内容': '位置和环境都很不错的酒店，里面也很干净整洁，性价比很高了', '短评打分': 5}
{'短评内容': '开关灯不合理，床头灯开关坏', '短评打分': 5}
{'短评内容': '酒店性价比还可以，就是门脸太小了', '短评打分': 5}
{'短评内容': '酒店离着地铁华强站很近，方便出行。', '短评打分': 5}
{'短评内容': '位置倒还可以，房间也还行比较一般，价格还是能接受的，服务也还行，总体感觉还是比较一般的酒店吧。', '短评打分': 5}
{'短评内容': '服务还不错.综合水平还可以.', '短评打分': 5}
{'短评内容': '房间比较干净，位置也很方便，离地铁口不算太远', '短评打分': 3}
{'短评内容': '酒店周边的交通很便利，邻近地铁和大型购物广场，出行购物都是很方便，住着也很舒适。', '短评打分': 5}
{'短评内容': '服务还是比较人性化的，会主动帮客人拎行李，热情的跟我们打招呼。', '短评打分': 5}
{'短评内容': '比较舒适，挺卫生', '短评打分': 5}
{'短评内容': '服务态度非常热情到位，总体很好。不好的地方是手机信号不好，也许恰巧是我住的房间位置的原因。', '短评打分': 5}
{'短评内容': '硬件设施老化，中央空调制冷效果不好，还噪音大！', '短评打分': 3}
