{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '价格太高、酒店设施需要完善', '短评打分': 4}
{'短评内容': '价格太高、金坛这种地方还团购这个价格实在是不敢恭维', '短评打分': 4}
{'短评内容': '满意   干净卫生', '短评打分': 5}
{'短评内容': '房间干净，被褥舒服，空间宽绰，食物考究。距火车站非常近，早上赶早班，还可在前台领打包早餐。西边南边小吃、餐馆丰富。电视和电脑公用显示，Wi-Fi上网速度挺快。好的不多说了，说说不足：淋浴区地漏下水慢，设备老化；楼下停车在马路上，没有停车场或地下车库，好在有服务员指挥停车；早餐在二楼，地方不大，鲁菜早餐较多，油炸、酱烧多，多咸味，不适应；牛奶就一小壶，不知添不添。其实房间卫生和早餐最能留住客人。', '短评打分': 5}
{'短评内容': '有点旧了，酒店环境还是不错的，早餐也说的过去', '短评打分': 4}
{'短评内容': '离市中心很近 很方便！', '短评打分': 4}
{'短评内容': '设备比较旧了。位置挺好的就在市中心，去哪里都很方便，房间略微有些潮湿，毕竟经济型酒店，这样子也可以了的。', '短评打分': 4}
{'短评内容': '位置好，早餐在同等酒店中可以说是不错的，房间一般，可以入住。', '短评打分': 5}
{'短评内容': '位置较好，适合出差入住', '短评打分': 3}
{'短评内容': '位置很不错，也比较干净整洁。厕所排风不太好，门的隔音也欠佳。', '短评打分': 5}
{'短评内容': '干净整洁，位置很好。隔音稍差。服务也挺好。', '短评打分': 5}
{'短评内容': '价格合理，位置优越。门的隔音稍差，走廊说话听得很清楚。', '短评打分': 5}
{'短评内容': '位置不错,比较方便.\n干净整洁,值得入住.', '短评打分': 5}
{'短评内容': '还不错.比较方便.\n设施比较干净整洁.\n值得入住.', '短评打分': 5}
{'短评内容': '还不错，就是大床房的窗户对面是堵墙，不爽！', '短评打分': 5}
{'短评内容': '位置很好，服务态度也蛮好，价格不贵，但是卫生需要努力，门窗上污迹灰尘不少啊', '短评打分': 5}
{'短评内容': '总体感觉还是可以的。就是早餐档次太低了都没有什么好吃的。豆浆是豆奶粉冲的，连咖啡都没有。。。其他的都还可以的，就是早餐不行希望酒店方便改进。下次入住希望会好点的。', '短评打分': 5}
{'短评内容': '环境还算可以，电视机很小，类似电脑屏幕，有宽带，没有电脑。提前预约了，可是到的时候还是没把房间准备好。家庭类的出游如家比较实惠。', '短评打分': 5}
{'短评内容': '还不错，价廉物美。每次到金坛，都住这边了', '短评打分': 5}
{'短评内容': '性价比不高，客房里给人感觉就是一般的路边小旅馆', '短评打分': 1}
{'短评内容': '酒店不错.挺温馨的', '短评打分': 3}
{'短评内容': '空调没用，冻了一夜，电视也不行，叫人来调可服务员不耐烦，唉。。。。。', '短评打分': 1}
{'短评内容': '这个酒店的环境一般般。但难以接受的是电视机该换换了。', '短评打分': 1}
{'短评内容': '房间干净，交通便利,比较满意，离市区较近，方便办事', '短评打分': 5}
{'短评内容': '房间布置很不错~很好找离中心区也近~~下次还会光顾', '短评打分': 5}
{'短评内容': '首先酒店地址让人找不到，公布的是横街6号，可金坛没有横街，只有横街东路、横街西路，来回折腾；其二热水不行，不能洗澡，晚十一时后热水停止；三是设备有些陈旧，面盆下水管漏水到卫生间地面。这是我第一次住如家，感觉水准与上市公司品质不符。', '短评打分': 1}
{'短评内容': '很干净，住着也很舒服.第一次入住如家印象很好,以后还会常住', '短评打分': 3}
{'短评内容': '还不错。离我要去的地方比较近。所以挺方便的。', '短评打分': 5}
{'短评内容': '每次去金坛都会住如家，很温馨，经济实惠，交通便利', '短评打分': 5}
{'短评内容': '总体来说不错，就是外面有点太吵了，一早大就被吵醒了', '短评打分': 5}
{'短评内容': '位置不错！很好！距离汽车东站很近！！！！', '短评打分': 5}
{'短评内容': '在金坛这个地方这个价格还是有点贵，如果能降到100左右就很好了，酒店交通便利，不过我住的房间隔音不是很好，能听到楼上的大声说话声，', '短评打分': 5}
