{'descr': '跟80年代招待所没什么区别', 'star': 1}
{'descr': '感觉这就是一家坑都底的黑店，地方荒凉偏僻，地铁站都够不上，门脸很小，看上去就是那种三五十一宿的小旅馆，节假日竟然要一百三十多，定完房到这不让在这住，说没有房，给领到一条黑萋萋的路里边去住，要不是玩的太晚了十一点多了我肯定不同意，照片和实际差太多，不知道他从哪拍的照片，大家谨慎，不要上当。', 'star': 1}
{'descr': '还可以', 'star': 4}
{'descr': '总的来说，一分钱一分货这个价格，也还不错了', 'star': 2}
{'descr': '总的来说，一分钱一分货 这个价格，也还不错了', 'star': 2}
{'descr': '地偏。。。。。。。。。。。。。。。。。。。', 'star': 3}
{'descr': '除了离学府路考点近一点  设备设施不敢恭维    就是小旅馆', 'star': 3}
{'descr': '卫生不错，服务很好，设施也好', 'star': 5}
{'descr': '环境不错~~~~', 'star': 5}
{'descr': '附近旅店较多，但要拆迁了，总体价格都差不多', 'star': 4}
{'descr': '干净卫生，服务态度好，也很宽敞，总之非常好！', 'star': 5}
{'descr': '干净卫生，服务态度好，也很宽敞，总之非常好！', 'star': 5}
{'descr': '服务比较满意', 'star': 3}
{'descr': '服务比较满意', 'star': 3}
{'descr': '房间隔音很差，隔壁开电视，都能听得见，不推荐~！', 'star': 1}
{'descr': '房间隔音很差，隔壁开电视，都能听得见，不推荐~！', 'star': 1}
{'descr': '酒店蛮好的，干净', 'star': 3}
{'descr': '酒店蛮好的，干净', 'star': 3}
{'descr': '＋很好，干净卫生', 'star': 3}
{'descr': '＋很好，干净卫生', 'star': 3}
{'descr': '如家还是一如既往的好，就是附近嘈杂了些，不过是在闹市区也没有办法', 'star': 3}
{'descr': '如家还是一如既往的好，就是附近嘈杂了些，不过是在闹市区也没有办法', 'star': 3}
{'descr': '离天大很近，设施和其他店没啥区别，是住宅楼改造的。整体感觉不错。值得推荐', 'star': 3}
{'descr': '离天大很近，设施和其他店没啥区别，是住宅楼改造的。整体感觉不错。值得推荐', 'star': 3}
{'descr': '房间卫生一般，面积小，交通便利，服务可以。', 'star': 3}
{'descr': '房间卫生一般，面积小，交通便利，服务可以。', 'star': 3}
{'descr': ' 整体感觉不错 很安静 适合入住', 'star': 3}
{'descr': ' 整体感觉不错 很安静 适合入住', 'star': 3}
{'descr': '酒店不错，环境可以，卫生干净，就是房间略小', 'star': 3}
{'descr': '酒店不错，环境可以，卫生干净，就是房间略小', 'star': 3}
{'descr': '应该是第3次入住，感觉挺好，够安静，够方便，卫生情况也可以，总之是不错的。唯一就是好像电影频道看着总不顺畅，这次干脆卡着不走了。', 'star': 5}
{'descr': '应该是第3次入住，感觉挺好，够安静，够方便，卫生情况也可以，总之是不错的。唯一就是好像电影频道看着总不顺畅，这次干脆卡着不走了。', 'star': 5}
{'descr': '就带很好，很安静。离家乐福超市还很近。附近公交也很方便', 'star': 5}
{'descr': '就带很好，很安静。离家乐福超市还很近。附近公交也很方便', 'star': 5}
{'descr': '很好，住了好多次了。', 'star': 3}
{'descr': '很好，住了好多次了。', 'star': 3}
{'descr': '天津大学东门斜对面，服务人员态度不错，遇人就打招呼，训练有素。', 'star': 5}
{'descr': '天津大学东门斜对面，服务人员态度不错，遇人就打招呼，训练有素。', 'star': 5}
{'descr': '如家还是一如既往的家一样的感觉，很不错', 'star': 3}
{'descr': '如家还是一如既往的家一样的感觉，很不错', 'star': 3}
{'descr': '还算不错。', 'star': 3}
{'descr': '还算不错。', 'star': 3}
{'descr': '服务人员的态度都不错的，见面都会问好。房间也很舒服，很安静。总之挑不出什么毛病来，让人感觉不错的一家宾馆', 'star': 5}
{'descr': '服务人员的态度都不错的，见面都会问好。房间也很舒服，很安静。总之挑不出什么毛病来，让人感觉不错的一家宾馆', 'star': 5}
{'descr': '不错，地理位置很好，环境也挺好，去哪里也很方便，酒店服务态度也很好，推荐，下次去还住这里', 'star': 5}
{'descr': '不错，地理位置很好，环境也挺好，去哪里也很方便，酒店服务态度也很好，推荐，下次去还住这里', 'star': 5}
{'descr': '不好找啊不好找，在老居民楼里。服务和卫生都还好，中规中矩，住一，两天可以选择。', 'star': 5}
{'descr': '不好找啊不好找，在老居民楼里。服务和卫生都还好，中规中矩，住一，两天可以选择。', 'star': 5}
{'descr': '前台服务不错，房间也挺安静的。总之各项都挺好吧，推荐入住。', 'star': 5}
{'descr': '前台服务不错，房间也挺安静的。总之各项都挺好吧，推荐入住。', 'star': 5}
{'descr': '＋环境很不错，服务态度也一流，见面都会问好，不过五楼这个房间有烟味，打扫不彻底吧，应该注意一下，其他很好的', 'star': 3}
{'descr': '＋环境很不错，服务态度也一流，见面都会问好，不过五楼这个房间有烟味，打扫不彻底吧，应该注意一下，其他很好的', 'star': 3}
{'descr': '不错 值得推荐 卫生干净 床睡得舒服 下次再去', 'star': 5}
{'descr': '不错 值得推荐 卫生干净 床睡得舒服 下次再去', 'star': 5}
{'descr': '房间还是很安静的，整洁明亮，不错，就是床下找到了杜蕾斯的说明书。', 'star': 5}
{'descr': '房间还是很安静的，整洁明亮，不错，就是床下找到了杜蕾斯的说明书。', 'star': 5}
{'descr': '第二次住了 就是没有吹风机和早餐 其他的还不错', 'star': 5}
{'descr': '第二次住了 就是没有吹风机和早餐 其他的还不错', 'star': 5}
{'descr': '环境挺好，在小区里很安静', 'star': 3}
{'descr': '环境挺好，在小区里很安静', 'star': 3}
{'descr': '服务挺热情的，卫生条件也好可以，主要是离天大挺近的，还不错。', 'star': 5}
{'descr': '服务挺热情的，卫生条件也好可以，主要是离天大挺近的，还不错。', 'star': 5}
{'descr': '服务周到，住着舒适，就是房间有点小，早上有时候会被打印机的声音吵醒，可能是我住的离收银台太近了吧~结账的时候还给了一张优惠券，不错！宾馆墙上有衣食住行指南，很方便！', 'star': 5}
