{'短评内容': '', '短评打分': 5}
{'短评内容': '早餐不错，环境有点差，高层很多旅馆共用的', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '卫生间淋浴没热水，挺遗憾！', '短评打分': 5}
{'短评内容': '停车很方便', '短评打分': 4}
{'短评内容': '早饭一般，15元的标准', '短评打分': 4}
{'短评内容': '设备老旧整体可以', '短评打分': 5}
{'短评内容': '设备老旧', '短评打分': 5}
{'短评内容': '房间够大但设备老旧', '短评打分': 5}
{'短评内容': '没住，说要等到第二天8点', '短评打分': 5}
{'短评内容': '还好，就是大床房得店付', '短评打分': 5}
{'短评内容': '设施有点老旧，早餐没肉，其他都很满意', '短评打分': 5}
{'短评内容': '环境优雅，房间设施好', '短评打分': 5}
{'短评内容': '很好的酒店哦', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '参加婚礼，临时住一晚。还不错，比较方便。一楼二楼办婚礼的挺多。楼下停车位充足，停车比较方便。推荐入住。', '短评打分': 4}
{'短评内容': '房间里有味，发潮，而且设备老化各方面都不显得上档次。服务还是不错的，按其环境相比较，价格略显高了些。', '短评打分': 4}
{'短评内容': '环境好，位置佳。值得推荐。', '短评打分': 5}
{'短评内容': '很不错 下次还去', '短评打分': 5}
{'短评内容': '很不错 下次还去', '短评打分': 5}
{'短评内容': '很不错 下次还住', '短评打分': 5}
{'短评内容': '还不错，就是网络不太好', '短评打分': 4}
{'短评内容': '为音乐节去的，真滴好远啊', '短评打分': 3}
{'短评内容': '据说是当地最好的酒店了，地毯上好多烟洞，晚上一群醉鬼在走道发疯也没有服务人员出来干预。总体还可以', '短评打分': 5}
{'短评内容': '酒店大堂不错，房间不错，餐厅档次显得与酒店不协调。估计应该是宣化最好的酒店。出门打车很方便。', '短评打分': 5}
{'短评内容': '酒店不错，每次来张家口都住，设施，环境都不错', '短评打分': 5}
{'短评内容': '其他都不错，就是床很硬，感觉得到床垫子里的弹簧', '短评打分': 5}
{'短评内容': '也算是当地最高档的酒店了，设施其实一般，相比起来还是不错的。很安静~~', '短评打分': 5}
{'短评内容': '服务很好，地点不错。设置也不错。下次还会住这！！', '短评打分': 5}
{'短评内容': '是宣化最好的酒店，每一次到宣化都住在这家酒店，总体感觉还不错', '短评打分': 5}
{'短评内容': '酒店不错哦，住的很开心酒店不错哦，住的很开心酒店不错哦，住的很开心酒店不错哦，住的很开心', '短评打分': 5}
{'短评内容': '每次出差必选的酒店，交通便利，硬件设施好，环境不错', '短评打分': 5}
{'短评内容': '酒店不错哦，住的很开心酒店不错哦，住的很开心酒店不错哦，住的很开心酒店不错哦，住的很开心', '短评打分': 5}
{'短评内容': '单位每次出差都会选择这家酒店，算是宣化最好的酒店了吧，不过早餐的质量不是很好', '短评打分': 5}
{'短评内容': '每次出差的必选酒店，交通便利，硬件好，服务好。', '短评打分': 5}
{'短评内容': '宣化最好的酒店，没有之一。我只能说，很一般', '短评打分': 1}
{'短评内容': '服务周到', '短评打分': 3}
{'短评内容': '每次单位出差来宣化，都是选择这家酒店入住，离出差地近，交通便利', '短评打分': 5}
{'短评内容': '宣化世纪王朝酒店处在宣化市中心，周围交通便利，酒店环境也不错', '短评打分': 5}
{'短评内容': '酒店不错，导航没导好，路上折腾了，呼呼', '短评打分': 3}
{'短评内容': '不错，以前就住过，性价比较好，环境也不错，以后还会再住', '短评打分': 5}
{'短评内容': '河北宣化还能有这样的酒店，出乎意料呢，环境八错。', '短评打分': 5}
{'短评内容': '每次出差必选的酒店，交通方便，环境还算不错，', '短评打分': 5}
{'短评内容': '每次单位出差来宣化，都是选择这家酒店入住，离出差地近，交通便利。', '短评打分': 5}
{'短评内容': '设施很新值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错，以前就住过，性价比较好，环境也不错，以后还会再住', '短评打分': 5}
{'短评内容': '地区内住宿条件不错，服务可以，推荐旅客入住，餐厅服务再好一些', '短评打分': 5}
{'短评内容': '单位每次出差都会选择这家酒店，算是宣化最好的酒店了吧，不过早餐的质量不是很好。', '短评打分': 5}
{'短评内容': '地区内住宿条件不错，服务可以，推荐旅客入住，餐厅服务再好一些', '短评打分': 5}
{'短评内容': '设施很新，值得推荐、、、、、、、、、、、、、、、、、、、', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '酒店硬件不错，附近交通也便利，只是早餐确实有待改进啊。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '没想到宣化能有这样的酒店，环境很不错，交通便利。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新值得推荐。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '没想到宣化能有这样的酒店，环境很不错，交通便利。', '短评打分': 5}
{'短评内容': '宣化世纪王朝酒店是每次出差必选的酒店，环境不错，就是早餐有待改进。', '短评打分': 5}
{'短评内容': '酒店硬件不错，附近交通也便利，只是早餐确实有待改进啊。', '短评打分': 5}
{'短评内容': '宣化世纪王朝酒店的服务设施比较到位，只是早餐确实有些让人失望，希望能有所改进。', '短评打分': 5}
{'短评内容': '设施很新值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '没想到在宣化还能有这样的酒店，出乎意料，不过早餐确实很一般，有待改进', '短评打分': 5}
{'短评内容': '世纪王朝酒店是每次来宣化出差的必选酒店，不过早餐确实需要改进一下。', '短评打分': 5}
{'短评内容': '我每次出差到宣化都住这家酒店，交通方便，服务周到，不错的选择。', '短评打分': 5}
{'短评内容': '张家口市宣化世纪王朝酒店是我每次出差到宣化的必选酒店，周围交通便利，酒店设施齐全。', '短评打分': 5}
{'短评内容': '宣化县城很小，能有这样水平的酒店已属不易，途经此处的过客可以借此一休。但应该说这个价位跟其他大城市比较起来很多方面还有待提高。硬件不能过于强求，洗澡水水量不大，头发长的女孩子洗澡可能会比较费劲，另外早餐只能说是一般般，不要期望过高。酒店对面是超市发超市买东西比较方便，不过吃饭的地方很少，外面空气由于工业化的影响也不是很好。', '短评打分': 5}
{'短评内容': 'haohaohaohaohaohaoahoahoahoahaoahoahaoahaoahaoajhaoa', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店比较好找,房间还比较干净,明亮。停车场也挺大。', '短评打分': 3}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '设施很新，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'haohaohaohaohaohaohaohaohaohaohaohaohaoahaohaohaohaohaohaohao', '短评打分': 5}
