{'descr': '网经常上不上啊', 'star': 3}
{'descr': '这个真的很垃圾啊！没有电梯，炮房吗？用品那么多？', 'star': 1}
{'descr': '这个真的很垃圾，没有电梯，好像是旅店一样，好蛋疼的说！', 'star': 1}
{'descr': '比较干净，服务态度热情，周边饭馆多，吃饭方便，总的来说不错！', 'star': 5}
{'descr': '去外滩  城隍庙 南京路等景点比较方便~~~服务态度很好  房间设施比较齐全  性价比较高的的地方', 'star': 5}
{'descr': '去外滩  城隍庙 南京路等景点比较方便~~~服务态度很好  房间设施比较齐全  性价比较高的的地方', 'star': 5}
{'descr': '在南浦大桥附近，离市中心有一点距离，周边不是很发达。\n不过两三站公交基本上也可以到外滩、城隍庙这些著名景点。', 'star': 5}
{'descr': '在南浦大桥附近，离市中心有一点距离，周边不是很发达。\n不过两三站公交基本上也可以到外滩、城隍庙这些著名景点。', 'star': 5}
{'descr': '很好哦，每次去上海都会住这里，有家的感觉，交通比较便利', 'star': 3}
{'descr': '很好哦，每次去上海都会住这里，有家的感觉，交通比较便利', 'star': 3}
{'descr': '该宾馆还不错，尤其是再使用消费券就划算了；房间环境、设施也都不错；', 'star': 5}
{'descr': '该宾馆还不错，尤其是再使用消费券就划算了；房间环境、设施也都不错；', 'star': 5}
{'descr': '还可以，就是如家的一般样子，不过离地铁站有点远哇', 'star': 1}
{'descr': '还可以，就是如家的一般样子，不过离地铁站有点远哇', 'star': 1}
{'descr': '地理位置很好，离4号线地铁站和黄浦旅游集散中心很近。住的特价房，房子很大，热水很好。但是床很硬，房间隔音差，睡不好。', 'star': 3}
{'descr': '地理位置很好，离4号线地铁站和黄浦旅游集散中心很近。住的特价房，房子很大，热水很好。但是床很硬，房间隔音差，睡不好。', 'star': 3}
{'descr': '服务很好，打扫卫生的大婶见到你也主动问好，贴心细微\n\n不过地理位置一般，说是外滩店，但离外滩还是有段距离，离人民广场也是有段距离，离南京路步行街还是有段距离，总之离哪里都有段距离，本想晚上步行去外滩看夜景，着实有点小远\n\n房间干净整洁', 'star': 5}
{'descr': '服务很好，打扫卫生的大婶见到你也主动问好，贴心细微\n\n不过地理位置一般，说是外滩店，但离外滩还是有段距离，离人民广场也是有段距离，离南京路步行街还是有段距离，总之离哪里都有段距离，本想晚上步行去外滩看夜景，着实有点小远\n\n房间干净整洁', 'star': 5}
{'descr': '前台的服务不错，特惠大床房间很小，不过卫生还不错。到地铁站走路10分钟，公交车也听方便的。要求不高了可以选择。', 'star': 5}
{'descr': '前台的服务不错，特惠大床房间很小，不过卫生还不错。到地铁站走路10分钟，公交车也听方便的。要求不高了可以选择。', 'star': 5}
{'descr': '一般吧  卫生还可以', 'star': 3}
{'descr': '一般吧  卫生还可以', 'star': 3}
{'descr': '交通不够方便  窗户正对居民家 早上是被吵醒的  窗户只能开一点点 开空调的时候有臭味 ', 'star': 5}
{'descr': '交通不够方便  窗户正对居民家 早上是被吵醒的  窗户只能开一点点 开空调的时候有臭味 ', 'star': 5}
{'descr': '酒店很好！位置很好，能看见南浦大桥，交通方便。', 'star': 5}
{'descr': '酒店很好！位置很好，能看见南浦大桥，交通方便。', 'star': 5}
{'descr': '从前台小姐到清洁工人阿姨每个人都有很有礼貌面带微笑', 'star': 5}
{'descr': '从前台小姐到清洁工人阿姨每个人都有很有礼貌面带微笑', 'star': 5}
{'descr': '很干净的酒店，服务也很好', 'star': 3}
{'descr': '很干净的酒店，服务也很好', 'star': 3}
{'descr': '为了转天去坐普陀的大巴特意选了这家，离着大巴站确实挺近，不过房间是我住过如家最小的（我选的是商务标间，还不是最便宜的房间。）双床也很小也就90的床，房间潮气很重，味道也很重，小小窄窄的窗户，早上开窗一股楼下做饭的味道，如果可以选择，真的不建议选这家，也就地点占优势。', 'star': 1}
{'descr': '为了转天去坐普陀的大巴特意选了这家，离着大巴站确实挺近，不过房间是我住过如家最小的（我选的是商务标间，还不是最便宜的房间。）双床也很小也就90的床，房间潮气很重，味道也很重，小小窄窄的窗户，早上开窗一股楼下做饭的味道，如果可以选择，真的不建议选这家，也就地点占优势。', 'star': 1}
{'descr': '空调太不给力，睡得好冷，床头无法充电不够方便。其他还好。', 'star': 1}
{'descr': '空调太不给力，睡得好冷，床头无法充电不够方便。其他还好。', 'star': 1}
{'descr': '一般般。。。。停车场还要40块钱。其他倒是跟所有如家都差不多', 'star': 1}
{'descr': '一般般。。。。停车场还要40块钱。其他倒是跟所有如家都差不多', 'star': 1}
{'descr': '挺不错的，酒店比较安静，酒店也挺干净的。', 'star': 5}
{'descr': '挺不错的，酒店比较安静，酒店也挺干净的。', 'star': 5}
{'descr': '这次如家地理位置离我想要的地方实在太近太方便了！非常满意，就是有点旧，空调很响，插头松。不过总体来说不错啦', 'star': 3}
{'descr': '这次如家地理位置离我想要的地方实在太近太方便了！非常满意，就是有点旧，空调很响，插头松。不过总体来说不错啦', 'star': 3}
{'descr': '还好,有点远,打车特别不方便', 'star': 3}
{'descr': '还好,有点远,打车特别不方便', 'star': 3}
{'descr': '地理位置还可以 ，离南浦大桥地铁站有十分钟，来玩了，住在了三楼一个拐角处，感觉怪怪的，服务态度很好  一如既往的干净\n', 'star': 5}
{'descr': '地理位置还可以 ，离南浦大桥地铁站有十分钟，来玩了，住在了三楼一个拐角处，感觉怪怪的，服务态度很好  一如既往的干净\n', 'star': 5}
{'descr': '阁楼房间，好夸张', 'star': 3}
{'descr': '阁楼房间，好夸张', 'star': 3}
{'descr': '我已经算是回头客了 还是停车的问题 到边上停要30元一夜 ', 'star': 5}
{'descr': '我已经算是回头客了 还是停车的问题 到边上停要30元一夜 ', 'star': 5}
{'descr': '  地点很好找  很普通   房间干净  不过  拖鞋不是一次性的  ', 'star': 3}
{'descr': '  地点很好找  很普通   房间干净  不过  拖鞋不是一次性的  ', 'star': 3}
{'descr': '不错 连住3天了 下次还会入住的 停车问题上 最好能有地方 安全停车', 'star': 5}
{'descr': '不错 连住3天了 下次还会入住的 停车问题上 最好能有地方 安全停车', 'star': 5}
{'descr': '第2次入住了  都还可以 不错还会来的  就是停车不怎么好停 人在房间里 车在门口停 怕罚单哦', 'star': 5}
{'descr': '第2次入住了  都还可以 不错还会来的  就是停车不怎么好停 人在房间里 车在门口停 怕罚单哦', 'star': 5}
{'descr': '已经第2次入住了  总体还是满意的  就是车停门口 人在房间里 担心被罚单会不会来 ', 'star': 5}
{'descr': '已经第2次入住了  总体还是满意的  就是车停门口 人在房间里 担心被罚单会不会来 ', 'star': 5}
{'descr': '很好的服务,很好的网络,很好的环境,很好的性价比.', 'star': 5}
{'descr': '很好的服务,很好的网络,很好的环境,很好的性价比.', 'star': 5}
{'descr': '很不錯，四号线南浦大桥一号出口出来沿着中山南路走一段就到了', 'star': 5}
{'descr': '很不錯，四号线南浦大桥一号出口出来沿着中山南路走一段就到了', 'star': 5}
{'descr': '吧台服务一般，地方不是很好以后定酒店一定不选这样的', 'star': 1}
{'descr': '吧台服务一般，地方不是很好以后定酒店一定不选这样的', 'star': 1}
{'descr': '很不错，干净整洁交通方便', 'star': 3}
{'descr': '很不错，干净整洁交通方便', 'star': 3}
{'descr': '备注里注明离外滩需10-15分钟，但前台告诉我们步行需30分钟，我们走过一次，确实需要30分钟左右，有4站路呢；酒店的热水器洗第一个人，洗了一半就没有热水了，这么低的温度，那个冷啊！前台的服务态度很好，马上派来了人，但却是保安，根本什么都不懂！无奈拖着散乱的行李换房！', 'star': 5}
{'descr': '备注里注明离外滩需10-15分钟，但前台告诉我们步行需30分钟，我们走过一次，确实需要30分钟左右，有4站路呢；酒店的热水器洗第一个人，洗了一半就没有热水了，这么低的温度，那个冷啊！前台的服务态度很好，马上派来了人，但却是保安，根本什么都不懂！无奈拖着散乱的行李换房！', 'star': 5}
{'descr': '先说位置。南浦大桥的边上（幸福码头）其实还是很好找的，因为去的时候直接给了房卡，我们就出去了，没看房间位置。结果给了一个挨近柜台的。晚上柜台的电话声，早上住客的脚步声让我们很郁闷。。。环境到还是不错，就是周边吃的少了一点。如果去金茂的话，打车也就是30块钱以内，26块钱左右。。很方便的说。', 'star': 5}
{'descr': '先说位置。南浦大桥的边上（幸福码头）其实还是很好找的，因为去的时候直接给了房卡，我们就出去了，没看房间位置。结果给了一个挨近柜台的。晚上柜台的电话声，早上住客的脚步声让我们很郁闷。。。环境到还是不错，就是周边吃的少了一点。如果去金茂的话，打车也就是30块钱以内，26块钱左右。。很方便的说。', 'star': 5}
{'descr': '数码大床房间干净，面积不错，地理位置还是比较方便的，但房间无wifi，去玩建议住如家靠近城隍庙的店会更方便一些。', 'star': 3}
{'descr': '数码大床房间干净，面积不错，地理位置还是比较方便的，但房间无wifi，去玩建议住如家靠近城隍庙的店会更方便一些。', 'star': 3}
{'descr': '条件一般般吧，电视有雪花，设施和整洁程度也只能说一般，卫生间的玻璃门关不紧，有免费早餐，粥还算不错，总体感觉一般。', 'star': 1}
{'descr': '条件一般般吧，电视有雪花，设施和整洁程度也只能说一般，卫生间的玻璃门关不紧，有免费早餐，粥还算不错，总体感觉一般。', 'star': 1}
{'descr': '很舒服啊 很好  ', 'star': 3}
{'descr': '很舒服啊 很好  ', 'star': 3}
{'descr': '酒店房间很小，隔音也不太好，不过员工很好，我很晚才到点餐，保安给送餐，做饭的大叔也很好', 'star': 3}
{'descr': '酒店房间很小，隔音也不太好，不过员工很好，我很晚才到点餐，保安给送餐，做饭的大叔也很好', 'star': 3}
{'descr': '2晚上住下来 不错  房间也算大 网速也不错  够用了', 'star': 5}
{'descr': '2晚上住下来 不错  房间也算大 网速也不错  够用了', 'star': 5}
{'descr': '酒店还可以  空调暖气也很给力  热水洗时间长了 有点不够用  停车场没有 要到边上去停 听保安说要30元一晚停一停  有点贵 没去停  其他都还好', 'star': 5}
{'descr': '酒店还可以  空调暖气也很给力  热水洗时间长了 有点不够用  停车场没有 要到边上去停 听保安说要30元一晚停一停  有点贵 没去停  其他都还好', 'star': 5}
{'descr': '还算干净的，就是地点有点偏，房间比较小。', 'star': 3}
{'descr': '还算干净的，就是地点有点偏，房间比较小。', 'star': 3}
{'descr': '价位不高，服务挺好！挺棒的！...................', 'star': 5}
{'descr': '价位不高，服务挺好！挺棒的！...................', 'star': 5}
{'descr': '入住家庭房。闹中取静、出行方便、居住舒适、性价比高。非常实惠，非常整洁、非常满意！', 'star': 5}
{'descr': '入住家庭房。闹中取静、出行方便、居住舒适、性价比高。非常实惠，非常整洁、非常满意！', 'star': 5}
{'descr': '房间还可以，秉承如家一贯风格，性价比还是不错的', 'star': 5}
{'descr': '房间还可以，秉承如家一贯风格，性价比还是不错的', 'star': 5}
{'descr': '没有空调，电视没多少频道，热水忽冷忽热，总没有网，有网的时候网速慢得网页都打不开，隔音效果非常差。', 'star': 1}
{'descr': '没有空调，电视没多少频道，热水忽冷忽热，总没有网，有网的时候网速慢得网页都打不开，隔音效果非常差。', 'star': 1}
{'descr': '服务态度好，环境也不错！就是地点偏，还是单行线!', 'star': 5}
{'descr': '服务态度好，环境也不错！就是地点偏，还是单行线!', 'star': 5}
{'descr': 'ok', 'star': 3}
{'descr': 'ok', 'star': 3}
{'descr': '因为离我家很近 把父母就安排在这里了\n\n说真得 除了 很近 没其它的\n\n房间墙很薄 老能听到 其他房间的声音 厨房什么的\n\n定车什么的 没戏 \n\n不清楚 怎么回那么难!!!\n\n希望该进下 \n\n价格还是蛮便宜的', 'star': 5}
{'descr': '因为离我家很近 把父母就安排在这里了\n\n说真得 除了 很近 没其它的\n\n房间墙很薄 老能听到 其他房间的声音 厨房什么的\n\n定车什么的 没戏 \n\n不清楚 怎么回那么难!!!\n\n希望该进下 \n\n价格还是蛮便宜的', 'star': 5}
{'descr': '  设施还可以！服务态度也不错！', 'star': 3}
{'descr': '  设施还可以！服务态度也不错！', 'star': 3}
{'descr': '不错、挺方便', 'star': 3}
{'descr': '不错、挺方便', 'star': 3}
{'descr': '手机完全没有信号，问服务员怎么办，说“加点钱订豪华房间就有了”。这是什么服务？', 'star': 1}
{'descr': '手机完全没有信号，问服务员怎么办，说“加点钱订豪华房间就有了”。这是什么服务？', 'star': 1}
{'descr': '挺干净的，挺安静的，交通也很便利，但是卫生间有点小。', 'star': 5}
{'descr': '挺干净的，挺安静的，交通也很便利，但是卫生间有点小。', 'star': 5}
{'descr': '很满意。', 'star': 3}
{'descr': '很满意。', 'star': 3}
